qufu(3).Resampled(3).Label-Analysis(2),,,,,,,,,,13.692,,,,,,,,,21213
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,13.692,,20,12278,21213,0.578796021,,,,
6656,1697.65,23.3384,2912.73,2982.87,4010.78,10830,,,,18.6417,,,,,,,,,
1344,553.518,13.692,2378.58,3535.86,4002.74,10831,,,,18.6417,,,,,,,,,
2304,828.977,16.3868,2459.62,3923.1,4003.49,10832,,,,18.6417,,,,,,,,,
3968,1184.01,19.6422,3095.67,4037.36,4007.12,10833,,,,18.6417,,,,,,,,,
2176,909.762,16.0776,2285.19,4058.04,4006.46,10834,,,,18.6417,,,,,,,,,
1728,670.147,14.8884,2965.03,4071.7,4002.64,10835,,,,18.6417,,,,,,,,,
3840,1172.01,19.4287,4006.49,4188.17,4006.26,10836,,,,18.6417,,,,,,,,,
2560,888.373,16.9726,3105.66,4319.3,4007.13,10837,,,,18.6417,,,,,,,,,
4480,1302.09,20.4531,2900.27,4350.76,4004.99,10838,,,,18.6417,,,,,,,,,
1408,574.576,13.906,3112.41,4356.01,4002.2,10839,,,,18.6417,,,,,,,,,
2560,1074,16.9726,3644.96,1420.9,4012.83,10840,,,,18.6417,,,,,,,,,
71872,9021.39,51.5846,3124.04,1725.62,4026.81,10841,,,,18.6417,,,,,,,,,
1984,741.98,15.5901,3973.67,1839.36,4009.64,10842,,,,18.6417,,,,,,,,,
2560,926.911,16.9726,3539.46,1877.1,4013.13,10843,,,,18.6417,,,,,,,,,
3712,1138.34,19.2104,2341.58,1949.17,4011.41,10844,,,,18.6417,,,,,,,,,
2240,800.421,16.2337,2200.21,1975.33,4009.56,10845,,,,18.6417,,,,,,,,,
3840,1163.73,19.4287,2259.76,2077.7,4010.6,10846,,,,18.6417,,,,,,,,,
58304,7488.31,48.1098,2228.72,2207.84,4027.43,10847,,,,18.6417,,,,,,,,,
12032,2561.56,28.4302,2485.45,2297.21,4014.46,10848,,,,18.6417,,,,,,,,,
2176,783.508,16.0776,3184.6,3318.4,4008.34,10849,,,,18.6417,,,,,,,,,
309312,22581,83.9072,2313.67,3517.54,4044.28,10850,,,,18.6417,,,,,,,,,
337408,24619.6,86.3745,2309.22,3787.06,4040.22,10851,,,,18.6417,,,,,,,,,
1344,553.49,13.692,2554.38,4050.72,4006.55,10852,,,,18.6417,,,,,,,,,
1664,661.599,14.7023,2460.65,4161.26,4006.78,10853,,,,18.6417,,,,,,,,,
1728,669.937,14.8884,2537.47,4173.03,4007.82,10854,,,,18.6417,,,,,,,,,
2944,1008.68,17.782,2889.04,4197.71,4009.45,10855,,,,18.6417,,,,,,,,,
1536,625.218,14.3152,3740.29,4222.1,4009.26,10856,,,,18.6417,,,,,,,,,
6464,1809.82,23.1118,3102.01,4294.35,4013.27,10857,,,,18.6417,,,,,,,,,
4288,1275.98,20.1567,2412.93,1436.66,4016.78,10858,,,,18.6417,,,,,,,,,
1984,919.082,15.5901,3330.96,1555.88,4013,10859,,,,18.6417,,,,,,,,,
1472,598.341,14.1136,3319.13,1745.89,4013.02,10860,,,,18.6417,,,,,,,,,
82880,12735.7,54.0942,2215.64,1860.15,4039.08,10861,,,,18.6417,,,,,,,,,
2240,826.966,16.2337,3761.93,2253.27,4015.96,10862,,,,18.6417,,,,,,,,,
5952,1835.88,22.4848,2614.27,2289.51,4017.3,10863,,,,18.6417,,,,,,,,,
67584,8308.17,50.5377,2595.19,2806.87,4037.25,10864,,,,18.6417,,,,,,,,,
1408,577.87,13.906,2482.96,3010.56,4012.57,10865,,,,18.6417,,,,,,,,,
9152,2067.55,25.9521,2684.3,3453,4017.87,10866,,,,18.6417,,,,,,,,,
2112,772.228,15.9184,3164.17,4137.89,4012.87,10867,,,,18.6417,,,,,,,,,
1664,652.199,14.7023,2580.8,4177.1,4010.01,10868,,,,18.6417,,,,,,,,,
6656,1704.47,23.3384,2425.57,4303.83,4016.62,10869,,,,18.6417,,,,,,,,,
64512,7897.4,49.76,3217.92,1482.76,4033.78,10870,,,,18.6417,,,,,,,,,
2496,873.877,16.8299,3064.6,1507.1,4019.34,10871,,,,18.6417,,,,,,,,,
1472,604.853,14.1136,2961.57,1570.75,4015.8,10872,,,,18.6417,,,,,,,,,
1920,732.657,15.4206,2501.36,1588.04,4017.2,10873,,,,18.6417,,,,,,,,,
1792,681.348,15.07,3642.53,1599.82,4017.65,10874,,,,18.6417,,,,,,,,,
3520,1091.76,18.8733,3159.39,1749.72,4020.6,10875,,,,18.6417,,,,,,,,,
6464,1701.2,23.1118,3488.42,1946.55,4023.25,10876,,,,18.6417,,,,,,,,,
1344,577.873,13.692,2513.81,2077.2,4015.12,10877,,,,18.6417,,,,,,,,,
2624,993.778,17.1128,3024.71,2309.64,4021.18,10878,,,,18.6417,,,,,,,,,
9472,2217.51,26.2511,3106.88,3118.64,4024.88,10879,,,,18.6417,,,,,,,,,
1920,721.482,15.4206,2336.29,3128.17,4016,10880,,,,18.6417,,,,,,,,,
13120,3199.34,29.2625,2651.33,3339.49,4028.98,10881,,,,18.6417,,,,,,,,,
3584,1130.13,18.987,2446.74,3894.46,4017.93,10882,,,,18.6417,,,,,,,,,
1792,691.18,15.07,2664.24,4003.82,4016.22,10883,,,,18.6417,,,,,,,,,
4480,1295.21,20.4531,3164.67,4027.05,4018.36,10884,,,,18.6417,,,,,,,,,
2752,935.485,17.3867,2510.21,4242.45,4015.95,10885,,,,18.6417,,,,,,,,,
2624,885.564,17.1128,3465.49,4314.03,4016.88,10886,,,,18.6417,,,,,,,,,
1600,632.993,14.5113,4043.6,4367.42,4014.93,10887,,,,18.6417,,,,,,,,,
5056,1417.35,21.2946,2726.15,1473.38,4025.36,10888,,,,18.6417,,,,,,,,,
1664,664.068,14.7023,3096.49,1626.03,4020.93,10889,,,,18.6417,,,,,,,,,
13440,2771.67,29.4985,3528.69,1635.27,4028.25,10890,,,,18.6417,,,,,,,,,
1728,672.8,14.8884,3818.66,1659.55,4021.01,10891,,,,18.6417,,,,,,,,,
8064,2682.77,24.88,2569.24,1685.45,4037.34,10892,,,,18.6417,,,,,,,,,
38720,5535.35,41.9739,3633.14,1940.4,4033.17,10893,,,,18.6417,,,,,,,,,
1664,652.251,14.7023,2827.73,1998.49,4020.93,10894,,,,18.6417,,,,,,,,,
2368,831.444,16.5372,2996.36,2561.91,4020.23,10895,,,,18.6417,,,,,,,,,
1344,562.68,13.692,2688.48,2916.25,4018.74,10896,,,,18.6417,,,,,,,,,
1664,646.434,14.7023,2241.42,4066.8,4019.09,10897,,,,18.6417,,,,,,,,,
3200,1052.01,18.2831,3946.56,4091.66,4022.05,10898,,,,18.6417,,,,,,,,,
2112,771.508,15.9184,2487.93,4262.25,4020.02,10899,,,,18.6417,,,,,,,,,
5760,1849.42,22.2403,3035.93,4272.26,4023.6,10900,,,,18.6417,,,,,,,,,
1600,631.99,14.5113,4010.96,4283.26,4021.17,10901,,,,18.6417,,,,,,,,,
1408,567.908,13.906,3126.41,4302.92,4018.75,10902,,,,18.6417,,,,,,,,,
2752,929.826,17.3867,2483.05,1503.47,4025.26,10903,,,,18.6417,,,,,,,,,
25856,4312.36,36.6877,3174.73,1803.27,4033.88,10904,,,,18.6417,,,,,,,,,
1984,766.361,15.5901,3024.76,1903.1,4026.8,10905,,,,18.6417,,,,,,,,,
2432,834.072,16.6848,3972.22,2553.42,4024.09,10906,,,,18.6417,,,,,,,,,
1536,637.087,14.3152,2397.62,3116.27,4025.93,10907,,,,18.6417,,,,,,,,,
1472,601.479,14.1136,2481.22,3983.8,4024.32,10908,,,,18.6417,,,,,,,,,
12096,2549.39,28.4805,3985.47,4071.91,4030.74,10909,,,,18.6417,,,,,,,,,
6016,1566.01,22.5651,2900.62,4071.1,4027.19,10910,,,,18.6417,,,,,,,,,
1728,673.363,14.8884,3903.55,4066.95,4025.15,10911,,,,18.6417,,,,,,,,,
5632,1517.99,22.0744,2886.87,4113.1,4028.61,10912,,,,18.6417,,,,,,,,,
2112,760.36,15.9184,3705.38,4168.92,4025.36,10913,,,,18.6417,,,,,,,,,
2880,980.924,17.6522,2636.38,4189.95,4024.44,10914,,,,18.6417,,,,,,,,,
1536,613.559,14.3152,3481.96,4370.27,4022.43,10915,,,,18.6417,,,,,,,,,
6912,1784.88,23.6339,2910.03,1544.25,4034.78,10916,,,,18.6417,,,,,,,,,
1344,610.853,13.692,3096.48,1594.34,4027.88,10917,,,,18.6417,,,,,,,,,
7104,1787.92,23.8507,2609.44,1680.22,4031.44,10918,,,,18.6417,,,,,,,,,
168512,15532,68.5295,3778.64,1837.9,4060.1,10919,,,,18.6417,,,,,,,,,
2368,865.173,16.5372,4012.36,1929.16,4031.36,10920,,,,18.6417,,,,,,,,,
5312,1453.31,21.6481,3126.28,1950.38,4031.85,10921,,,,18.6417,,,,,,,,,
190720,17800,71.4166,3245.62,2018.72,4061.49,10922,,,,18.6417,,,,,,,,,
3584,1335.6,18.987,3181.96,2094.39,4033.43,10923,,,,18.6417,,,,,,,,,
3584,1175.87,18.987,2976.88,2420.39,4031.22,10924,,,,18.6417,,,,,,,,,
2496,871.041,16.8299,3230.65,3692.64,4029.09,10925,,,,18.6417,,,,,,,,,
2112,778.205,15.9184,2529.14,3692.56,4030.69,10926,,,,18.6417,,,,,,,,,
2624,900.518,17.1128,2314.96,3728.57,4028.98,10927,,,,18.6417,,,,,,,,,
1728,667.493,14.8884,2407.55,3874.95,4029.01,10928,,,,18.6417,,,,,,,,,
2688,906.085,17.2508,2484.67,3907.48,4028.26,10929,,,,18.6417,,,,,,,,,
1.47E+06,64093.1,141.015,2489.29,4063.43,4094.35,10930,,,,18.6417,,,,,,,,,
1856,750.959,15.2473,2437.85,4126,4030.24,10931,,,,18.6417,,,,,,,,,
3328,1051.37,18.5237,2875.57,4138.1,4028.7,10932,,,,18.7582,,,,,,,,,
5248,1451.57,21.5608,2936.32,4204.52,4033.08,10933,,,,18.7582,,,,,,,,,
369280,27738,89.0128,4003.63,4214.64,4066.8,10934,,,,18.7582,,,,,,,,,
13952,2819.95,29.8685,2958.24,4239.29,4039.43,10935,,,,18.7582,,,,,,,,,
12672,2653.88,28.9256,2461.78,4263.53,4035.72,10936,,,,18.7582,,,,,,,,,
1472,601.585,14.1136,3497.74,4310.41,4026.93,10937,,,,18.7582,,,,,,,,,
3840,1333.55,19.4287,2473.62,4326.1,4030.66,10938,,,,18.7582,,,,,,,,,
1856,709.614,15.2473,2905.71,4328.34,4029.55,10939,,,,18.7582,,,,,,,,,
6144,1610.7,22.724,3463.71,4338.85,4030.1,10940,,,,18.7582,,,,,,,,,
4672,1549.63,20.7412,2468.82,1519.49,4037.56,10941,,,,18.7582,,,,,,,,,
2752,959.38,17.3867,2985.84,1707.38,4036.51,10942,,,,18.7582,,,,,,,,,
8960,2791.25,25.7693,3894.76,1892.79,4050.9,10943,,,,18.7582,,,,,,,,,
1536,625.402,14.3152,3739.62,1969.94,4032.43,10944,,,,18.7582,,,,,,,,,
2560,878.489,16.9726,2848.86,2035.1,4032.63,10945,,,,18.7582,,,,,,,,,
2624,910.076,17.1128,3607.44,2099.98,4035.42,10946,,,,18.7582,,,,,,,,,
4288,1278.37,20.1567,3701.52,2163.64,4035.71,10947,,,,18.7582,,,,,,,,,
81728,12801.4,53.8424,2334.47,2461.26,4054.2,10948,,,,18.7582,,,,,,,,,
12736,2669.62,28.9742,2477.07,2557.03,4039.86,10949,,,,18.7582,,,,,,,,,
8256,1988.43,25.0759,2925.31,2816.19,4038,10950,,,,18.7582,,,,,,,,,
3904,1194.23,19.5361,3107.87,4033.2,4033.03,10951,,,,18.7582,,,,,,,,,
1344,553.596,13.692,3966.77,4140.25,4030.74,10952,,,,18.7582,,,,,,,,,
1344,553.49,13.692,2446.77,4162.72,4030.93,10953,,,,18.7582,,,,,,,,,
1408,574.576,13.906,2711.87,4291.28,4031.66,10954,,,,18.7582,,,,,,,,,
2816,1017.44,17.5204,3173.68,1491.19,4039.11,10955,,,,18.7582,,,,,,,,,
2048,778.15,15.7559,3389.58,1545.48,4038.31,10956,,,,18.7582,,,,,,,,,
142656,17387.4,64.8282,3960.49,1602.06,4065.74,10957,,,,18.7582,,,,,,,,,
2304,815.664,16.3868,2545.07,1719.33,4036.38,10958,,,,18.7582,,,,,,,,,
2816,991.178,17.5204,3144.96,1773.65,4039.48,10959,,,,18.7582,,,,,,,,,
2304,846.766,16.3868,2945.18,2114.1,4038.26,10960,,,,18.7582,,,,,,,,,
1792,752.557,15.07,2448.67,2206.96,4039.5,10961,,,,18.7582,,,,,,,,,
19840,3570.14,33.5878,3323.12,2950.82,4047.94,10962,,,,18.7582,,,,,,,,,
4160,1238.78,19.9541,4056.13,3696.52,4039.67,10963,,,,18.7582,,,,,,,,,
1408,589.767,13.906,3564.23,3720.56,4035.11,10964,,,,18.7582,,,,,,,,,
3200,1019.24,18.2831,3632.24,3724.38,4039.09,10965,,,,18.7582,,,,,,,,,
2752,1053.61,17.3867,2925.47,3748.5,4037.82,10966,,,,18.7582,,,,,,,,,
6912,1757.35,23.6339,3043.51,3832.66,4040.52,10967,,,,18.7582,,,,,,,,,
4032,1225.54,19.7473,3116.61,3909.83,4037.6,10968,,,,18.7582,,,,,,,,,
5440,1956.45,21.8206,2586.11,4026.77,4043.92,10969,,,,18.7582,,,,,,,,,
18624,3425.42,32.887,3132.18,4259.27,4047.52,10970,,,,18.7582,,,,,,,,,
1856,710.333,15.2473,2225.99,4265.31,4036.03,10971,,,,18.7582,,,,,,,,,
2752,942.152,17.3867,2480.44,4299.1,4037.91,10972,,,,18.7582,,,,,,,,,
2368,937.164,16.5372,3952.69,4366.89,4038.93,10973,,,,18.7582,,,,,,,,,
16896,3187.5,31.8367,2983.58,1494.18,4050.02,10974,,,,18.7582,,,,,,,,,
2112,777.56,15.9184,2705.14,1511.71,4040.99,10975,,,,18.7582,,,,,,,,,
2176,793.317,16.0776,3465.78,1572.04,4041.17,10976,,,,18.7582,,,,,,,,,
115200,12704.9,60.3696,2628.06,1640.12,4068.82,10977,,,,18.7582,,,,,,,,,
2304,812.422,16.3868,2819.85,1754.88,4040.93,10978,,,,18.7582,,,,,,,,,
5824,1599.74,22.3224,2722.6,1834.62,4045.31,10979,,,,18.7582,,,,,,,,,
2176,783.429,16.0776,3505.54,1907.81,4041.99,10980,,,,18.7582,,,,,,,,,
12608,2657.85,28.8768,2653.09,2014.64,4048.72,10981,,,,18.7582,,,,,,,,,
2304,873.853,16.3868,4054.51,2033.99,4042.71,10982,,,,18.7582,,,,,,,,,
2048,770.813,15.7559,3510.83,2086.85,4043.31,10983,,,,18.7582,,,,,,,,,
1984,739.485,15.5901,2756.12,2131.62,4040.74,10984,,,,18.7582,,,,,,,,,
2496,855.078,16.8299,2289.21,2149.05,4040.57,10985,,,,18.7582,,,,,,,,,
1856,730.726,15.2473,3469.03,2421.31,4041.97,10986,,,,18.7582,,,,,,,,,
3392,1089.7,18.6417,2743.48,2471.18,4043.38,10987,,,,18.7582,,,,,,,,,
7680,1864.61,24.4787,3852.89,3189.64,4046.9,10988,,,,18.7582,,,,,,,,,
2624,996.967,17.1128,2370.47,3643.98,4041.57,10989,,,,18.7582,,,,,,,,,
2304,813.063,16.3868,3160.96,3754.88,4040.93,10990,,,,18.7582,,,,,,,,,
1344,553.49,13.692,2971.34,4019.67,4038.55,10991,,,,18.7582,,,,,,,,,
67008,11508.5,50.3937,3553.2,4185.3,4057.53,10992,,,,18.7582,,,,,,,,,
1728,660.983,14.8884,3158.66,4314.95,4039.82,10993,,,,18.7582,,,,,,,,,
2624,894.086,17.1128,2517.49,4381.35,4039.32,10994,,,,18.7582,,,,,,,,,
1728,663.452,14.8884,3081.92,4390.81,4038.93,10995,,,,18.7582,,,,,,,,,
1408,610.315,13.906,3377.68,1369.28,4045.84,10996,,,,18.7582,,,,,,,,,
1920,723.467,15.4206,3330.29,1379.64,4045.33,10997,,,,18.7582,,,,,,,,,
1792,694.449,15.07,2398.96,1418.82,4044.93,10998,,,,18.7582,,,,,,,,,
2752,938.962,17.3867,2548.44,1423.75,4047.02,10999,,,,18.7582,,,,,,,,,
3136,1002.27,18.1604,3132.18,1512.98,4046.69,11000,,,,18.7582,,,,,,,,,
1728,681.834,14.8884,2458.36,1625.47,4045.45,11001,,,,18.7582,,,,,,,,,
4032,1226.21,19.7473,2430.64,1653.64,4048.96,11002,,,,18.7582,,,,,,,,,
1344,580.603,13.692,3955.91,1725.2,4045.6,11003,,,,18.7582,,,,,,,,,
2816,962.439,17.5204,2519.96,1748.01,4044.75,11004,,,,18.7582,,,,,,,,,
9984,3055.45,26.7158,3018.62,1863.1,4063.37,11005,,,,18.7582,,,,,,,,,
17536,3353.2,32.2337,3890.85,2110.68,4051.43,11006,,,,18.7582,,,,,,,,,
1472,598.289,14.1136,2429.22,2152.15,4043.45,11007,,,,18.7582,,,,,,,,,
4096,1195.88,19.8512,3913.52,2711.35,4047.31,11008,,,,18.7582,,,,,,,,,
2112,811.21,15.9184,2399.08,3063.22,4045.11,11009,,,,18.7582,,,,,,,,,
2816,937.084,17.5204,2977.87,3249.83,4044.84,11010,,,,18.7582,,,,,,,,,
1344,553.517,13.692,3098.19,3595.86,4044.07,11011,,,,18.7582,,,,,,,,,
20096,3618.36,33.7316,3970.09,3705,4055.08,11012,,,,18.7582,,,,,,,,,
1472,649.547,14.1136,2937.39,3959.28,4043.45,11013,,,,18.7582,,,,,,,,,
1344,668.059,13.692,2897.43,4007.86,4046.17,11014,,,,18.7582,,,,,,,,,
276672,32268.6,80.8455,3204.76,4144.82,4080.62,11015,,,,18.7582,,,,,,,,,
16192,3461.9,31.3883,2978.12,4218.25,4062.96,11016,,,,18.7582,,,,,,,,,
1792,687.859,15.07,4030.67,4311.67,4043.93,11017,,,,18.7582,,,,,,,,,
1792,712.187,15.07,2790.53,4322.1,4044.79,11018,,,,18.7582,,,,,,,,,
1536,603.595,14.3152,3635.12,4362.6,4043.1,11019,,,,18.7582,,,,,,,,,
1856,720.735,15.2473,4040.47,4360.34,4043.21,11020,,,,18.7582,,,,,,,,,
69312,9187.53,50.9648,3506.32,1487.06,4069,11021,,,,18.7582,,,,,,,,,
5248,1470.57,21.5608,3215.3,1589.01,4050.35,11022,,,,18.7582,,,,,,,,,
1408,592.472,13.906,3390.59,1632.38,4049.84,11023,,,,18.7582,,,,,,,,,
1536,625.14,14.3152,2352.46,1967.27,4048.6,11024,,,,18.7582,,,,,,,,,
91712,10162.9,55.9512,3007.46,2190.1,4071.3,11025,,,,18.7582,,,,,,,,,
1408,593.062,13.906,3496.59,2390.56,4048.93,11026,,,,18.7582,,,,,,,,,
35840,5275.49,40.9063,3238.21,2731.77,4063.77,11027,,,,18.7582,,,,,,,,,
2304,841.434,16.3868,3284.96,2749.88,4049.49,11028,,,,18.7582,,,,,,,,,
1856,709.718,15.2473,3149.99,2755.1,4051.48,11029,,,,18.7582,,,,,,,,,
15232,2988.56,30.7553,2368.17,2809.59,4058.24,11030,,,,18.7582,,,,,,,,,
2048,747.18,15.7559,3162.58,3199.23,4048.68,11031,,,,18.7582,,,,,,,,,
6144,1602.98,22.724,3285.54,3278.85,4052.01,11032,,,,18.7582,,,,,,,,,
276992,22739.6,80.8766,3193.54,3669.51,4093.01,11033,,,,18.7582,,,,,,,,,
3008,1006.34,17.9099,2629.85,3767.02,4051.1,11034,,,,18.7582,,,,,,,,,
1984,738.526,15.5901,2749.8,3803.49,4050.54,11035,,,,18.7582,,,,,,,,,
39040,5566.52,42.0892,2346.92,3948.28,4063.38,11036,,,,18.7582,,,,,,,,,
2688,910.024,17.2508,2332.19,4027.86,4048.26,11037,,,,18.7582,,,,,,,,,
8704,2030.72,25.5215,4062.63,4065.37,4054.2,11038,,,,18.7582,,,,,,,,,
2304,818.933,16.3868,3655.62,4094.77,4049.38,11039,,,,18.7582,,,,,,,,,
2240,801.89,16.2337,2493.7,4153.85,4047.5,11040,,,,18.7582,,,,,,,,,
1792,784.071,15.07,2806.24,4233.82,4047.65,11041,,,,18.7582,,,,,,,,,
9024,2103.1,25.8305,3900.2,4238.51,4053.68,11042,,,,18.7582,,,,,,,,,
5504,1552.44,21.9058,2507.24,4266.36,4050.98,11043,,,,18.7582,,,,,,,,,
1536,645.793,14.3152,3282.96,1469.1,4054.1,11044,,,,18.7582,,,,,,,,,
8832,2842.5,25.646,2572.49,1463.89,4064.26,11045,,,,18.7582,,,,,,,,,
1920,759.848,15.4206,3408.02,1612.84,4055.46,11046,,,,18.7582,,,,,,,,,
3840,1187.1,19.4287,2360.36,1774.44,4055.46,11047,,,,18.7582,,,,,,,,,
64128,8354.47,49.6611,3514.51,1824.39,4070.97,11048,,,,18.7582,,,,,,,,,
144384,13598.6,65.0889,2527.45,1905.3,4077.98,11049,,,,18.7582,,,,,,,,,
2944,962.57,17.782,2724.61,1899.97,4056.5,11050,,,,18.7582,,,,,,,,,
1600,639.766,14.5113,2890.16,2002.94,4054.77,11051,,,,18.7582,,,,,,,,,
1920,718.346,15.4206,2862.96,2018.44,4054.13,11052,,,,18.7582,,,,,,,,,
1344,553.569,13.692,2598.38,2167.67,4051.69,11053,,,,18.7582,,,,,,,,,
1728,682.553,14.8884,3979.4,2229.33,4053.01,11054,,,,18.7582,,,,,,,,,
1344,568.498,13.692,3068.48,2695.29,4053.79,11055,,,,18.8733,,,,,,,,,
2112,774.908,15.9184,3346.35,2834.86,4054.69,11056,,,,18.8733,,,,,,,,,
11456,2499.98,27.9691,3512.9,3440.13,4060.52,11057,,,,18.8733,,,,,,,,,
11840,2495.24,28.2782,3454.42,3450.63,4059.69,11058,,,,18.8733,,,,,,,,,
1856,699.755,15.2473,2254.82,3642.69,4052.03,11059,,,,18.8733,,,,,,,,,
2432,870.137,16.6848,2891.59,3842.58,4054.51,11060,,,,18.8733,,,,,,,,,
2240,900.65,16.2337,2884.9,3981.62,4055.16,11061,,,,18.8733,,,,,,,,,
1600,655.704,14.5113,2468.24,4184.38,4052.21,11062,,,,18.8733,,,,,,,,,
8384,1994.53,25.2049,4032.94,4270,4060.06,11063,,,,18.8733,,,,,,,,,
2880,963.265,17.6522,3013.8,4306.04,4053.42,11064,,,,18.8733,,,,,,,,,
2368,837.602,16.5372,3865.66,4310.67,4051.58,11065,,,,18.8733,,,,,,,,,
3584,1114.7,18.987,2924.46,4349.6,4053.29,11066,,,,18.8733,,,,,,,,,
2240,819.603,16.2337,2850.16,1617.96,4056.87,11067,,,,18.8733,,,,,,,,,
2496,877.068,16.8299,2526.44,1667.31,4058.83,11068,,,,18.8733,,,,,,,,,
2304,816.411,16.3868,3315.62,1702.55,4057.49,11069,,,,18.8733,,,,,,,,,
1600,637.834,14.5113,3033.04,1727.58,4055.89,11070,,,,18.8733,,,,,,,,,
1664,664.2,14.7023,3547.42,1758.49,4058.32,11071,,,,18.8733,,,,,,,,,
108224,14729.4,59.1255,2709.83,1975.77,4086.49,11072,,,,18.8733,,,,,,,,,
1664,646.384,14.7023,2976.96,2219.41,4054.93,11073,,,,18.8733,,,,,,,,,
8768,2046.1,25.5839,2265.67,2352.83,4062.23,11074,,,,18.8733,,,,,,,,,
90624,9943.14,55.729,2543.39,2523.93,4079.65,11075,,,,18.8733,,,,,,,,,
1728,700.449,14.8884,3867.99,2911.99,4058.49,11076,,,,18.8733,,,,,,,,,
4224,1251.78,20.0559,3029.44,3357.41,4060.81,11077,,,,18.8733,,,,,,,,,
2496,863.627,16.8299,2877.83,3729.26,4055.85,11078,,,,18.8733,,,,,,,,,
3392,1222.89,18.6417,2493.98,3745.67,4055.61,11079,,,,18.8733,,,,,,,,,
2432,852.581,16.6848,3089.17,3743.63,4059.04,11080,,,,18.8733,,,,,,,,,
10560,2356,27.22,3838.13,3761.6,4065.06,11081,,,,18.8733,,,,,,,,,
4544,1754.7,20.5501,2453.6,3837.64,4064.85,11082,,,,18.8733,,,,,,,,,
301696,24263.1,83.2128,3088.49,4023.4,4096.83,11083,,,,18.8733,,,,,,,,,
3072,1097.82,18.036,3171.46,4021.6,4057.43,11084,,,,18.8733,,,,,,,,,
3584,1153.45,18.987,2893.24,4045.46,4059.29,11085,,,,18.8733,,,,,,,,,
1408,577.873,13.906,3073.32,4202.74,4054.39,11086,,,,18.8733,,,,,,,,,
3456,1279.96,18.7582,2881.92,4236.51,4062.34,11087,,,,18.8733,,,,,,,,,
7104,1891.85,23.8507,3951.46,4345.19,4060.95,11088,,,,18.8733,,,,,,,,,
2624,879.695,17.1128,2629.1,4349.54,4056,11089,,,,18.8733,,,,,,,,,
14464,3146.15,30.2294,2600.58,1561.05,4072.17,11090,,,,18.8733,,,,,,,,,
1920,720.762,15.4206,3065.36,1610.7,4061.73,11091,,,,18.8733,,,,,,,,,
7424,1868.91,24.2036,3060.78,1633.65,4065.17,11092,,,,18.8733,,,,,,,,,
1984,732.763,15.5901,3038.18,1838.84,4061.51,11093,,,,18.8733,,,,,,,,,
9472,2278.22,26.2511,2470.15,2163.35,4067.17,11094,,,,18.8733,,,,,,,,,
2624,903.251,17.1128,3059.74,2222.52,4060.98,11095,,,,18.8733,,,,,,,,,
9472,2157.12,26.2511,3680.04,2404.97,4065.17,11096,,,,18.8733,,,,,,,,,
8128,1947.75,24.9457,3636.81,3028.58,4068.13,11097,,,,18.8733,,,,,,,,,
290432,29910.5,82.1641,2714.52,3176.31,4106.37,11098,,,,18.8733,,,,,,,,,
1664,670.121,14.7023,3124.34,3588.8,4060.62,11099,,,,18.8733,,,,,,,,,
11072,2773.42,27.653,2467.51,3785.25,4067.39,11100,,,,18.8733,,,,,,,,,
1728,664.147,14.8884,3077.03,3844.14,4060.71,11101,,,,18.8733,,,,,,,,,
1408,567.908,13.906,2511.14,3862.92,4059.48,11102,,,,18.8733,,,,,,,,,
1856,796.583,15.2473,3491.78,4055.65,4059.48,11103,,,,18.8733,,,,,,,,,
4096,1389.8,19.8512,4014.52,4142.67,4069.06,11104,,,,18.8733,,,,,,,,,
3392,1074.77,18.6417,2447.33,4216.54,4064.14,11105,,,,18.8733,,,,,,,,,
4800,1359.34,20.929,2730.16,4245.88,4063.36,11106,,,,18.8733,,,,,,,,,
4032,1207.7,19.7473,2390.51,4277.13,4061.73,11107,,,,18.8733,,,,,,,,,
2368,843.956,16.5372,3986.09,4332.4,4064.12,11108,,,,18.8733,,,,,,,,,
1856,699.808,15.2473,2494.82,4346.96,4058.66,11109,,,,18.8733,,,,,,,,,
1472,613.374,14.1136,3514.09,4353.19,4059.28,11110,,,,18.8733,,,,,,,,,
1536,616.801,14.3152,2616.96,1475.44,4062.76,11111,,,,18.8733,,,,,,,,,
96576,10336.6,56.9233,3723.88,1477.94,4087.41,11112,,,,18.8733,,,,,,,,,
1920,732.579,15.4206,3072.16,1834.57,4065.06,11113,,,,18.8733,,,,,,,,,
6336,2120.11,22.9583,3020.29,1889.12,4073.27,11114,,,,18.8733,,,,,,,,,
22592,3869.8,35.074,2405.79,1932.96,4074.23,11115,,,,18.8733,,,,,,,,,
4608,1326.88,20.6461,2352.12,2945.44,4067.49,11116,,,,18.8733,,,,,,,,,
2240,807.679,16.2337,3036.44,3384.7,4065.56,11117,,,,18.8733,,,,,,,,,
1472,595.636,14.1136,2524,3578.23,4065.54,11118,,,,18.8733,,,,,,,,,
3008,1000.73,17.9099,3092.83,3618.42,4067.53,11119,,,,18.8733,,,,,,,,,
54464,7292.93,47.0295,2220.08,3906.77,4081,11120,,,,18.8733,,,,,,,,,
26688,4354.39,37.0771,3200.9,4046.4,4075.53,11121,,,,18.8733,,,,,,,,,
3904,1189.88,19.5361,3522.3,4160.87,4068.96,11122,,,,18.8733,,,,,,,,,
