qufu(3).Resampled(3).Label-Analysis(2),,,,,,,,,,13.692,,,,,,,,,21213
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,13.692,,20,12278,21213,0.578796021,,,,
3648,1329.99,19.0994,3055.03,4262.75,3941.53,10538,,,,18.4042,,,,,,,,,
4288,1238.19,20.1567,2543.49,1421.37,3946.99,10539,,,,18.4042,,,,,,,,,
3456,1108.7,18.7582,3348.66,1521.1,3948.12,10540,,,,18.4042,,,,,,,,,
1600,637.191,14.5113,3095.44,1586.14,3944.69,10541,,,,18.4042,,,,,,,,,
3584,1117.23,18.987,2379.31,1785.75,3946.07,10542,,,,18.4042,,,,,,,,,
3776,1480.2,19.3202,3809.4,1844.32,3954.93,10543,,,,18.4042,,,,,,,,,
2048,774.108,15.7559,2902.08,1963.85,3946.18,10544,,,,18.4042,,,,,,,,,
6272,1637.04,22.8807,3010.87,1971.47,3946.81,10545,,,,18.4042,,,,,,,,,
4736,1361.33,20.8355,4043.98,2687.97,3947.63,10546,,,,18.4042,,,,,,,,,
3840,1166.25,19.4287,2621.56,2949.37,3946.93,10547,,,,18.4042,,,,,,,,,
43200,5982.48,43.534,3613.33,3416.52,3961.95,10548,,,,18.4042,,,,,,,,,
51584,7599.02,46.1855,3876.23,3494.36,3964.09,10549,,,,18.4042,,,,,,,,,
1536,610.853,14.3152,3050.96,3541.1,3942.93,10550,,,,18.4042,,,,,,,,,
7872,1906.6,24.681,2910.01,3620.96,3949.63,10551,,,,18.4042,,,,,,,,,
27584,4522,37.4875,2553.81,3823.85,3955.97,10552,,,,18.4042,,,,,,,,,
3520,1101.22,18.8733,3404.63,3866.01,3949.77,10553,,,,18.4042,,,,,,,,,
1408,592.236,13.906,2505.32,3884.56,3943.66,10554,,,,18.4042,,,,,,,,,
5504,1492.16,21.9058,2292.21,3888.31,3948.51,10555,,,,18.4042,,,,,,,,,
1600,643.061,14.5113,3120.08,3912.06,3945.33,10556,,,,18.4042,,,,,,,,,
1728,669.217,14.8884,2445.62,3942.36,3942.49,10557,,,,18.4042,,,,,,,,,
2688,921.119,17.2508,4021.62,3962.91,3946.84,10558,,,,18.4042,,,,,,,,,
3456,1228.84,18.7582,3169.18,3989.7,3948.49,10559,,,,18.4042,,,,,,,,,
28992,4583.27,38.1148,2956.25,4007.01,3957.47,10560,,,,18.4042,,,,,,,,,
1664,652.251,14.7023,3736.8,4068.03,3944.78,10561,,,,18.4042,,,,,,,,,
17024,3720.24,31.9169,3082.99,4082.37,3953.26,10562,,,,18.4042,,,,,,,,,
9216,2140.41,26.0125,3964.01,4116.83,3950.38,10563,,,,18.4042,,,,,,,,,
1344,577.126,13.692,2442.19,4154.15,3942.93,10564,,,,18.4042,,,,,,,,,
2624,906.571,17.1128,3406.96,4168.57,3944.39,10565,,,,18.4042,,,,,,,,,
197952,17209,72.3081,3186.93,4189.9,3977.86,10566,,,,18.4042,,,,,,,,,
4416,1279.38,20.3553,3054.72,4295.8,3945.89,10567,,,,18.4042,,,,,,,,,
3968,1363.87,19.6422,3141.73,1463.43,3952.35,10568,,,,18.4042,,,,,,,,,
1408,593.036,13.906,2460.41,1468.01,3947.3,10569,,,,18.4042,,,,,,,,,
12352,2598.61,28.68,2345.51,1572.84,3953.69,10570,,,,18.4042,,,,,,,,,
4480,1331.66,20.4531,3367.36,1738.87,3952.82,10571,,,,18.4042,,,,,,,,,
1920,887.648,15.4206,2875.22,1948.04,3949.6,10572,,,,18.4042,,,,,,,,,
2496,877.043,16.8299,3274.55,3129.56,3949.09,10573,,,,18.4042,,,,,,,,,
132032,13148.9,63.1772,2760.73,3609.83,3973.22,10574,,,,18.4042,,,,,,,,,
1664,789.73,14.7023,2520.65,3724.03,3949.7,10575,,,,18.4042,,,,,,,,,
1984,738.527,15.5901,3043.09,4003.23,3948.09,10576,,,,18.4042,,,,,,,,,
2240,793.368,16.2337,3229.24,4012.59,3949.67,10577,,,,18.4042,,,,,,,,,
18112,3364.64,32.5829,3032.6,4107.05,3957.49,10578,,,,18.4042,,,,,,,,,
1664,642.445,14.7023,3555.26,4226.8,3946.93,10579,,,,18.4042,,,,,,,,,
43328,5994.07,43.5769,3888.38,4236.37,3963.76,10580,,,,18.4042,,,,,,,,,
23552,3996.6,35.5639,2699.24,4329.73,3958.53,10581,,,,18.4042,,,,,,,,,
2176,792.673,16.0776,2426.6,4359.1,3947.17,10582,,,,18.4042,,,,,,,,,
4800,1340.35,20.929,2934.85,4370.3,3951.2,10583,,,,18.4042,,,,,,,,,
1600,637.114,14.5113,2679.6,1679.58,3952.05,10584,,,,18.4042,,,,,,,,,
1408,608.892,13.906,2610.05,1788.19,3953.3,10585,,,,18.4042,,,,,,,,,
3520,1415.8,18.8733,2984.92,2028.7,3957.26,10586,,,,18.4042,,,,,,,,,
3712,1139.73,19.2104,2451.3,3716.28,3954.1,10587,,,,18.4042,,,,,,,,,
1408,595.609,13.906,2337.32,3796.38,3952.2,10588,,,,18.4042,,,,,,,,,
150208,14399.6,65.9525,2534.44,3953.3,3977.95,10589,,,,18.4042,,,,,,,,,
1472,599.063,14.1136,4001.22,3954.41,3951.63,10590,,,,18.4042,,,,,,,,,
2496,852.556,16.8299,2509.32,4004.85,3953.19,10591,,,,18.4042,,,,,,,,,
2432,843.366,16.6848,2600.85,4043.94,3952.09,10592,,,,18.4042,,,,,,,,,
3328,1043.62,18.5237,3147.26,4068.72,3956.39,10593,,,,18.4042,,,,,,,,,
6784,1717.25,23.4871,2965.9,4106.65,3958.14,10594,,,,18.4042,,,,,,,,,
3136,1013.4,18.1604,3145.41,4119.76,3952.65,10595,,,,18.4042,,,,,,,,,
6464,1664.41,23.1118,2419.35,4202.94,3955.72,10596,,,,18.4042,,,,,,,,,
4160,1248.86,19.9541,3633.73,4366.24,3954.69,10597,,,,18.4042,,,,,,,,,
4096,1472.3,19.8512,2981.71,1500.17,3968.37,10598,,,,18.4042,,,,,,,,,
2432,885.459,16.6848,3494.85,1960.26,3958.09,10599,,,,18.4042,,,,,,,,,
2304,837.393,16.3868,3941.18,2603.44,3959.6,10600,,,,18.4042,,,,,,,,,
3008,994.884,17.9099,2471.55,3487.61,3956.89,10601,,,,18.4042,,,,,,,,,
35200,5293.62,40.6613,2824.18,3825.95,3971.32,10602,,,,18.4042,,,,,,,,,
2880,948.154,17.6522,2221.18,3892.79,3959.82,10603,,,,18.4042,,,,,,,,,
8064,1948.72,24.88,3320.61,4020.53,3963.69,10604,,,,18.4042,,,,,,,,,
1728,675.479,14.8884,2234.81,4046.51,3955.23,10605,,,,18.4042,,,,,,,,,
1408,589.61,13.906,2448.96,4127.65,3956.75,10606,,,,18.4042,,,,,,,,,
3072,999.462,18.036,4014.62,4161.1,3958.26,10607,,,,18.4042,,,,,,,,,
2624,1110.87,17.1128,2889.4,4201.54,3958.25,10608,,,,18.4042,,,,,,,,,
9600,2163.24,26.3688,2444.32,4232.76,3962.53,10609,,,,18.4042,,,,,,,,,
8960,2096.56,25.7693,3788.93,4254.73,3960.65,10610,,,,18.4042,,,,,,,,,
2752,929.483,17.3867,3120.17,4257.99,3955.86,10611,,,,18.4042,,,,,,,,,
1920,720.762,15.4206,2264.69,4275.5,3957.86,10612,,,,18.4042,,,,,,,,,
1344,562.63,13.692,2500.67,4346.53,3954.93,10613,,,,18.4042,,,,,,,,,
3072,1220.77,18.036,4056.54,4362.69,3960.18,10614,,,,18.4042,,,,,,,,,
2304,822.203,16.3868,2491.18,4370.88,3956.82,10615,,,,18.4042,,,,,,,,,
3648,1126.37,19.0994,3358.47,1377,3962.44,10616,,,,18.4042,,,,,,,,,
2304,825.656,16.3868,3394.96,1443.1,3960.93,10617,,,,18.4042,,,,,,,,,
1472,594.889,14.1136,3074.61,1563.28,3962.41,10618,,,,18.4042,,,,,,,,,
3840,1179.43,19.4287,2727.42,1695.44,3964.4,10619,,,,18.4042,,,,,,,,,
5120,1448.48,21.3841,3409.76,1732.6,3963.48,10620,,,,18.4042,,,,,,,,,
2432,873.667,16.6848,2495.8,1803.73,3960.62,10621,,,,18.4042,,,,,,,,,
1600,649.141,14.5113,3866.64,2048.54,3962.13,10622,,,,18.4042,,,,,,,,,
2304,979.79,16.3868,2879.85,2407.66,3958.38,10623,,,,18.4042,,,,,,,,,
2752,945.528,17.3867,3639.33,2688.03,3960.23,10624,,,,18.4042,,,,,,,,,
1408,574.524,13.906,2732.05,2935.83,3961.84,10625,,,,18.4042,,,,,,,,,
173632,15501.1,69.2166,2843.79,3141.33,3990.6,10626,,,,18.4042,,,,,,,,,
2240,807.115,16.2337,3581.36,3683.1,3960.42,10627,,,,18.5237,,,,,,,,,
2304,826.427,16.3868,2212.51,3940.1,3961.71,10628,,,,18.5237,,,,,,,,,
1920,717.52,15.4206,3294.02,3998.44,3961.6,10629,,,,18.5237,,,,,,,,,
2880,990.114,17.6522,2433.09,4011.1,3959.46,10630,,,,18.5237,,,,,,,,,
3776,1169.31,19.3202,2884.24,4015.58,3964.15,10631,,,,18.5237,,,,,,,,,
1984,735.285,15.5901,2755.6,4023.36,3960.35,10632,,,,18.5237,,,,,,,,,
1344,553.518,13.692,2534.19,4026.72,3958.74,10633,,,,18.5237,,,,,,,,,
2048,753.611,15.7559,3206.21,4048.48,3959.31,10634,,,,18.5237,,,,,,,,,
16000,4533.6,31.2637,2541.93,4120.77,3972.77,10635,,,,18.5237,,,,,,,,,
286272,23946.3,81.7699,2986.88,4172.54,3992.64,10636,,,,18.5237,,,,,,,,,
2496,859.199,16.8299,2997.32,4208.54,3961.7,10637,,,,18.5237,,,,,,,,,
15552,3016.57,30.9691,2858.23,4277.09,3967.9,10638,,,,18.5237,,,,,,,,,
1920,727.352,15.4206,3054.02,4321.1,3960.26,10639,,,,18.5237,,,,,,,,,
36800,5383.53,41.2683,3862.81,1506.51,3978.08,10640,,,,18.5237,,,,,,,,,
4672,1332.13,20.7412,3090.08,1605.08,3969.01,10641,,,,18.5237,,,,,,,,,
20160,3616.46,33.7674,3678.99,1669.53,3973.28,10642,,,,18.5237,,,,,,,,,
1472,592.367,14.1136,2354.78,1735.1,3963.8,10643,,,,18.5237,,,,,,,,,
2880,980.361,17.6522,3860.91,2066.57,3967.29,10644,,,,18.5237,,,,,,,,,
40960,6247.06,42.7682,4001.02,2162.49,3987.09,10645,,,,18.5237,,,,,,,,,
2880,972.403,17.6522,2458.87,2188.88,3966.13,10646,,,,18.5237,,,,,,,,,
11456,2460.12,27.9691,2227.92,2389.54,3971.15,10647,,,,18.5237,,,,,,,,,
2560,885.747,16.9726,2476.76,3746.3,3964.53,10648,,,,18.5237,,,,,,,,,
32448,6330.77,39.5728,3446.04,3762.11,3978.96,10649,,,,18.5237,,,,,,,,,
584832,36516.8,103.755,3974.11,3877.51,4009.74,10650,,,,18.5237,,,,,,,,,
1408,577.124,13.906,3366.77,4011.83,3963.66,10651,,,,18.5237,,,,,,,,,
1472,592.341,14.1136,2633.22,4131.97,3963.8,10652,,,,18.5237,,,,,,,,,
1536,620.097,14.3152,3524.62,4206.44,3965.93,10653,,,,18.5237,,,,,,,,,
2752,918.493,17.3867,2273.19,4337.71,3968.05,10654,,,,18.5237,,,,,,,,,
2560,884.764,16.9726,3972.56,4354.4,3966.53,10655,,,,18.5237,,,,,,,,,
1856,720.71,15.2473,2657.71,1402.69,3972.17,10656,,,,18.5237,,,,,,,,,
2688,919.756,17.2508,3648.29,1431.1,3969.79,10657,,,,18.5237,,,,,,,,,
2112,855.263,15.9184,3385.26,1484.44,3972.99,10658,,,,18.5237,,,,,,,,,
2688,907.992,17.2508,3408.86,1859.1,3969.6,10659,,,,18.5237,,,,,,,,,
1536,620.07,14.3152,2926.12,2113.77,3966.93,10660,,,,18.5237,,,,,,,,,
62080,8624.73,49.1267,3458.48,2154.67,3987.77,10661,,,,18.5237,,,,,,,,,
28544,4595.84,37.9174,2525.1,2369.53,3979.6,10662,,,,18.5237,,,,,,,,,
2432,851.784,16.6848,3274.01,3288.05,3969.35,10663,,,,18.5237,,,,,,,,,
3648,1131.28,19.0994,2319.59,3418.68,3969.53,10664,,,,18.5237,,,,,,,,,
5056,1414.49,21.2946,2667.21,3535.1,3973.01,10665,,,,18.5237,,,,,,,,,
60352,8066.76,48.6666,2436.59,3583.31,3985.04,10666,,,,18.5237,,,,,,,,,
1344,568.471,13.692,2436.86,3671.1,3969.22,10667,,,,18.5237,,,,,,,,,
5120,1701.9,21.3841,2381.26,3775.7,3968.58,10668,,,,18.5237,,,,,,,,,
1408,601.61,13.906,3292.05,3845.47,3969.66,10669,,,,18.5237,,,,,,,,,
3840,1174.38,19.4287,2566.22,3886.44,3971.53,10670,,,,18.5237,,,,,,,,,
2048,756.907,15.7559,2451.08,3988.23,3970.06,10671,,,,18.5237,,,,,,,,,
2560,882.086,16.9726,3972.56,4041.8,3971.43,10672,,,,18.5237,,,,,,,,,
1728,666.668,14.8884,3498.51,4246.95,3969.3,10673,,,,18.5237,,,,,,,,,
1536,637.702,14.3152,2486.29,4282.27,3968.6,10674,,,,18.5237,,,,,,,,,
2048,991.529,15.7559,2476.33,4334.48,3967.31,10675,,,,18.5237,,,,,,,,,
1920,726.788,15.4206,2481.76,1479.9,3971.33,10676,,,,18.5237,,,,,,,,,
3072,1004.13,18.036,2978.21,1537.52,3975.85,10677,,,,18.5237,,,,,,,,,
63872,9430.47,49.5949,2453.71,1583.32,4014.49,10678,,,,18.5237,,,,,,,,,
2304,878.895,16.3868,3053.62,1709.66,3972.26,10679,,,,18.5237,,,,,,,,,
2560,891.695,16.9726,2354.16,1827.7,3973.63,10680,,,,18.5237,,,,,,,,,
519872,32194.1,99.7622,2387.65,2245.7,4016.93,10681,,,,18.5237,,,,,,,,,
23616,4342.28,35.5961,3606.24,2540.61,3985.65,10682,,,,18.5237,,,,,,,,,
54976,7723.26,47.1764,3234.14,2631.53,3992.4,10683,,,,18.5237,,,,,,,,,
1536,613.454,14.3152,2936.46,3746.27,3971.6,10684,,,,18.5237,,,,,,,,,
6912,1771.23,23.6339,3120.51,3766.14,3976.12,10685,,,,18.5237,,,,,,,,,
3136,1025.45,18.1604,2579.69,3854.69,3973.38,10686,,,,18.5237,,,,,,,,,
7872,1919.19,24.681,3952.78,4134.39,3978.28,10687,,,,18.5237,,,,,,,,,
45440,6322.9,44.2738,3477.99,4214.99,3986.8,10688,,,,18.5237,,,,,,,,,
3392,1091.18,18.6417,3012.54,4327.63,3972.82,10689,,,,18.5237,,,,,,,,,
4544,1317.79,20.5501,4006.67,4368.79,3976.11,10690,,,,18.5237,,,,,,,,,
2368,939.5,16.5372,3131.93,1361.91,3976.99,10691,,,,18.5237,,,,,,,,,
7744,1912.42,24.5465,3288.01,1384.72,3984.65,10692,,,,18.5237,,,,,,,,,
1984,747.153,15.5901,2493.67,1499.75,3977.9,10693,,,,18.5237,,,,,,,,,
2368,843.446,16.5372,3441.01,1726.89,3979.9,10694,,,,18.5237,,,,,,,,,
12608,3483.86,28.8768,3009.35,1925.15,3984.15,10695,,,,18.5237,,,,,,,,,
1600,630.497,14.5113,2962.48,2071.42,3978.29,10696,,,,18.5237,,,,,,,,,
62464,11138,49.2278,3317.44,2199.3,3999.07,10697,,,,18.5237,,,,,,,,,
2624,900.651,17.1128,2871.35,2422.03,3977.47,10698,,,,18.5237,,,,,,,,,
1664,664.122,14.7023,2484.34,2530.03,3975.24,10699,,,,18.5237,,,,,,,,,
39296,5603.13,42.181,3176.6,3187.33,3990.6,10700,,,,18.5237,,,,,,,,,
7488,1826.28,24.2729,2547.23,3380.47,3981.5,10701,,,,18.5237,,,,,,,,,
3136,1002.33,18.1604,2345.73,3854.29,3976.56,10702,,,,18.5237,,,,,,,,,
9728,2199.26,26.4855,3577.14,3897.44,3982.43,10703,,,,18.5237,,,,,,,,,
1536,610.853,14.3152,2872.96,3899.1,3974.6,10704,,,,18.5237,,,,,,,,,
75136,8737.41,52.354,3078.96,3957.49,3992.92,10705,,,,18.5237,,,,,,,,,
1344,562.813,13.692,3186.58,4049.77,3975.12,10706,,,,18.5237,,,,,,,,,
1664,663.937,14.7023,2600.34,4080.95,3975.7,10707,,,,18.5237,,,,,,,,,
2944,963.984,17.782,3070.35,4261.1,3976.58,10708,,,,18.5237,,,,,,,,,
1408,601.533,13.906,4000.41,1486.74,3980.57,10709,,,,18.5237,,,,,,,,,
8832,2147.05,25.646,3552.46,1500.73,3986.93,10710,,,,18.5237,,,,,,,,,
1856,729.257,15.2473,3990.54,1519.24,3982.38,10711,,,,18.5237,,,,,,,,,
2624,921.842,17.1128,3657.2,1608.08,3986.05,10712,,,,18.5237,,,,,,,,,
1984,736.674,15.5901,3764.12,1745.43,3980.48,10713,,,,18.5237,,,,,,,,,
20160,3691.48,33.7674,3189.42,2076.14,3991.01,10714,,,,18.5237,,,,,,,,,
10112,2248.64,26.8295,3010.73,2097.84,3985.92,10715,,,,18.5237,,,,,,,,,
1472,598.236,14.1136,3775.13,2670.23,3981.19,10716,,,,18.5237,,,,,,,,,
3072,1034.97,18.036,2343.71,3193.19,3983.01,10717,,,,18.5237,,,,,,,,,
28096,4499.14,37.718,3652.42,3629.88,3993.45,10718,,,,18.5237,,,,,,,,,
3008,986.925,17.9099,2245.51,3841.06,3983.02,10719,,,,18.5237,,,,,,,,,
4160,1359.32,19.9541,3080.74,3849.13,3982.81,10720,,,,18.5237,,,,,,,,,
1472,593.113,14.1136,2234.96,3882.93,3981.19,10721,,,,18.5237,,,,,,,,,
166912,20391.4,68.3119,3844.14,4039.89,4012.71,10722,,,,18.5237,,,,,,,,,
12288,2528.4,28.6304,3382.89,4105.31,3987.64,10723,,,,18.5237,,,,,,,,,
2880,944.675,17.6522,2279.05,4229.06,3980.35,10724,,,,18.5237,,,,,,,,,
1472,617.495,14.1136,3821.57,1475.62,3985.54,10725,,,,18.5237,,,,,,,,,
4096,1253.06,19.8512,3505.02,1616.42,3987.37,10726,,,,18.5237,,,,,,,,,
2176,790.125,16.0776,2966.49,1858.87,3985.52,10727,,,,18.5237,,,,,,,,,
1856,714.892,15.2473,2578.13,1940.07,3985.55,10728,,,,18.5237,,,,,,,,,
30592,4806.84,38.8034,3375.97,2431.73,3998.6,10729,,,,18.5237,,,,,,,,,
8192,1998.42,25.011,3959.02,2468.07,3990.15,10730,,,,18.5237,,,,,,,,,
5952,1563.51,22.4848,2215,2838.8,3988.26,10731,,,,18.5237,,,,,,,,,
3136,993.83,18.1604,3204.34,3620.74,3986.6,10732,,,,18.5237,,,,,,,,,
1472,585.751,14.1136,2234.96,3702.75,3982.93,10733,,,,18.5237,,,,,,,,,
12224,2601.56,28.5806,2918.71,3918.31,3990.16,10734,,,,18.5237,,,,,,,,,
11456,2933.33,27.9691,2871.45,3922.61,3999.69,10735,,,,18.5237,,,,,,,,,
6080,1592.48,22.6448,2694.7,3983.57,3986.51,10736,,,,18.5237,,,,,,,,,
2752,937.726,17.3867,3083.42,4083.01,3984.23,10737,,,,18.5237,,,,,,,,,
1408,574.604,13.906,2509.5,4106.38,3982.02,10738,,,,18.5237,,,,,,,,,
3136,1018.08,18.1604,2861.41,4133.96,3986.85,10739,,,,18.5237,,,,,,,,,
2240,801.81,16.2337,2455.87,4220.93,3984.65,10740,,,,18.5237,,,,,,,,,
8768,2046.51,25.5839,3162.31,4255.28,3989.91,10741,,,,18.5237,,,,,,,,,
2176,786.778,16.0776,4000.72,4318.04,3985.75,10742,,,,18.5237,,,,,,,,,
1856,703.771,15.2473,3111.78,1449.59,3988.59,10743,,,,18.5237,,,,,,,,,
2176,935.099,16.0776,3096.37,1588.75,3993.4,10744,,,,18.5237,,,,,,,,,
101120,16035.7,57.8024,2848.37,1659.33,4017.78,10745,,,,18.5237,,,,,,,,,
1536,649.546,14.3152,2624.96,1683.44,3991.6,10746,,,,18.5237,,,,,,,,,
12672,2630.08,28.9256,3833.24,1825.41,3996.45,10747,,,,18.5237,,,,,,,,,
2944,1008.04,17.782,4002.87,1999.02,3991.63,10748,,,,18.5237,,,,,,,,,
514112,32939.7,99.3924,2576.32,2046.83,4034.12,10749,,,,18.5237,,,,,,,,,
4672,1342.22,20.7412,2900.6,2051.71,3993.51,10750,,,,18.5237,,,,,,,,,
1920,739.994,15.4206,3768.69,2357.37,3990.26,10751,,,,18.5237,,,,,,,,,
26496,4342.19,36.988,2767.75,3018.2,4001.22,10752,,,,18.5237,,,,,,,,,
70720,9446.18,51.3075,3065.43,3246.14,4018.94,10753,,,,18.5237,,,,,,,,,
50624,6763.31,45.8972,2531.5,3287.01,4002.84,10754,,,,18.5237,,,,,,,,,
18560,3390.39,32.8493,3889.84,3339.25,3998.01,10755,,,,18.5237,,,,,,,,,
1920,720.684,15.4206,2763.76,3386.3,3988,10756,,,,18.5237,,,,,,,,,
60992,7551.86,48.838,2575.99,3482.49,4004.83,10757,,,,18.5237,,,,,,,,,
2304,821.456,16.3868,2478.62,3487.33,3988.71,10758,,,,18.5237,,,,,,,,,
164160,16054.4,67.9344,3017.45,3690.64,4019.77,10759,,,,18.5237,,,,,,,,,
26368,4300.84,36.9283,2262.62,4136.28,4002.3,10760,,,,18.5237,,,,,,,,,
1728,673.336,14.8884,2437.77,4163.84,3988.71,10761,,,,18.5237,,,,,,,,,
1344,562.601,13.692,2670.19,4175.29,3988.46,10762,,,,18.5237,,,,,,,,,
3456,1075.08,18.7582,3367.1,4242.07,3988.41,10763,,,,18.5237,,,,,,,,,
1472,595.61,14.1136,2465.74,4274.75,3986.41,10764,,,,18.5237,,,,,,,,,
3968,1312.3,19.6422,4028.96,4316.33,3987.9,10765,,,,18.5237,,,,,,,,,
3008,988.267,17.9099,3010.87,4343.19,3988.46,10766,,,,18.5237,,,,,,,,,
1792,707.067,15.07,3296.67,1455.25,3995.07,10767,,,,18.5237,,,,,,,,,
3008,996.17,17.9099,2427.64,1468.21,3994.34,10768,,,,18.5237,,,,,,,,,
1792,682.173,15.07,2558.67,1670.39,3993.36,10769,,,,18.5237,,,,,,,,,
26944,4396.07,37.1953,3403.74,1707.4,4005.03,10770,,,,18.5237,,,,,,,,,
3072,1002.81,18.036,2794.87,1913.94,3996.26,10771,,,,18.5237,,,,,,,,,
114496,12325,60.2463,3437.31,1999.44,4017.84,10772,,,,18.5237,,,,,,,,,
2112,784.741,15.9184,2988.29,2053.28,3992.99,10773,,,,18.5237,,,,,,,,,
2304,816.358,16.3868,2441.07,2086.55,3994.6,10774,,,,18.5237,,,,,,,,,
2432,854.973,16.6848,2481.8,2420.89,3993.35,10775,,,,18.5237,,,,,,,,,
582080,35509.1,103.592,3243.76,2493.23,4047.64,10776,,,,18.5237,,,,,,,,,
78848,9569.69,53.2023,3644.31,2597.93,4016.28,10777,,,,18.5237,,,,,,,,,
2304,817.159,16.3868,3831.51,2791.99,3992.04,10778,,,,18.6417,,,,,,,,,
334528,25322,86.1281,3251.97,3140.49,4031.86,10779,,,,18.6417,,,,,,,,,
1920,718.161,15.4206,2352.69,3720.57,3992.66,10780,,,,18.6417,,,,,,,,,
26560,4325.05,37.0177,3654.54,3945.79,4004.25,10781,,,,18.6417,,,,,,,,,
2176,787.446,16.0776,2863.31,4066.99,3995.52,10782,,,,18.6417,,,,,,,,,
4160,1242.02,19.9541,2914.09,4099.72,3994.07,10783,,,,18.6417,,,,,,,,,
1856,703.822,15.2473,2276.47,4302.96,3992.72,10784,,,,18.6417,,,,,,,,,
5376,1796.26,21.7347,2470,4346.86,3995.41,10785,,,,18.6417,,,,,,,,,
11264,2427.37,27.8119,3458.3,1665.81,4004.95,10786,,,,18.6417,,,,,,,,,
1984,735.978,15.5901,2400.12,1699.1,3998.29,10787,,,,18.6417,,,,,,,,,
7808,1894.97,24.6139,2282.46,1982.71,3998.77,10788,,,,18.6417,,,,,,,,,
7424,1838.15,24.2036,3160.44,2019.24,4003.21,10789,,,,18.6417,,,,,,,,,
24128,4209.1,35.8515,3103.72,2180.26,4006.66,10790,,,,18.6417,,,,,,,,,
1984,739.274,15.5901,2764.5,2269.94,3996.09,10791,,,,18.6417,,,,,,,,,
3200,1020.09,18.2831,3804.96,2752.06,3997.73,10792,,,,18.6417,,,,,,,,,
3200,1026.01,18.2831,3712.08,3656.38,3999.33,10793,,,,18.6417,,,,,,,,,
3136,1038.31,18.1604,2417.9,3847.35,3998.12,10794,,,,18.6417,,,,,,,,,
7808,2088.5,24.6139,2454.5,3846.45,4002.05,10795,,,,18.6417,,,,,,,,,
2176,958.838,16.0776,3012.72,3848.16,4002.23,10796,,,,18.6417,,,,,,,,,
3328,1037.85,18.5237,2481.19,3937.49,3998.78,10797,,,,18.6417,,,,,,,,,
8384,2113.81,25.2049,2338.04,3973.03,4001.8,10798,,,,18.6417,,,,,,,,,
21824,3914.81,34.672,3118.67,4122.39,4007.78,10799,,,,18.6417,,,,,,,,,
1664,652.278,14.7023,3800.19,4130.33,3996.47,10800,,,,18.6417,,,,,,,,,
3392,1051.42,18.6417,3528.69,4141.59,3999.31,10801,,,,18.6417,,,,,,,,,
1728,676.2,14.8884,3601.03,4172.44,3994.78,10802,,,,18.6417,,,,,,,,,
2112,781.418,15.9184,2523.44,4299.95,3998.2,10803,,,,18.6417,,,,,,,,,
5120,1453.6,21.3841,2923.36,4324.85,4001.88,10804,,,,18.6417,,,,,,,,,
1536,606.759,14.3152,2978.29,4383.44,3995.26,10805,,,,18.6417,,,,,,,,,
4416,1428.93,20.3553,3075.42,1661.36,4006.18,10806,,,,18.6417,,,,,,,,,
1472,598.236,14.1136,3838.78,1891.28,4001.89,10807,,,,18.6417,,,,,,,,,
11584,2488.09,28.0729,3921.01,2106.35,4010.25,10808,,,,18.6417,,,,,,,,,
6144,1613.97,22.724,3681.83,2218.39,4005.81,10809,,,,18.6417,,,,,,,,,
145664,18477.1,65.2807,2950.75,2627.93,4037.35,10810,,,,18.6417,,,,,,,,,
2688,915.869,17.2508,3853.24,2865.29,4003.12,10811,,,,18.6417,,,,,,,,,
10112,2244.55,26.8295,2532.65,2881.18,4007.16,10812,,,,18.6417,,,,,,,,,
1472,608.306,14.1136,4020.87,3771.28,3999.8,10813,,,,18.6417,,,,,,,,,
4096,1451.38,19.8512,2485.27,3858.73,4000.24,10814,,,,18.6417,,,,,,,,,
1600,662.216,14.5113,2828.24,3950.78,4005.81,10815,,,,18.6417,,,,,,,,,
3008,969.932,17.9099,3107.47,4013.23,4001.23,10816,,,,18.6417,,,,,,,,,
6016,1570.9,22.5651,3408.45,4243.15,4002.97,10817,,,,18.6417,,,,,,,,,
1856,703.075,15.2473,2540.34,4243.93,4000.03,10818,,,,18.6417,,,,,,,,,
2880,953.945,17.6522,3697.62,1517.95,4008,10819,,,,18.6417,,,,,,,,,
30272,4775.12,38.6676,3559.53,1740.42,4017.21,10820,,,,18.6417,,,,,,,,,
6976,1732.64,23.7066,2715.58,1743.18,4008.8,10821,,,,18.6417,,,,,,,,,
181632,16859.2,70.2637,3856.15,1746.75,4037.36,10822,,,,18.6417,,,,,,,,,
1472,610.8,14.1136,3051.83,1753.71,4005.37,10823,,,,18.6417,,,,,,,,,
1472,598.315,14.1136,3486.43,1783.1,4003.63,10824,,,,18.6417,,,,,,,,,
5504,1510.7,21.9058,3023.98,1954.5,4007.72,10825,,,,18.6417,,,,,,,,,
2368,833.966,16.5372,3330.09,2052.4,4005.2,10826,,,,18.6417,,,,,,,,,
75584,9411.98,52.4579,2896.02,2102.56,4027.22,10827,,,,18.6417,,,,,,,,,
1792,699.599,15.07,2704.81,2135.67,4004.93,10828,,,,18.6417,,,,,,,,,
1856,699.598,15.2473,2281.58,2346.28,4002.93,10829,,,,18.6417,,,,,,,,,
