2(3).Resampled(3).Label-Analysis(3),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,Materials,,,,,
1792,687.807,15.07,2600.24,3495.67,1390.79,1575,,,,,,15.07
1408,567.908,13.906,3327.14,3899.65,1390.75,1576,,,,,,13.906
1856,706.239,15.2473,2225.99,4098.69,1391.62,1577,,,,,,15.2473
4224,1420.65,20.0559,2455.5,4152.38,1394.87,1578,,,,,,20.0559
7296,2130.69,24.0637,2906.43,4189.38,1393.95,1579,,,,,,24.0637
2240,829.053,16.2337,3673.13,4286.53,1393.33,1580,,,,,,16.2337
37440,5505.86,41.5062,2860.36,4422.38,1406.8,1581,,,,,,41.5062
3776,1153.68,19.3202,3632.18,4541.2,1394.59,1582,,,,,,19.3202
1664,661.574,14.7023,3783.26,1201.72,1396.01,1583,,,,,,14.7023
46656,6286.56,44.6652,2345.85,1214.26,1411.64,1584,,,,,,44.6652
2176,778.125,16.0776,2324.6,1317.22,1396.23,1585,,,,,,16.0776
1920,718.346,15.4206,3031.09,1488.7,1395.73,1586,,,,,,15.4206
279296,21583.9,81.1002,2625.24,1671.93,1433.97,1587,,,,,,81.1002
4544,1370.52,20.5501,3088.42,1670.43,1399.61,1588,,,,,,20.5501
2368,857.345,16.5372,3833.33,1925.37,1398.93,1589,,,,,,16.5372
2368,979.359,16.5372,2693.88,2097.59,1398.61,1590,,,,,,16.5372
19136,3496.83,33.1857,3356.86,2318.51,1407.72,1591,,,,,,33.1857
1472,604.8,14.1136,2924.87,2708.67,1395.28,1592,,,,,,14.1136
1344,556.838,13.692,3408.1,2719.1,1394.17,1593,,,,,,13.692
1856,703.023,15.2473,3733.58,3344.21,1395.76,1594,,,,,,15.2473
1472,610.696,14.1136,3808.35,3368.49,1395.28,1595,,,,,,14.1136
1920,721.404,15.4206,3148.82,3948.97,1396.26,1596,,,,,,15.4206
1984,733.405,15.5901,2602.18,4074.72,1398.16,1597,,,,,,15.5901
9024,2066.98,25.8305,3787.58,4497.32,1401.8,1598,,,,,,25.8305
2240,807.036,16.2337,3103.18,932.817,1402.82,1599,,,,,,16.2337
3328,1064.97,18.5237,3652.49,1013.49,1403.32,1600,,,,,,18.5237
1408,574.497,13.906,3890.77,1242.01,1398.93,1601,,,,,,13.906
6272,1629.62,22.8807,2546.75,1318.78,1407.5,1602,,,,,,22.8807
125312,12430.3,62.0866,2602.81,1334.11,1426.23,1603,,,,,,62.0866
3072,983.067,18.036,3856.29,1388.69,1400.93,1604,,,,,,18.036
1600,651.505,14.5113,2529.84,1408.54,1402.29,1605,,,,,,14.5113
7232,1785.52,23.9931,3200.76,1506.57,1406.33,1606,,,,,,23.9931
3008,966.692,17.9099,3141.17,1524.72,1403.02,1607,,,,,,17.9099
2560,894.569,16.9726,2214.26,1558.2,1402.53,1608,,,,,,16.9726
4352,1325.69,20.2565,2593.49,1618.93,1407.58,1609,,,,,,20.2565
2496,882.858,16.8299,2488.49,1650.49,1399.85,1610,,,,,,16.8299
217152,17631.7,74.5742,2620.14,1837.23,1432.04,1611,,,,,,74.5742
2048,753.742,15.7559,3098.58,2380.85,1401.43,1612,,,,,,15.7559
11136,2398.72,27.7062,3464.61,2567.91,1405.51,1613,,,,,,27.7062
1920,730.778,15.4206,3217.89,2944.57,1399.33,1614,,,,,,15.4206
1600,652.946,14.5113,3131.44,3577.18,1398.45,1615,,,,,,14.5113
1728,679.337,14.8884,4055.99,4040.58,1398.19,1616,,,,,,14.8884
1920,714.894,15.4206,2385.62,4167.24,1399.46,1617,,,,,,15.4206
3840,1158.42,19.4287,3137.82,4281.9,1402.4,1618,,,,,,19.4287
2688,917.615,17.2508,3319.15,4425.1,1399.69,1619,,,,,,17.2508
18560,4081.04,32.8493,2240.76,4466.68,1414.92,1620,,,,,,32.8493
303296,24297.8,83.3597,3859.07,1196.09,1446.12,1621,,,,,,83.3597
2112,853.2,15.9184,2661.99,1429.65,1403.9,1622,,,,,,15.9184
3904,1386.66,19.5361,3300.79,1496.74,1406.54,1623,,,,,,19.5361
1856,843.93,15.2473,3510.54,1599.38,1406.38,1624,,,,,,15.2473
64064,8055.68,49.6446,3215.1,1719.59,1425.11,1625,,,,,,49.6446
1536,613.479,14.3152,3443.62,2143.1,1405.26,1626,,,,,,14.3152
2560,886.285,16.9726,2769.36,3099.3,1403.43,1627,,,,,,16.9726
2048,729.952,15.7559,2472.96,3601.1,1404.93,1628,,,,,,15.7559
1920,719.963,15.4206,2640.02,3672.17,1403.06,1629,,,,,,15.4206
3904,1176.19,19.5361,3403.42,4348.55,1407.52,1630,,,,,,19.5361
8448,2154.85,25.2688,3830.96,4537.68,1417.3,1631,,,,,,25.2688
135232,12886.1,63.6835,3853.61,1286.75,1434.97,1632,,,,,,63.6835
1408,592.21,13.906,2502.05,1380.92,1408.2,1633,,,,,,13.906
157312,15684.9,66.9763,2789.19,1588.73,1436.68,1634,,,,,,66.9763
6400,1668.06,23.0353,3597.24,1582.3,1413.21,1635,,,,,,23.0353
2304,996.864,16.3868,2680.18,1752.77,1406.49,1636,,,,,,16.3868
1344,565.151,13.692,2966.58,2429.58,1408.26,1637,,,,,,13.692
4160,1226.03,19.9541,3565.97,2654.92,1411.79,1638,,,,,,19.9541
4160,1230.82,19.9541,2924.25,2936.52,1410.75,1639,,,,,,19.9541
4800,1367.14,20.929,2490.48,3483.96,1413.76,1640,,,,,,20.929
1472,592.419,14.1136,3114.26,3663.45,1407.8,1641,,,,,,14.1136
2624,900.781,17.1128,3200.91,3881.93,1410.35,1642,,,,,,17.1128
2432,865.946,16.6848,3315.38,4141.94,1409.67,1643,,,,,,16.6848
12736,2624.07,28.9742,3414.88,4217.98,1414.79,1644,,,,,,28.9742
14848,2973.85,30.4946,3939.34,4351.09,1418.22,1645,,,,,,30.4946
18048,3387.11,32.5444,2903.15,4478.45,1416.32,1646,,,,,,32.5444
1600,631.964,14.5113,3027.44,4818.78,1409.49,1647,,,,,,14.5113
4096,1215.04,19.8512,3182.14,986.228,1416.56,1648,,,,,,19.8512
2304,976.418,16.3868,3662.4,1337.88,1415.71,1649,,,,,,16.3868
142464,13467.2,64.7991,2992.3,1400.9,1440.77,1650,,,,,,64.7991
1536,702.786,14.3152,2196.29,1556.1,1414.26,1651,,,,,,14.3152
4416,1297.84,20.3553,2409.1,1566.75,1416.15,1652,,,,,,20.3553
7744,1884.2,24.5465,3067.29,1609.55,1418.04,1653,,,,,,24.5465
3776,1129.84,19.3202,2399.84,1923.78,1412.83,1654,,,,,,19.3202
1792,684.616,15.07,3758.67,2026.96,1415.5,1655,,,,,,15.07
7936,1916,24.7477,2378.47,2173.07,1418.74,1656,,,,,,24.7477
120768,12111.4,61.3269,4014.38,2762.92,1440.15,1657,,,,,,61.3269
7872,1887.53,24.681,2777.3,3187.56,1416.2,1658,,,,,,24.681
128768,14219.9,62.6522,3218.01,3459.38,1438.01,1659,,,,,,62.6522
2112,787.42,15.9184,3552.05,3704.19,1413.11,1660,,,,,,15.9184
3328,1091.15,18.5237,2717.42,3876.87,1414.24,1661,,,,,,18.5237
1472,601.558,14.1136,3687.83,4116.32,1411.63,1662,,,,,,14.1136
17600,3971.96,32.2729,3835.74,4231.29,1420.5,1663,,,,,,32.2729
1792,691.794,15.07,2587.96,4369.96,1413.65,1664,,,,,,15.07
9408,2168.75,26.1919,2479.23,4496.68,1417.98,1665,,,,,,26.1919
1600,634.591,14.5113,3882.96,4526.78,1412.69,1666,,,,,,14.5113
1344,556.838,13.692,3126.96,4613.96,1410.17,1667,,,,,,13.692
6016,1580.71,22.5651,2486.4,1212.76,1421.74,1668,,,,,,22.5651
15680,3031.09,31.0539,2955.17,1328.7,1425.12,1669,,,,,,31.0539
1408,577.95,13.906,3764.41,1371.47,1414.75,1670,,,,,,13.906
2176,802.479,16.0776,3985.54,1428.4,1418.7,1671,,,,,,16.0776
1792,694.317,15.07,3835.96,1517.67,1417.5,1672,,,,,,15.07
1408,577.951,13.906,3717.5,1579.1,1415.84,1673,,,,,,13.906
5248,1438.2,21.5608,2682.18,1655.49,1418.15,1674,,,,,,21.5608
7360,1812.47,24.1338,2913.57,1664.77,1421.99,1675,,,,,,24.1338
7104,1759.34,23.8507,3249.8,1775.5,1421.35,1676,,,,,,23.8507
163904,15056.7,67.8991,2942.99,1839.43,1443.14,1677,,,,,,67.8991
1984,923.072,15.5901,3332.89,1949.94,1423.06,1678,,,,,,15.5901
29696,4769.03,38.4208,4032.58,2432.64,1428.78,1679,,,,,,38.4208
2880,956.544,17.6522,3604.11,2632.97,1419.38,1680,,,,,,17.6522
16960,3595.52,31.8769,2709.22,3199.81,1425.62,1681,,,,,,31.8769
3328,1184.6,18.5237,2841.88,3336.64,1418.39,1682,,,,,,18.5237
1792,693.755,15.07,3800.53,4142.82,1415.36,1683,,,,,,15.07
373568,31758.3,89.356,3528.6,4199.77,1457.36,1684,,,,,,89.356
4864,1656.35,21.0216,2506.54,4301.42,1425.93,1685,,,,,,21.0216
108160,11299.6,59.1139,2323.61,4458.95,1439.47,1686,,,,,,59.1139
2304,815.664,16.3868,3772.18,1330.88,1420.82,1687,,,,,,16.3868
6464,1940.44,23.1118,2762.01,1401.44,1425.74,1688,,,,,,23.1118
7872,2386.56,24.681,3171.12,1523.88,1427.78,1689,,,,,,24.681
1920,721.377,15.4206,2512.69,1652.17,1420.66,1690,,,,,,15.4206
13248,2748.81,29.3574,3385.62,2193.69,1429.54,1691,,,,,,29.3574
27392,4488.04,37.4003,3129.32,2882.65,1431.03,1692,,,,,,37.4003
8256,1961.39,25.0759,2456.82,3026.7,1423.77,1693,,,,,,25.0759
4992,1389.19,21.2044,2572.14,3993.87,1425.44,1694,,,,,,21.2044
2240,798.542,16.2337,2224.44,4017.73,1419.85,1695,,,,,,16.2337
9536,2186.72,26.3101,2962.98,4035.13,1427.09,1696,,,,,,26.3101
1600,648.799,14.5113,2237.2,4242.62,1421.17,1697,,,,,,14.5113
3392,1056.21,18.6417,2726.58,4250.12,1420.67,1698,,,,,,18.6417
1856,717.389,15.2473,2203.51,4445.86,1420.17,1699,,,,,,15.2473
79680,9277.88,53.3888,2718.9,4449.93,1443.22,1700,,,,,,53.3888
2624,886.31,17.1128,3877.3,4584.76,1421.96,1701,,,,,,17.1128
16768,3164.2,31.7561,3483.32,4687.81,1427.95,1702,,,,,,31.7561
1408,598.236,13.906,3519.87,1466.01,1426.02,1703,,,,,,13.906
6208,1639.75,22.8026,2669.27,1478.03,1428.5,1704,,,,,,22.8026
2112,764.761,15.9184,3185.38,2110.13,1423.05,1705,,,,,,15.9184
1664,674.006,14.7023,3817.88,3557.87,1425.24,1706,,,,,,14.7023
13440,2760.81,29.4985,3765.57,3830.51,1435.85,1707,,,,,,29.4985
2816,935.563,17.5204,3444.96,3841.47,1425.48,1708,,,,,,17.5204
14592,2910,30.3183,3257.45,3976.02,1433.95,1709,,,,,,30.3183
4032,1351.98,19.7473,3182.19,4034.34,1426.11,1710,,,,,,19.7473
3712,1140.96,19.2104,4067.78,4109.17,1426.66,1711,,,,,,19.2104
73856,9994.49,52.055,3813.34,4196,1439.8,1712,,,,,,52.055
2368,840.688,16.5372,3260.36,4420.18,1426.61,1713,,,,,,16.5372
2624,888.912,17.1128,2220.42,4569.93,1424.59,1714,,,,,,17.1128
1600,688.527,14.5113,3719.28,4595.9,1423.73,1715,,,,,,14.5113
130368,14818.6,62.9107,3669.68,4684.83,1447.52,1716,,,,,,62.9107
1728,797.303,14.8884,2810.22,1187.1,1426.78,1717,,,,,,14.8884
58432,7685.8,48.145,3683.31,1271.77,1445.86,1718,,,,,,48.145
2944,1088.34,17.782,3779.13,1311.1,1434.15,1719,,,,,,17.782
1408,580.471,13.906,2530.77,1362.92,1427.66,1720,,,,,,13.906
2048,953.452,15.7559,3952.33,1448.85,1428.56,1721,,,,,,15.7559
1600,673.978,14.5113,4024.24,1438.14,1428.05,1722,,,,,,14.5113
9728,2216.1,26.4855,3087.61,1496.97,1433.09,1723,,,,,,26.4855
2816,1158.21,17.5204,3100.23,1546.47,1430.57,1724,,,,,,17.5204
3328,1207.77,18.5237,3154.03,1544.87,1434.32,1725,,,,,,18.5237
1472,664.173,14.1136,2710.09,1585.02,1429.19,1726,,,,,,14.1136
6976,1775.12,23.7066,3102.33,1592.28,1433.21,1727,,,,,,23.7066
1792,685.258,15.07,2724.1,1766.39,1426.5,1728,,,,,,15.07
2368,834.819,16.5372,3276.15,1949.16,1430.28,1729,,,,,,16.5372
2944,984.456,17.782,3155.48,2045.54,1428.93,1730,,,,,,17.782
13376,2798.99,29.4516,2553.54,2147.83,1437.74,1731,,,,,,29.4516
19648,3576.75,33.4791,4026.21,3458.78,1437.63,1732,,,,,,33.4791
42624,5959.56,43.3396,3861.86,3674.98,1442.95,1733,,,,,,43.3396
2176,780.11,16.0776,2573.78,3772.75,1426.58,1734,,,,,,16.0776
14976,2976.35,30.582,3453.5,3774.85,1434.71,1735,,,,,,30.582
4032,1298.27,19.7473,2314.7,4003.61,1431.25,1736,,,,,,19.7473
4096,1273.45,19.8512,2214.64,4082.48,1429.93,1737,,,,,,19.8512
16384,4623.38,31.5118,2541.83,4323.38,1442.23,1738,,,,,,31.5118
2112,778.175,15.9184,2660.05,4323.1,1429.72,1739,,,,,,15.9184
142720,14072.1,64.8379,4009.6,4352.08,1452.03,1740,,,,,,64.8379
36544,5815.95,41.1724,2304.83,4544,1440.19,1741,,,,,,41.1724
1728,664.148,14.8884,3543.99,1195.25,1434.64,1742,,,,,,14.8884
131968,13235.7,63.167,3078.66,1255.82,1453.78,1743,,,,,,63.167
5184,1393.59,21.4728,2402.96,1419,1435.23,1744,,,,,,21.4728
1600,642.903,14.5113,2187.92,1525.34,1431.09,1745,,,,,,14.5113
2048,762.029,15.7559,2551.33,1665.35,1433.43,1746,,,,,,15.7559
6720,1696.96,23.413,2676.94,1742,1436.72,1747,,,,,,23.413
40768,7229.43,42.7012,3795.88,1817.08,1452.85,1748,,,,,,42.7012
1664,642.445,14.7023,3230.65,1966.8,1430.93,1749,,,,,,14.7023
5888,1567.06,22.4039,3161.43,2183.58,1435.58,1750,,,,,,22.4039
5760,1535.63,22.2403,3994.38,3008.35,1435.11,1751,,,,,,22.2403
1600,642.797,14.5113,2556.08,3425.66,1433.97,1752,,,,,,14.5113
5760,1537.38,22.2403,2789.71,3712.75,1437.38,1753,,,,,,22.2403
4608,1309.94,20.6461,2921.79,4188.6,1434.82,1754,,,,,,20.6461
3008,975.188,17.9099,3763.47,4245.15,1433.06,1755,,,,,,17.9099
1792,684.512,15.07,3295.24,4287.1,1432.36,1756,,,,,,15.07
3328,1191.89,18.5237,2211.96,4328.72,1439.7,1757,,,,,,18.5237
1600,628.027,14.5113,2910.64,4418.62,1430.45,1758,,,,,,14.5113
7808,1898.88,24.6139,2371.81,4628.71,1437.88,1759,,,,,,24.6139
4800,1336.12,20.929,2977.78,4747.53,1435.14,1760,,,,,,20.929
2368,817.053,16.5372,2765.66,1488.94,1437.42,1761,,,,,,16.5372
1728,660.852,14.8884,2392.29,1514.81,1434.93,1762,,,,,,14.8884
2176,768.802,16.0776,2317.19,1584.75,1437.17,1763,,,,,,16.0776
7680,1849.14,24.4787,2428.76,2602.97,1442.2,1764,,,,,,24.4787
35648,5312.44,40.8331,3824.09,2706.34,1453.47,1765,,,,,,40.8331
231296,19728.8,76.1594,3100.29,3127.27,1472.8,1766,,,,,,76.1594
133504,12894.9,63.4111,2307.12,3905.66,1461.46,1767,,,,,,63.4111
4800,1910.39,20.929,3834.21,3937.02,1443.94,1768,,,,,,20.929
265472,20795.3,79.7395,2786.61,4039.04,1471.41,1769,,,,,,79.7395
4608,1328.37,20.6461,2183.57,4115.38,1437.93,1770,,,,,,20.6461
10688,2441.22,27.3296,2929.62,4346.02,1444.49,1771,,,,,,27.3296
26752,4360,37.1067,2404.91,4381.38,1446.64,1772,,,,,,37.1067
23232,4198.01,35.4021,3263.26,4585.97,1446.69,1773,,,,,,35.4021
9856,2240.28,26.6012,3739.16,4593.99,1444,1774,,,,,,26.6012
1472,595.609,14.1136,3499.83,1862.93,1441.89,1775,,,,,,14.1136
16640,3385.44,31.6751,3211.14,2369,1448.27,1776,,,,,,31.6751
6272,1608.18,22.8807,3782.96,3270.86,1442.85,1777,,,,,,22.8807
2624,888.244,17.1128,3616.42,3345.25,1442.44,1778,,,,,,17.1128
10112,2251.91,26.8295,3520.17,3364.17,1448.53,1779,,,,,,26.8295
1984,748.569,15.5901,4018.05,4309.81,1441.38,1780,,,,,,15.5901
3584,1093.78,18.987,2256.6,4391.6,1441.15,1781,,,,,,18.987
1856,720.016,15.2473,3917.44,4423.24,1441.83,1782,,,,,,15.2473
1984,735.98,15.5901,2753.28,1206.2,1443.06,1783,,,,,,15.5901
1792,698.772,15.07,3274.24,1387.96,1442.5,1784,,,,,,15.07
6784,2042.92,23.4871,3331.9,1868.88,1446.1,1785,,,,,,23.4871
1472,585.751,14.1136,2898.26,2151.1,1442.93,1786,,,,,,14.1136
41984,5941.93,43.1216,2454.82,3158.79,1460.87,1787,,,,,,43.1216
9472,2170.91,26.2511,3441.33,3255.18,1449.8,1788,,,,,,26.2511
2688,956.57,17.2508,3387.72,3454.91,1445.03,1789,,,,,,17.2508
1856,801.836,15.2473,3329.99,3557.86,1441.97,1790,,,,,,15.2473
6656,1676.69,23.3384,2393.19,3663.53,1450.28,1791,,,,,,23.3384
8640,2019.58,25.4588,3273.5,3929.06,1449.57,1792,,,,,,25.4588
1664,648.983,14.7023,3303.11,4091.26,1443.85,1793,,,,,,14.7023
2432,855.106,16.6848,3665.69,4252.58,1444.72,1794,,,,,,16.6848
3200,1028.35,18.2831,2957.92,4265.34,1447.89,1795,,,,,,18.2831
18560,3560.48,32.8493,3093.34,4321.2,1454.27,1796,,,,,,32.8493
397440,32358.3,91.2202,3554.33,4400.58,1490.85,1797,,,,,,91.2202
4928,1384.99,21.1134,3900.41,4599.15,1447.4,1798,,,,,,21.1134
2240,816.255,16.2337,2355.64,4744.25,1443.96,1799,,,,,,16.2337
398208,26691.8,91.2789,3193.02,1118.95,1485.82,1800,,,,,,91.2789
29376,4835.18,38.2823,3109.62,1148.11,1465.13,1801,,,,,,38.2823
3584,1116.28,18.987,2635.67,1266.39,1449.36,1802,,,,,,18.987
3072,988.882,18.036,2392.79,1377.44,1450.18,1803,,,,,,18.036
2560,876.164,16.9726,2273.06,1587.9,1448.03,1804,,,,,,16.9726
4544,1305.38,20.5501,3408.7,1690.2,1449.75,1805,,,,,,20.5501
71360,8560.71,51.4619,2462.96,1740.31,1467.24,1806,,,,,,51.4619
43840,7295.48,43.7479,3296.36,1882.43,1464.16,1807,,,,,,43.7479
6208,1609.93,22.8026,3225.27,3615.31,1452.75,1808,,,,,,22.8026
1536,606.785,14.3152,2171.29,4215.1,1450.26,1809,,,,,,14.3152
2048,773.055,15.7559,3934.83,4241.85,1450.18,1810,,,,,,15.7559
885632,46248.5,119.148,3377.15,4293.97,1504.12,1811,,,,,,119.148
1536,621.712,14.3152,3309.62,4384.77,1447.76,1812,,,,,,14.3152
4288,1262.46,20.1567,3036.39,4699.94,1450.16,1813,,,,,,20.1567
5888,1566.91,22.4039,2588.35,1196.1,1455.37,1814,,,,,,22.4039
1728,772.843,14.8884,3117.18,1453.03,1451.97,1815,,,,,,14.8884
3712,1529.16,19.2104,2285.44,1467.72,1453,1816,,,,,,19.2104
6272,1633.8,22.8807,3090.79,1554,1455.58,1817,,,,,,22.8807
2368,837.391,16.5372,2240.36,1662.67,1453.09,1818,,,,,,16.5372
4480,1297.97,20.4531,3655.53,2243.33,1455.39,1819,,,,,,20.4531
2176,783.403,16.0776,3973.43,2727.81,1453.64,1820,,,,,,16.0776
2752,931.134,17.3867,2868.91,2930.73,1454.47,1821,,,,,,17.3867
98752,10475.2,57.3477,2583.44,3223.63,1473.74,1822,,,,,,57.3477
1536,616.721,14.3152,2522.79,3274.44,1452.76,1823,,,,,,14.3152
1856,709.586,15.2473,2457.99,4007.79,1452.72,1824,,,,,,15.2473
13440,2750.69,29.4985,2559.97,4154.32,1458.06,1825,,,,,,29.4985
318272,27766.4,84.7097,2283.01,4171.84,1490.5,1826,,,,,,84.7097
1920,727.456,15.4206,4034.29,4434.44,1453.2,1827,,,,,,15.4206
3584,1121.91,18.987,2235.03,4504.1,1453.65,1828,,,,,,18.987
2688,923.51,17.2508,2653.43,4546.44,1456.17,1829,,,,,,17.2508
2816,1028.32,17.5204,3071.77,4582.56,1455.2,1830,,,,,,17.5204
2240,807.757,16.2337,2984.21,4767.45,1452.65,1831,,,,,,16.2337
4864,1428.68,21.0216,3024.54,1251.63,1460.77,1832,,,,,,21.0216
4096,1225.69,19.8512,3825.02,1468.48,1459.06,1833,,,,,,19.8512
66816,8200.85,50.3455,3687.78,1847.74,1477.26,1834,,,,,,50.3455
1984,735.258,15.5901,3287.86,3998.84,1456.61,1835,,,,,,15.5901
2176,777.588,16.0776,2644.25,4121.81,1455.28,1836,,,,,,16.0776
1600,654.641,14.5113,2943.76,4225.18,1457.33,1837,,,,,,14.5113
2624,900.139,17.1128,3729.1,4228.86,1458.25,1838,,,,,,17.1128
2688,913.703,17.2508,2260.1,4320.15,1456.07,1839,,,,,,17.2508
3392,1099.07,18.6417,4006.28,4561.9,1458.18,1840,,,,,,18.6417
45632,6207.52,44.3361,2945.92,4766.96,1471.91,1841,,,,,,44.3361
1344,554.265,13.692,3184.67,1043.1,1458.74,1842,,,,,,13.692
11072,2447.96,27.653,3205.29,1543.61,1468.04,1843,,,,,,27.653
2048,753.559,15.7559,2368.33,1805.1,1460.81,1844,,,,,,15.7559
2176,796.74,16.0776,3586.84,1807.22,1462.7,1845,,,,,,16.0776
8384,1995.66,25.2049,2710.8,1901.06,1467.91,1846,,,,,,25.2049
3968,1187.31,19.6422,2967.67,2052.33,1461.25,1847,,,,,,19.6422
3328,1049.59,18.5237,3367.03,3253.95,1460.16,1848,,,,,,18.5237
1472,595.635,14.1136,2686.61,3910.75,1460.32,1849,,,,,,14.1136
1344,581.113,13.692,4029.24,3984.06,1461.22,1850,,,,,,13.692
1792,694.344,15.07,3228.24,4132.53,1460.07,1851,,,,,,15.07
5184,1431.75,21.4728,3618.12,4300.34,1465.84,1852,,,,,,21.4728
3904,1172.2,19.5361,4066.5,4325.53,1462.21,1853,,,,,,19.5361
23424,3963.57,35.4994,2761.56,4479.94,1468.67,1854,,,,,,35.4994
2048,747.979,15.7559,3127.08,1353.85,1463.81,1855,,,,,,15.7559
24896,5011.62,36.2279,3071.94,1519.75,1469.6,1856,,,,,,36.2279
2176,780.082,16.0776,2348.6,1550.4,1462.7,1857,,,,,,16.0776
4096,1271.6,19.8512,3334.14,1830.73,1467.99,1858,,,,,,19.8512
13824,2809.88,29.7768,3701.86,2106.16,1471.97,1859,,,,,,29.7768
2624,890.765,17.1128,3251.74,2557.44,1465.66,1860,,,,,,17.1128
1600,621.438,14.5113,3778.96,2850.78,1462.61,1861,,,,,,14.5113
1344,559.255,13.692,3016.29,3250.15,1462.36,1862,,,,,,13.692
7168,1788.97,23.9221,4034.74,3496.67,1470.54,1863,,,,,,23.9221
1984,728.694,15.5901,2512.76,3547.23,1463.06,1864,,,,,,15.5901
2688,906.597,17.2508,3896.39,3585.86,1467.5,1865,,,,,,17.2508
3136,1007.55,18.1604,3284.59,3869.8,1465.63,1866,,,,,,18.1604
4672,1341.83,20.7412,4050.96,4074.99,1468.68,1867,,,,,,20.7412
2112,776.735,15.9184,3914.23,4275.35,1464.63,1868,,,,,,15.9184
46848,6896.31,44.7264,2195.87,4296.74,1483.03,1869,,,,,,44.7264
16128,3100.25,31.3469,3117,4783.96,1475.17,1870,,,,,,31.3469
2880,966.534,17.6522,3190.87,983.636,1468.71,1871,,,,,,17.6522
2432,850.061,16.6848,2589.59,991.208,1469.25,1872,,,,,,16.6848
2624,896.634,17.1128,3244.03,1020.18,1469.08,1873,,,,,,17.1128
6336,1618.23,22.9583,2392.94,1389.33,1471.05,1874,,,,,,22.9583
168448,15854.5,68.5208,3613.54,1385.52,1501.26,1875,,,,,,68.5208
2048,754.464,15.7559,3161.46,2076.98,1470.43,1876,,,,,,15.7559
12480,2609.04,28.7788,3235.24,2504.87,1475.9,1877,,,,,,28.7788
3968,1187.95,19.6422,3215.15,2962.14,1470.29,1878,,,,,,19.6422
123584,13242.7,61.7999,2392.32,3347.64,1495.41,1879,,,,,,61.7999
1344,553.49,13.692,2586.38,3998.72,1466.55,1880,,,,,,13.692
4160,1346.75,19.9541,2672,4295.72,1480.35,1881,,,,,,19.9541
363712,24951.3,88.5632,3804.83,4360.84,1505.42,1882,,,,,,88.5632
3904,1157.86,19.5361,3154.1,981.791,1475.78,1883,,,,,,19.5361
7296,1813.22,24.0637,4017.73,1526.16,1476.79,1884,,,,,,24.0637
4160,1420.11,19.9541,4069.42,3307.96,1484.35,1885,,,,,,19.9541
1664,655.677,14.7023,2671.42,3631.41,1472.47,1886,,,,,,14.7023
44992,8327.07,44.1278,3878.14,3845.78,1498.61,1887,,,,,,44.1278
1472,598.984,14.1136,3996.35,3883.1,1473.71,1888,,,,,,14.1136
1472,599.036,14.1136,4018.96,4281.54,1470.41,1889,,,,,,14.1136
2176,795.941,16.0776,3055.66,4346.51,1474.23,1890,,,,,,16.0776
9472,2272.92,26.2511,2403.77,4518.62,1479.44,1891,,,,,,26.2511
2368,984.966,16.5372,2447.06,1229.91,1475.15,1892,,,,,,16.5372
1728,666.878,14.8884,3660.29,1299.99,1475.52,1893,,,,,,14.8884
8064,1905.68,24.88,2623.78,1397.74,1481.57,1894,,,,,,24.88
3648,1141.02,19.0994,3081.83,1674.05,1480.48,1895,,,,,,19.0994
6528,1697.08,23.1879,2923.43,3152.08,1483.52,1896,,,,,,23.1879
25152,4238.35,36.3517,2645.48,3769.46,1489.04,1897,,,,,,36.3517
76480,9114.98,52.6643,4036.8,3860.16,1498.57,1898,,,,,,52.6643
9088,2131.85,25.8915,2535.15,4193.92,1484.03,1899,,,,,,25.8915
3200,1026.6,18.2831,3393.28,4414.38,1479.73,1900,,,,,,18.2831
1792,690.407,15.07,2695.38,4507.67,1474.5,1901,,,,,,15.07
5952,1586.73,22.4848,3918.01,1365,1484.57,1902,,,,,,22.4848
8064,2560.78,24.88,3789.78,1423.67,1500.39,1903,,,,,,24.88
2944,978.508,17.782,2826.96,1504.84,1479.97,1904,,,,,,17.782
23488,4352.15,35.5317,2267.01,1761.73,1488.08,1905,,,,,,35.5317
3328,1036.98,18.5237,2366.49,1809.33,1480.93,1906,,,,,,18.5237
4544,1297.11,20.5501,3126.51,2902.82,1482.54,1907,,,,,,20.5501
3136,1007.26,18.1604,2986.96,3068.9,1484.56,1908,,,,,,18.1604
8064,1926.92,24.88,2462.16,3640.53,1484.55,1909,,,,,,24.88
1344,559.36,13.692,2358.19,3962.15,1478.55,1910,,,,,,13.692
18176,3362.16,32.6212,2637,4121.13,1490.17,1911,,,,,,32.6212
2240,801.037,16.2337,3007.76,4332.47,1479.39,1912,,,,,,16.2337
2624,888.271,17.1128,2908.61,4465.35,1479.42,1913,,,,,,17.1128
30976,4815.38,38.9651,3933.17,4664.93,1491.81,1914,,,,,,38.9651
2112,771.402,15.9184,2288.53,1395.71,1485.6,1915,,,,,,15.9184
15232,2980.45,30.7553,2417.53,1562.78,1492.12,1916,,,,,,30.7553
2304,824.828,16.3868,3088.29,1632.33,1486.38,1917,,,,,,16.3868
3328,1065.37,18.5237,3369.88,1747.87,1485.39,1918,,,,,,18.5237
1792,678.747,15.07,3150.53,1830.96,1484.5,1919,,,,,,15.07
