2(3).Resampled(3).Label-Analysis(3),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,Materials,,,,,
2880,947.275,17.6522,2429.8,1625.86,3352,9546,,,,,,17.6522
3200,1056.88,18.2831,2316.64,1643.66,3356.05,9547,,,,,,18.2831
1792,694.449,15.07,2361.38,1646.82,3353.22,9548,,,,,,15.07
1536,610.212,14.3152,2362.29,1851.77,3351.1,9549,,,,,,14.3152
3520,1084.45,18.8733,2864.48,1992.78,3354.28,9550,,,,,,18.8733
2496,861.984,16.8299,3142.24,1990.28,3352.88,9551,,,,,,16.8299
1920,880.363,15.4206,2437.09,2000.97,3356.26,9552,,,,,,15.4206
1600,642.851,14.5113,2560.08,2032.86,3353.65,9553,,,,,,14.5113
2368,1023.97,16.5372,3062.63,2099.75,3352.34,9554,,,,,,16.5372
2624,882.99,17.1128,2497.59,2104.18,3353.47,9555,,,,,,17.1128
1856,708.945,15.2473,3346.82,2400.07,3353.69,9556,,,,,,15.2473
3648,1118.85,19.0994,3280.99,2939.17,3356.26,9557,,,,,,19.0994
7936,1912.63,24.7477,2640.73,3170.2,3357.25,9558,,,,,,24.7477
1920,714.998,15.4206,3595.22,3479.1,3354,9559,,,,,,15.4206
6656,1672.21,23.3384,3907.92,3483.56,3356.01,9560,,,,,,23.3384
7488,1828.05,24.2729,3000.43,3562.38,3356.4,9561,,,,,,24.2729
1984,736.62,15.5901,2659.86,3593.55,3353.64,9562,,,,,,15.5901
92160,12157.3,56.0421,2933.38,3745.6,3374.86,9563,,,,,,56.0421
1984,724.004,15.5901,2509.15,3793.17,3352.87,9564,,,,,,15.5901
1408,586.498,13.906,3276.77,3868.56,3351.84,9565,,,,,,13.906
49856,6764.01,45.6639,3374.76,3921.96,3368.16,9566,,,,,,45.6639
1536,604.184,14.3152,2218.96,3959.1,3353.93,9567,,,,,,14.3152
3776,1348.69,19.3202,2701.53,3977.81,3355.07,9568,,,,,,19.3202
1792,811.906,15.07,4031.1,4210.96,3354.93,9569,,,,,,15.07
1856,714.892,15.2473,3726.4,4282.83,3352.31,9570,,,,,,15.2473
3264,1027.73,18.4042,4073.54,4301.14,3355.72,9571,,,,,,18.4042
3264,1025.85,18.4042,3700.53,1545.38,3359.01,9572,,,,,,18.4042
1856,697.128,15.2473,2691.09,1648.21,3355.62,9573,,,,,,15.2473
8064,1942.88,24.88,2750.96,1790.47,3360.01,9574,,,,,,24.88
236544,19286.1,76.7311,3099.15,1810.06,3394.26,9575,,,,,,76.7311
2752,927.276,17.3867,3621.1,1862.64,3355.95,9576,,,,,,17.3867
19008,3432.35,33.1115,2918.11,1873.47,3366.57,9577,,,,,,33.1115
7872,2193.24,24.681,3205.43,1960.83,3365.44,9578,,,,,,24.681
2944,995.161,17.782,2958.43,1987.8,3359.02,9579,,,,,,17.782
1600,625.243,14.5113,2695.12,2064.38,3354.93,9580,,,,,,14.5113
2624,903.891,17.1128,2665.49,2063.49,3359.03,9581,,,,,,17.1128
4864,1355.46,21.0216,3975.48,2112.31,3359.98,9582,,,,,,21.0216
3328,1034.53,18.5237,4025.8,2184.87,3359.47,9583,,,,,,18.5237
3008,972.64,17.9099,3760.49,2193.4,3358.34,9584,,,,,,17.9099
2112,771.535,15.9184,2879.68,2518.98,3356.99,9585,,,,,,15.9184
1344,553.518,13.692,3135.72,2742.72,3355.12,9586,,,,,,13.692
21632,3798.56,34.57,3250.46,3023.27,3369.93,9587,,,,,,34.57
9344,2124.78,26.1323,3623.94,3188.97,3363.1,9588,,,,,,26.1323
5632,1484.96,22.0744,3203.09,3339.1,3359.3,9589,,,,,,22.0744
6400,1652.95,23.0353,2347.04,3540.14,3358.77,9590,,,,,,23.0353
134592,14065.9,63.5829,4002.33,3563.47,3386.83,9591,,,,,,63.5829
9152,2095.07,25.9521,3819.94,3729.7,3361.36,9592,,,,,,25.9521
7936,1934.23,24.7477,3888.18,3821.23,3362.8,9593,,,,,,24.7477
2368,824.671,16.5372,3616.04,3925.05,3356.23,9594,,,,,,16.5372
3200,1027.27,18.2831,2713.12,3930.38,3359.25,9595,,,,,,18.2831
1792,687.676,15.07,2351.53,3966.1,3355.93,9596,,,,,,15.07
1920,826.375,15.4206,2699.89,3996.57,3361.06,9597,,,,,,15.4206
1600,631.245,14.5113,4042.32,4067.74,3355.41,9598,,,,,,14.5113
2048,748.006,15.7559,3053.33,4151.98,3357.68,9599,,,,,,15.7559
3392,1095.06,18.6417,3121.82,4291.33,3359.91,9600,,,,,,18.6417
1664,639.845,14.7023,3574.34,4379.41,3354.93,9601,,,,,,14.7023
1600,627.896,14.5113,2286.48,1435.1,3361.97,9602,,,,,,14.5113
3456,1083.58,18.7582,2408.59,1641.55,3364.12,9603,,,,,,18.7582
3712,1439.03,19.2104,2691.37,1700.62,3364.79,9604,,,,,,19.2104
9792,2581.28,26.5435,2676.37,1738.16,3368.03,9605,,,,,,26.5435
1344,562.63,13.692,3921.24,1750.53,3358.93,9606,,,,,,13.692
172736,15344.9,69.0974,2394.44,1795.97,3387.79,9607,,,,,,69.0974
7040,1768.35,23.7789,3758.81,1839.25,3367.04,9608,,,,,,23.7789
1472,589.845,14.1136,2494.61,1871.45,3360.15,9609,,,,,,14.1136
1472,589.205,14.1136,2394.26,1935.45,3359.11,9610,,,,,,14.1136
12224,2755.27,28.5806,2509.3,2057.55,3369.51,9611,,,,,,28.5806
8640,1999.11,25.4588,3491.02,2265.24,3365.66,9612,,,,,,25.4588
7488,1818.68,24.2729,2672.84,2358.97,3367.38,9613,,,,,,24.2729
6464,1666.75,23.1118,3795.08,2404.37,3364.08,9614,,,,,,23.1118
1792,685.232,15.07,3018.96,2416.67,3359.93,9615,,,,,,15.07
7936,1894.04,24.7477,2613.86,2749.49,3365.25,9616,,,,,,24.7477
305472,24155.6,83.5586,2772.02,2839.27,3404.09,9617,,,,,,83.5586
12864,2676.91,29.0709,3605.26,2980.22,3369.68,9618,,,,,,29.0709
1600,631.243,14.5113,2770.32,3123.26,3361.49,9619,,,,,,14.5113
5568,1489.13,21.9904,3055.69,3402.64,3366.06,9620,,,,,,21.9904
71360,8633.57,51.4619,3691.45,3484.56,3378.19,9621,,,,,,51.4619
1344,553.491,13.692,3180.1,3670.34,3359.69,9622,,,,,,13.692
15680,4650.05,31.0539,2434.76,3691.74,3376.83,9623,,,,,,31.0539
4224,1234.58,20.0559,3055.08,3712.25,3363.05,9624,,,,,,20.0559
6336,1635.21,22.9583,2972.57,3907.43,3365.11,9625,,,,,,22.9583
1664,730.884,14.7023,4066.19,3993.87,3368.78,9626,,,,,,14.7023
2368,820.428,16.5372,3205.12,4048.83,3361.74,9627,,,,,,16.5372
1920,716.695,15.4206,2782.56,4066.97,3361.06,9628,,,,,,15.4206
2240,791.951,16.2337,2988.78,4083.45,3361.67,9629,,,,,,16.2337
9152,2787.77,25.9521,2715.1,4107.86,3370.74,9630,,,,,,25.9521
1920,714.919,15.4206,3326.96,4155.77,3360.66,9631,,,,,,15.4206
2240,805.107,16.2337,3099.3,4338.19,3360.53,9632,,,,,,16.2337
1472,619.964,14.1136,3088.17,1477.71,3362.58,9633,,,,,,14.1136
1600,643.677,14.5113,2331.28,1591.1,3364.85,9634,,,,,,14.5113
2112,768.188,15.9184,2915.32,1727.47,3365.23,9635,,,,,,15.9184
2560,884.818,16.9726,3435.76,1789.4,3366.23,9636,,,,,,16.9726
2496,874.388,16.8299,3351.88,1862.38,3366.21,9637,,,,,,16.8299
2624,1065.43,17.1128,2376.71,1934.13,3372.2,9638,,,,,,17.1128
2560,975.135,16.9726,2619.76,1967.1,3372.63,9639,,,,,,16.9726
1344,568.525,13.692,3366.96,2037.58,3364.84,9640,,,,,,13.692
65344,7972.74,49.973,2601.79,2045.94,3383.95,9641,,,,,,49.973
2496,879.431,16.8299,2320.19,3690.49,3366.93,9642,,,,,,16.8299
1536,664.761,14.3152,2346.96,3704.44,3365.26,9643,,,,,,14.3152
1856,697.102,15.2473,3242.82,3950.69,3363.07,9644,,,,,,15.2473
1984,733.458,15.5901,2333.28,3972.91,3362.54,9645,,,,,,15.5901
2112,765.024,15.9184,3758.23,3991.1,3364.87,9646,,,,,,15.9184
5824,1599.71,22.3224,3158.43,4111.5,3368.25,9647,,,,,,22.3224
3776,1151.78,19.3202,2763.43,4148.59,3366.46,9648,,,,,,19.3202
1664,694.475,14.7023,3270.96,4305.1,3366.16,9649,,,,,,14.7023
1472,593.113,14.1136,3182.96,1550.93,3369.19,9650,,,,,,14.1136
1792,691.101,15.07,2677.53,1589.39,3368.79,9651,,,,,,15.07
13440,2771.65,29.4985,3617.05,1716.46,3378.28,9652,,,,,,29.4985
8192,1973.98,25.011,3649.52,1714.2,3375.46,9653,,,,,,25.011
56896,7716.04,47.7193,2312.05,1763.75,3387.18,9654,,,,,,47.7193
4416,1269.05,20.3553,3872.06,1763.28,3370.35,9655,,,,,,20.3553
1408,580.498,13.906,3254.05,1770.74,3368.39,9656,,,,,,13.906
2752,915.145,17.3867,2672.82,1780.22,3369.35,9657,,,,,,17.3867
1728,667.467,14.8884,2409.18,1870.36,3368.41,9658,,,,,,14.8884
5952,1560.14,22.4848,2522.35,1930.2,3372.05,9659,,,,,,22.4848
1536,669.963,14.3152,2559.62,1956.1,3366.6,9660,,,,,,14.3152
7552,1826.51,24.3419,2825.97,1999.44,3373.47,9661,,,,,,24.3419
77952,9395.48,53,2491.18,2347.35,3391.64,9662,,,,,,53
1792,687.859,15.07,3262.38,2423.53,3369.07,9663,,,,,,15.07
185088,15973,70.7066,2755.51,3527.08,3400.8,9664,,,,,,70.7066
2496,858.583,16.8299,2464.8,3608.23,3370.21,9665,,,,,,16.8299
1472,589.768,14.1136,2495.13,3800.32,3366.93,9666,,,,,,14.1136
1920,723.205,15.4206,2474.82,3825.5,3366.66,9667,,,,,,15.4206
42624,6297.53,43.3396,2728.41,3825.4,3385.12,9668,,,,,,43.3396
325632,23652.6,85.3577,3134.14,3836.68,3407.58,9669,,,,,,85.3577
2112,771.403,15.9184,4029.99,4137.41,3367.78,9670,,,,,,15.9184
11968,2538.75,28.3797,3126.4,4200.71,3376.71,9671,,,,,,28.3797
3584,1409.24,18.987,3533.24,4208.03,3375.93,9672,,,,,,18.987
4160,1223.66,19.9541,2446.34,4242.18,3371.67,9673,,,,,,19.9541
5312,1423.28,21.6481,3291.05,4262.77,3371.12,9674,,,,,,21.6481
4928,1373.94,21.1134,2428.36,4288.4,3372.75,9675,,,,,,21.1134
11328,2439.78,27.8645,2628.56,1453.93,3380.92,9676,,,,,,27.8645
663872,38216,108.234,3871.16,1645.63,3425.66,9677,,,,,,108.234
3008,968.676,17.9099,2600.74,1768.21,3373.31,9678,,,,,,17.9099
1664,652.199,14.7023,2367.88,1837.56,3370.93,9679,,,,,,14.7023
4288,1494.79,20.1567,2716.75,1995.82,3371.53,9680,,,,,,20.1567
6016,1568.05,22.5651,2874.28,2331.53,3378.8,9681,,,,,,22.5651
8192,1946.36,25.011,3453.08,2426.88,3378.46,9682,,,,,,25.011
1856,699.859,15.2473,3715.23,2606.96,3375.07,9683,,,,,,15.2473
1664,655.704,14.7023,3447.57,3056.33,3372.16,9684,,,,,,14.7023
2112,751.037,15.9184,3128.77,3709.28,3372.87,9685,,,,,,15.9184
2496,845.861,16.8299,3556.8,3773.77,3372.06,9686,,,,,,16.8299
1472,598.236,14.1136,3759.65,3805.89,3373.37,9687,,,,,,14.1136
5440,1674.6,21.8206,2364.51,3817.03,3375.07,9688,,,,,,21.8206
1600,631.219,14.5113,3168.4,4031.74,3371.09,9689,,,,,,14.5113
1984,732.606,15.5901,2317.28,4064.26,3370.67,9690,,,,,,15.5901
3776,1160.3,19.3202,4048.04,4080.05,3374.73,9691,,,,,,19.3202
1344,559.36,13.692,2354.19,4109.96,3371.31,9692,,,,,,13.692
3136,1023.92,18.1604,2488.1,4139.18,3376.24,9693,,,,,,18.1604
11584,2448.59,28.0729,3212.53,4302.31,3379.06,9694,,,,,,28.0729
1536,603.595,14.3152,2462.79,4351.6,3371.1,9695,,,,,,14.3152
19840,3569.76,33.5878,3247.21,1536.83,3385.5,9696,,,,,,33.5878
31168,4833.72,39.0454,3201.17,1597.32,3389.42,9697,,,,,,39.0454
1792,694.45,15.07,2805.24,1729.67,3377.79,9698,,,,,,15.07
15552,3005.99,30.9691,3935.29,1888.49,3386.27,9699,,,,,,30.9691
2624,1008.81,17.1128,2671.44,1949.05,3380.3,9700,,,,,,17.1128
1344,574.497,13.692,3057.24,2085.2,3374.93,9701,,,,,,13.692
1856,702.487,15.2473,2557.99,2103.1,3374.79,9702,,,,,,15.2473
3648,1142.3,19.0994,3767.59,3211.87,3378.51,9703,,,,,,19.0994
2240,801.916,16.2337,3479.64,3398.07,3376.19,9704,,,,,,16.2337
12736,3749.69,28.9742,2666.33,3523.42,3384.68,9705,,,,,,28.9742
2176,785.925,16.0776,2305.07,3587.1,3376.58,9706,,,,,,16.0776
1408,582.993,13.906,2546.05,3770.01,3376.2,9707,,,,,,13.906
5312,1808.56,21.6481,2301.32,4294.38,3385.97,9708,,,,,,21.6481
3072,1008.04,18.036,3993.21,4334.69,3379.51,9709,,,,,,18.036
2304,827.272,16.3868,2485.96,1469.44,3382.71,9710,,,,,,16.3868
3328,1065.29,18.5237,2395.34,1504.1,3383.7,9711,,,,,,18.5237
7552,2569.71,24.3419,2417.7,1634.19,3392.97,9712,,,,,,24.3419
3200,1030.69,18.2831,2556.96,1691.5,3382.85,9713,,,,,,18.2831
6400,1622.12,23.0353,3734.6,2186.66,3384.93,9714,,,,,,23.0353
5248,1457.34,21.5608,2852.32,2634.47,3385.66,9715,,,,,,21.5608
5248,1442.48,21.5608,3058.86,2726.52,3385.96,9716,,,,,,21.5608
7808,1905.58,24.6139,3439.45,2763.86,3386.93,9717,,,,,,24.6139
4288,1231.52,20.1567,3171.2,2861.55,3382.51,9718,,,,,,20.1567
1536,616.827,14.3152,3146.46,3617.94,3382.26,9719,,,,,,14.3152
32448,4979.93,39.5728,3706.9,3684.52,3393.35,9720,,,,,,39.5728
1600,640.434,14.5113,2954.8,3691.9,3380.37,9721,,,,,,14.5113
10496,2300.93,27.1649,3263.57,3780.59,3387.15,9722,,,,,,27.1649
3712,1137.41,19.2104,3278.34,3814.14,3384.1,9723,,,,,,19.2104
1344,556.785,13.692,3359.72,3839.67,3380.65,9724,,,,,,13.692
16576,3123.68,31.6345,2659.67,3853.14,3386.55,9725,,,,,,31.6345
2752,906.009,17.3867,2548.82,4077.52,3382.09,9726,,,,,,17.3867
1344,550.065,13.692,2446.96,4087.48,3378.93,9727,,,,,,13.692
2304,826.296,16.3868,3046.73,4115.44,3381.93,9728,,,,,,16.3868
2304,822.896,16.3868,2235.4,4189.99,3380.38,9729,,,,,,16.3868
1664,642.471,14.7023,2842.65,4278.8,3382.62,9730,,,,,,14.7023
1920,718.24,15.4206,2863.89,4290.97,3382.26,9731,,,,,,15.4206
1408,577.046,13.906,4031.5,4343.1,3379.66,9732,,,,,,13.906
2688,894.112,17.2508,2685.81,1468.34,3385.12,9733,,,,,,17.2508
21376,3844.36,34.4331,3888.97,1503.14,3394.28,9734,,,,,,34.4331
8512,2244.04,25.3325,3685.51,1556.52,3394.72,9735,,,,,,25.3325
3264,1045.78,18.4042,2654.41,1909.85,3386.54,9736,,,,,,18.4042
1408,574.629,13.906,2766.41,2163.83,3383.84,9737,,,,,,13.906
1920,730.005,15.4206,2868.56,3516.84,3382.4,9738,,,,,,15.4206
1664,702.97,14.7023,2360.96,3536.8,3386.01,9739,,,,,,14.7023
37568,5502.29,41.5534,2542.8,3570.07,3399.01,9740,,,,,,41.5534
2624,1016.66,17.1128,3901.2,3720.66,3384.88,9741,,,,,,17.1128
2304,829.054,16.3868,2595.96,3726.1,3384.71,9742,,,,,,16.3868
2624,896.713,17.1128,2768.91,3758.03,3386.35,9743,,,,,,17.1128
2304,813.838,16.3868,3931.29,3787.88,3385.15,9744,,,,,,16.3868
5312,1604.83,21.6481,3238.81,3854.86,3397.63,9745,,,,,,21.6481
2176,791.69,16.0776,2425.31,3869.81,3385.99,9746,,,,,,16.0776
4032,1189.93,19.7473,3559.65,3900.88,3387.25,9747,,,,,,19.7473
2048,751.117,15.7559,3137.96,4131.85,3383.18,9748,,,,,,15.7559
1472,608.096,14.1136,4081.57,4232.32,3383.97,9749,,,,,,14.1136
2176,789.456,16.0776,2446.13,4339.22,3385.75,9750,,,,,,16.0776
2688,1110.95,17.2508,2980.38,1473.29,3390.65,9751,,,,,,17.2508
2112,771.664,15.9184,3148.9,1478.74,3387.78,9752,,,,,,15.9184
3008,1119.67,17.9099,3099.89,1508.72,3395.02,9753,,,,,,17.9099
2560,879.695,16.9726,2376.96,1660,3387.63,9754,,,,,,16.9726
9984,2222.41,26.7158,2391.37,1686.28,3394.42,9755,,,,,,26.7158
1792,684.486,15.07,2553.24,1902.82,3386.93,9756,,,,,,15.07
2816,926.373,17.5204,3003.77,1949.65,3389.39,9757,,,,,,17.5204
1856,696.512,15.2473,2335.37,1983.1,3389.14,9758,,,,,,15.2473
19968,3561.34,33.6598,2430.43,2405.65,3399.44,9759,,,,,,33.6598
1984,736.11,15.5901,2295.21,2586.59,3387.96,9760,,,,,,15.5901
2816,954.77,17.5204,2417.87,3016.74,3392.2,9761,,,,,,17.5204
6464,1637.94,23.1118,2555.55,3083.34,3392.67,9762,,,,,,23.1118
2560,861.132,16.9726,3725.56,3540.1,3388.93,9763,,,,,,16.9726
1728,664.867,14.8884,2442.22,3626.81,3387.67,9764,,,,,,14.8884
6528,1679.81,23.1879,3789.15,3625.26,3394.62,9765,,,,,,23.1879
19200,4684.62,33.2226,2431.61,3800.98,3406.45,9766,,,,,,33.2226
9728,2188.61,26.4855,2433.38,3843.89,3395.09,9767,,,,,,26.4855
2112,764.84,15.9184,2653.99,3934.98,3388.51,9768,,,,,,15.9184
3200,1025.16,18.2831,3764.4,4156.06,3391.09,9769,,,,,,18.2831
3840,1150.87,19.4287,3994.02,4304.37,3391.8,9770,,,,,,19.4287
1920,717.598,15.4206,2827.76,1594.84,3392,9771,,,,,,15.4206
1472,595.716,14.1136,3548.52,1687.62,3390.58,9772,,,,,,14.1136
11840,2497.58,28.2782,3027.84,1984.83,3399.23,9773,,,,,,28.2782
35904,5302.32,40.9306,3336.01,2065.38,3409.07,9774,,,,,,40.9306
2304,813.706,16.3868,2289.29,2106.21,3392.15,9775,,,,,,16.3868
1472,598.078,14.1136,3304.35,2112.84,3390.41,9776,,,,,,14.1136
3904,1292.04,19.5361,2346.96,3208.68,3393.62,9777,,,,,,19.5361
1792,773.564,15.07,3232.38,3671.96,3394.36,9778,,,,,,15.07
2752,1074.13,17.3867,3073.84,3876.96,3394.09,9779,,,,,,17.3867
6464,1668.73,23.1118,2448.03,3910.23,3396.99,9780,,,,,,23.1118
1536,606.785,14.3152,4074.96,3979.44,3391.6,9781,,,,,,14.3152
9472,2366.74,26.2511,2342.5,3989.02,3398.44,9782,,,,,,26.2511
3136,1139.73,18.1604,2729.73,4093.63,3394.85,9783,,,,,,18.1604
2432,856.73,16.6848,3335.8,4155.73,3396.09,9784,,,,,,16.6848
1920,799.262,15.4206,3227.76,4183.37,3396.26,9785,,,,,,15.4206
1344,556.838,13.692,2224.1,4239.1,3390.17,9786,,,,,,13.692
8192,2180.24,25.011,2306.86,4256.32,3400.09,9787,,,,,,25.011
7552,1868.42,24.3419,2990.79,4303.85,3397.88,9788,,,,,,24.3419
3136,1001.42,18.1604,3116.92,1464.57,3399.5,9789,,,,,,18.1604
324928,27595.8,85.2962,2763.57,1627.21,3435.07,9790,,,,,,85.2962
6656,1862.68,23.3384,2689.07,1689.14,3400.59,9791,,,,,,23.3384
1344,559.36,13.692,2226.19,1695.67,3394.17,9792,,,,,,13.692
1536,610.853,14.3152,3449.46,1747.1,3394.93,9793,,,,,,14.3152
1984,739.248,15.5901,3121.15,1752.52,3395.58,9794,,,,,,15.5901
15680,3067.76,31.0539,2447.98,1986.78,3401.71,9795,,,,,,31.0539
2560,893.981,16.9726,3355.76,2338.3,3399.43,9796,,,,,,16.9726
3264,1039.47,18.4042,3976.6,2743.81,3399.95,9797,,,,,,18.4042
19008,3440.72,33.1115,2481.46,2877.92,3405.69,9798,,,,,,33.1115
2496,865.253,16.8299,4023.37,3294.69,3396.57,9799,,,,,,16.8299
3264,1031.98,18.4042,3241.86,3801.69,3397.68,9800,,,,,,18.4042
2560,870.27,16.9726,2492.56,3832.7,3399.73,9801,,,,,,16.9726
2560,892.382,16.9726,4050.66,3973.5,3398.23,9802,,,,,,16.9726
1728,788.035,14.8884,2986.51,4040.88,3397.01,9803,,,,,,14.8884
4288,1236.18,20.1567,3488.21,4122.98,3398.63,9804,,,,,,20.1567
5760,1533.29,22.2403,4061.76,4124.88,3401.64,9805,,,,,,22.2403
1664,658.095,14.7023,2873.88,4154.18,3395.24,9806,,,,,,14.7023
1344,568.603,13.692,3978.58,4246.15,3397.41,9807,,,,,,13.692
2368,828.87,16.5372,2755.93,4257.26,3397.31,9808,,,,,,16.5372
1664,652.356,14.7023,2423.73,4336.03,3396.78,9809,,,,,,14.7023
1856,742.648,15.2473,3620.34,1475.93,3404.45,9810,,,,,,15.2473
1344,568.603,13.692,3819.15,1505.2,3401.22,9811,,,,,,13.692
1600,630.55,14.5113,2334.8,1699.26,3398.29,9812,,,,,,14.5113
1984,728.694,15.5901,3353.15,1795.49,3398.8,9813,,,,,,15.5901
3136,992.926,18.1604,3376.92,1883.43,3400.81,9814,,,,,,18.1604
2176,795.89,16.0776,2987.9,1976.51,3401.64,9815,,,,,,16.0776
1920,807.731,15.4206,2524.29,2065.64,3402.4,9816,,,,,,15.4206
29696,4674.29,38.4208,3892.35,2254.55,3415.22,9817,,,,,,38.4208
3840,1162.87,19.4287,3889.02,2360.37,3403.66,9818,,,,,,19.4287
10560,2316.35,27.22,3616.41,2676.31,3408.1,9819,,,,,,27.22
1728,703.692,14.8884,3996.59,2708.29,3401.6,9820,,,,,,14.8884
20480,3681.37,33.9451,3297.93,2992.49,3412.52,9821,,,,,,33.9451
5376,1450.2,21.7347,3171.67,3627.15,3402.46,9822,,,,,,21.7347
15424,3002.8,30.884,2453.99,3878.39,3410.83,9823,,,,,,30.884
1536,616.616,14.3152,2344.29,3953.94,3401.93,9824,,,,,,14.3152
1472,585.751,14.1136,2546.61,4207.45,3398.58,9825,,,,,,14.1136
3200,1008.22,18.2831,3304.24,4273.02,3402.69,9826,,,,,,18.2831
1728,685.259,14.8884,3558.22,4281.18,3401.6,9827,,,,,,14.8884
1536,703.588,14.3152,2402.12,4351.94,3407.93,9828,,,,,,14.3152
3840,1340.75,19.4287,3361.16,1517.37,3412.33,9829,,,,,,19.4287
2048,801.889,15.7559,2447.96,1683.73,3406.18,9830,,,,,,15.7559
5120,1429.84,21.3841,2805.46,1702.1,3406.23,9831,,,,,,21.3841
3904,1336.87,19.5361,3908.92,1799.37,3410.54,9832,,,,,,19.5361
157440,21767.5,66.9945,2438.2,1865.93,3434.89,9833,,,,,,66.9945
2496,1065.5,16.8299,2281.01,2031.51,3410.11,9834,,,,,,16.8299
2304,822.07,16.3868,2241.29,2277.99,3404.49,9835,,,,,,16.3868
2240,791.978,16.2337,2244.21,2298.76,3405.1,9836,,,,,,16.2337
1344,562.68,13.692,2246.58,2550.72,3401.79,9837,,,,,,13.692
1728,667.495,14.8884,2432.88,2947.55,3406.34,9838,,,,,,14.8884
1856,696.539,15.2473,3369.99,2974.83,3402.93,9839,,,,,,15.2473
57280,7746.23,47.8265,3134.79,3199.82,3422.41,9840,,,,,,47.8265
3072,998.073,18.036,4040.54,3669.02,3406.01,9841,,,,,,18.036
3520,1412.77,18.8733,2450.88,3681.43,3413.77,9842,,,,,,18.8733
2752,951.266,17.3867,3347.42,3838.54,3406.65,9843,,,,,,17.3867
77440,9180.47,52.8838,3395.96,3934.04,3429.37,9844,,,,,,52.8838
1792,693.624,15.07,3026.53,3950.25,3405.07,9845,,,,,,15.07
2944,965.917,17.782,3260.7,3970.23,3407.63,9846,,,,,,17.782
2368,833.586,16.5372,3272.58,3987.43,3406.28,9847,,,,,,16.5372
190080,17145.6,71.3366,2245.21,3981.98,3442.03,9848,,,,,,71.3366
1344,553.518,13.692,3035.34,4135.86,3402.74,9849,,,,,,13.692
2176,789.941,16.0776,3949.78,4251.93,3405.99,9850,,,,,,16.0776
6656,1688.77,23.3384,2402.57,1475.53,3415.93,9851,,,,,,23.3384
42688,6051.13,43.3613,3353.9,1600.67,3427.33,9852,,,,,,43.3613
16448,3850.46,31.5528,2692.73,1636.69,3419.99,9853,,,,,,31.5528
1984,729.284,15.5901,2949.41,1775.1,3407.45,9854,,,,,,15.5901
4096,1217.18,19.8512,4011.46,1848.42,3411.99,9855,,,,,,19.8512
2624,903.278,17.1128,4009.2,1932.57,3411.42,9856,,,,,,17.1128
1344,556.76,13.692,2653.62,2206.72,3406.55,9857,,,,,,13.692
4416,1522.26,20.3553,2678.55,2252.78,3413.25,9858,,,,,,20.3553
2496,987.751,16.8299,2462.24,2275.92,3410.32,9859,,,,,,16.8299
1344,550.065,13.692,2450.58,3003.1,3406.55,9860,,,,,,13.692
1920,715.64,15.4206,3186.56,3010.57,3407.6,9861,,,,,,15.4206
2624,878.869,17.1128,3252.32,3026.03,3408.98,9862,,,,,,17.1128
1472,585.751,14.1136,3282.96,3435.45,3406.58,9863,,,,,,14.1136
13888,2781.69,29.8227,2370.86,3532.28,3415.78,9864,,,,,,29.8227
1792,764.399,15.07,2615.1,3574.1,3406.93,9865,,,,,,15.07
2944,957.397,17.782,2976.52,3869.45,3410.5,9866,,,,,,17.782
13632,2784.5,29.6383,2624.76,4066.11,3417.13,9867,,,,,,29.6383
2688,900.596,17.2508,2787.15,4153.29,3409.12,9868,,,,,,17.2508
2176,784.073,16.0776,3973.54,4272.51,3409.52,9869,,,,,,16.0776
1792,685.207,15.07,2752.81,4316.67,3406.07,9870,,,,,,15.07
2304,942.875,16.3868,2804.85,1518.21,3419.49,9871,,,,,,16.3868
7616,1865.85,24.4105,3927.29,1569.46,3419.17,9872,,,,,,24.4105
2432,861.877,16.6848,2809.9,1659,3414.19,9873,,,,,,16.6848
1536,625.885,14.3152,3116.79,1681.44,3411.1,9874,,,,,,14.3152
1536,603.595,14.3152,2682.79,1826.94,3411.1,9875,,,,,,14.3152
2688,1064.42,17.2508,2845.05,1858.72,3417.03,9876,,,,,,17.2508
1536,610.853,14.3152,2386.96,1917.1,3411.26,9877,,,,,,14.3152
11904,2724.19,28.329,2387.15,1968.67,3418.07,9878,,,,,,28.329
1728,660.878,14.8884,4042.36,2106.81,3411.23,9879,,,,,,14.8884
1792,737.237,15.07,2220.24,2565.53,3413.79,9880,,,,,,15.07
1792,681.911,15.07,3355.24,2614.25,3411.93,9881,,,,,,15.07
2944,953.17,17.782,3897.13,3349.28,3415.11,9882,,,,,,17.782
1344,562.629,13.692,3526.38,3461.01,3411.88,9883,,,,,,13.692
2624,1076.76,17.1128,2692.71,3513.93,3418.44,9884,,,,,,17.1128
1600,628.645,14.5113,3906.64,3758.14,3411.41,9885,,,,,,14.5113
2816,951.29,17.5204,2389.41,3831.28,3415.57,9886,,,,,,17.5204
1408,574.576,13.906,3387.87,3838.92,3410.2,9887,,,,,,13.906
3136,1072.02,18.1604,3448.18,3900.41,3416.4,9888,,,,,,18.1604
1536,616.721,14.3152,2441.96,3964.44,3412.26,9889,,,,,,14.3152
1344,562.733,13.692,2271.72,4135.48,3413.22,9890,,,,,,13.692
7808,2512.44,24.6139,2747.68,4172.48,3417.19,9891,,,,,,24.6139
