duan.Label-Analysis(4),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,,,
1984,735.363,15.5901,2499.47,3702.72,3716.61,11958,,,,,,15.5901
1344,553.596,13.692,2731.72,3826.53,3714.36,11959,,,,,,13.692
5312,1657.74,21.6481,3098.52,3852.93,3721.63,11960,,,,,,21.6481
3776,1139.32,19.3202,3322.28,3845.27,3716.69,11961,,,,,,19.3202
4672,1329.3,20.7412,2261.86,3898.99,3718.66,11962,,,,,,20.7412
1984,772.896,15.5901,4056.5,3980.78,3716.48,11963,,,,,,15.5901
1344,556.76,13.692,2352.67,4011.67,3714.17,11964,,,,,,13.692
3072,996.784,18.036,3952.29,4103.85,3718.1,11965,,,,,,18.036
2752,938.033,17.3867,2688.17,4167.75,3719.58,11966,,,,,,17.3867
2496,852.451,16.8299,2550.03,4173.05,3717.5,11967,,,,,,16.8299
1408,574.602,13.906,3807.14,4247.65,3717.84,11968,,,,,,13.906
2816,962.39,17.5204,2306.59,4259.19,3717.84,11969,,,,,,17.5204
2880,938.269,17.6522,2892.56,4279.81,3716.53,11970,,,,,,17.6522
2112,771.43,15.9184,2505.87,4315.83,3716.14,11971,,,,,,15.9184
1408,595.531,13.906,2963.32,1496.74,3720.75,11972,,,,,,13.906
2688,925.135,17.2508,2478.96,1506.44,3722.26,11973,,,,,,17.2508
2112,816.948,15.9184,3231.32,1577.16,3720.02,11974,,,,,,15.9184
18304,3824.02,32.6976,2470.49,1591.55,3733.84,11975,,,,,,32.6976
1984,745.195,15.5901,2902.31,1722.46,3722.16,11976,,,,,,15.5901
3456,1312.59,18.7582,2931.62,1846.73,3720.93,11977,,,,,,18.7582
1792,691.103,15.07,2783.67,2001.1,3718.93,11978,,,,,,15.07
11776,2570.96,28.2271,2388.33,2188.73,3725.95,11979,,,,,,28.2271
1984,730.162,15.5901,2883.21,2206.07,3720.35,11980,,,,,,15.5901
2624,920.269,17.1128,3189.2,3587.69,3720.49,11981,,,,,,17.1128
6400,1641.42,23.0353,3354.36,3682.26,3727.37,11982,,,,,,23.0353
33920,5150.06,40.1624,2748.28,3717.38,3737.35,11983,,,,,,40.1624
2880,972.534,17.6522,3415.93,3723.28,3721.78,11984,,,,,,17.6522
2944,963.317,17.782,3052.61,3821.45,3722.06,11985,,,,,,17.782
2496,861.878,16.8299,2861.52,3853.77,3720.26,11986,,,,,,16.8299
15104,3249.55,30.6689,3071.5,3887.42,3729.9,11987,,,,,,30.6689
2240,804.489,16.2337,2471.64,4101.96,3720.07,11988,,,,,,16.2337
2048,754.436,15.7559,2326.33,4106.1,3719.31,11989,,,,,,15.7559
1344,671.378,13.692,3385.05,4162.34,3721.79,11990,,,,,,13.692
13120,2751.76,29.2625,4027.41,4205.6,3731.07,11991,,,,,,29.2625
2752,927.014,17.3867,3961.56,4231.75,3721.44,11992,,,,,,17.3867
1408,575.348,13.906,2930.96,4286.74,3720.93,11993,,,,,,13.906
14016,3033.03,29.9141,3090.72,4291.63,3730.15,11994,,,,,,29.9141
1536,637.755,14.3152,3493.29,1409.44,3725.6,11995,,,,,,14.3152
1920,797.383,15.4206,3814.42,1436.3,3725.33,11996,,,,,,15.4206
4800,1731.69,20.929,3125.36,1456.12,3736.21,11997,,,,,,20.929
1600,655.598,14.5113,2312.24,1541.82,3724.05,11998,,,,,,14.5113
2176,822.974,16.0776,2587.54,1554.28,3727.28,11999,,,,,,16.0776
2432,834.818,16.6848,3260.54,1581.42,3725.77,12000,,,,,,16.6848
12992,3264.77,29.1671,2923.63,1621.66,3732.13,12001,,,,,,29.1671
2368,840.099,16.5372,3804.04,1653.37,3723.04,12002,,,,,,16.5372
2496,981.698,16.8299,3406.65,1715,3730.21,12003,,,,,,16.8299
3136,1029.87,18.1604,2261.98,1728.41,3728.4,12004,,,,,,18.1604
73984,9239.39,52.0851,3379.27,1780.5,3745.16,12005,,,,,,52.0851
1472,604.158,14.1136,2609.74,1808.49,3723.11,12006,,,,,,14.1136
19904,3639.37,33.6238,3765.37,2034.92,3733.76,12007,,,,,,33.6238
3328,1037.67,18.5237,2965.11,2203.18,3728.39,12008,,,,,,18.5237
1536,620.096,14.3152,2521.62,2227.1,3723.76,12009,,,,,,14.3152
1600,639.74,14.5113,3402,2335.26,3727.25,12010,,,,,,14.5113
41152,5884.09,42.8349,3172.21,2684.76,3743.11,12011,,,,,,42.8349
3520,1135.22,18.8733,3218.88,2699.03,3730.2,12012,,,,,,18.8733
2176,795.168,16.0776,3089.19,2715.1,3726.93,12013,,,,,,16.0776
26112,4386.46,36.8084,3265.97,2889.38,3740.49,12014,,,,,,36.8084
2240,797.926,16.2337,3925.93,3746.76,3724.42,12015,,,,,,16.2337
1472,601.453,14.1136,3864.17,3904.49,3722.58,12016,,,,,,14.1136
1472,607.583,14.1136,2607.83,3940.49,3722.76,12017,,,,,,14.1136
1792,685.233,15.07,2516.67,3975.39,3726.65,12018,,,,,,15.07
8896,2300.75,25.7078,2481.17,4185.66,3731.19,12019,,,,,,25.7078
79488,8989.38,53.3459,3126.05,4213.2,3744.19,12020,,,,,,53.3459
2496,1014.65,16.8299,2932.49,4208.85,3727.34,12021,,,,,,16.8299
2368,840.688,16.5372,3115.5,4267.64,3724.01,12022,,,,,,16.5372
2176,795.969,16.0776,3987.9,4313.46,3723.4,12023,,,,,,16.0776
3584,1109.56,18.987,2488.17,4364.25,3727.93,12024,,,,,,18.987
1408,567.908,13.906,3826.77,1403.28,3727.11,12025,,,,,,13.906
1728,660.878,14.8884,2787.25,1459.7,3727.23,12026,,,,,,14.8884
1536,641.154,14.3152,2262.96,1479.94,3729.76,12027,,,,,,14.3152
6720,2123.57,23.413,2262.92,1510.72,3741.41,12028,,,,,,23.413
1664,645.74,14.7023,2370.8,1579.41,3727.7,12029,,,,,,14.7023
1472,585.751,14.1136,2618.96,1606.75,3727.28,12030,,,,,,14.1136
3712,1140.87,19.2104,3177.92,1676.41,3730.03,12031,,,,,,19.2104
1472,589.205,14.1136,2482.61,1710.41,3727.11,12032,,,,,,14.1136
1536,764.375,14.3152,2435.62,1731.6,3732.43,12033,,,,,,14.3152
7744,1856.3,24.5465,2235.02,1796.43,3733.01,12034,,,,,,24.5465
1408,580.368,13.906,2964.59,1878.19,3727.66,12035,,,,,,13.906
1344,556.76,13.692,2272.67,1898.53,3727.69,12036,,,,,,13.692
1856,703.744,15.2473,2341.03,2174.83,3728.86,12037,,,,,,15.2473
1728,660.878,14.8884,3006.66,2662.51,3727.23,12038,,,,,,14.8884
5952,1585.43,22.4848,2334.48,2954.2,3736.35,12039,,,,,,22.4848
4352,1409.29,20.2565,3470.66,3440.34,3732.17,12040,,,,,,20.2565
10304,2914.77,26.9983,3957.91,3814.23,3738.81,12041,,,,,,26.9983
1472,602.358,14.1136,2678.96,3817.36,3730.41,12042,,,,,,14.1136
5632,1746.72,22.0744,2955.14,3816.33,3739.75,12043,,,,,,22.0744
1920,718.346,15.4206,3822.96,3878.44,3730.13,12044,,,,,,15.4206
1344,562.655,13.692,3011.34,3974.34,3729.6,12045,,,,,,13.692
4032,1195.88,19.7473,3242.77,3981.01,3730.17,12046,,,,,,19.7473
1472,594.941,14.1136,3223.3,4203.97,3727.11,12047,,,,,,14.1136
2624,904.076,17.1128,2495.44,4267.1,3728.69,12048,,,,,,17.1128
4032,1192.07,19.7473,2444.04,4284.12,3730.3,12049,,,,,,19.7473
3520,1257.34,18.8733,2258.52,1649.94,3736.68,12050,,,,,,18.8733
1728,660.826,14.8884,2538.96,1811.25,3732.71,12051,,,,,,14.8884
2496,846.714,16.8299,2948.49,1822.08,3732.78,12052,,,,,,16.8299
1856,700.397,15.2473,3231.65,1850.55,3731.48,12053,,,,,,15.2473
1472,592.341,14.1136,3379.83,1968.84,3730.06,12054,,,,,,14.1136
5824,1549.99,22.3224,2363.57,1998.53,3735.59,12055,,,,,,22.3224
5760,1548.14,22.2403,2291.22,2077.81,3737.29,12056,,,,,,22.2403
1984,729.337,15.5901,2198.96,2095.62,3733.38,12057,,,,,,15.5901
1600,645.479,14.5113,2912.56,2112.06,3732.85,12058,,,,,,14.5113
1984,728.774,15.5901,2323.09,2162.72,3732.74,12059,,,,,,15.5901
39808,5681.21,42.3634,2487.19,2327.9,3747.4,12060,,,,,,42.3634
3136,1118.67,18.1604,2366.3,2350.12,3735.18,12061,,,,,,18.1604
1920,714.434,15.4206,2583.36,2403.5,3733.73,12062,,,,,,15.4206
1728,660.983,14.8884,2934.81,3027.4,3734.04,12063,,,,,,14.8884
4672,1544.64,20.7412,3104.87,3530.83,3735.86,12064,,,,,,20.7412
24000,4055.12,35.788,3778.84,3685.12,3746.17,12065,,,,,,35.788
2944,981.697,17.782,2708.96,3919.02,3735.37,12066,,,,,,17.782
3648,1375.44,19.0994,3267.52,3977.56,3735.91,12067,,,,,,19.0994
3008,995.343,17.9099,2591.81,3984.21,3732.38,12068,,,,,,17.9099
1344,580.392,13.692,2348.1,4019.29,3732.84,12069,,,,,,13.692
1664,649.73,14.7023,2868.19,4026.64,3734.47,12070,,,,,,14.7023
4480,1483.77,20.4531,3169.76,4134.87,3735.85,12071,,,,,,20.4531
3072,1005.52,18.036,3236.04,4187.02,3732.93,12072,,,,,,18.036
3648,1118.82,19.0994,2913.9,4233.21,3734.16,12073,,,,,,19.0994
3392,1068.05,18.6417,2456.62,4234.5,3736.29,12074,,,,,,18.6417
2432,850.061,16.6848,2437.9,4246.58,3732.51,12075,,,,,,16.6848
3392,1145.14,18.6417,2524.62,4270.5,3731.61,12076,,,,,,18.6417
108608,11419.3,59.1954,3558.44,1426,3759.82,12077,,,,,,59.1954
5312,1913.48,21.6481,2469.8,1469.42,3738.74,12078,,,,,,21.6481
6272,1896.41,22.8807,3204.63,1474.9,3744.56,12079,,,,,,22.8807
1344,565.949,13.692,2426.96,1523.67,3734.93,12080,,,,,,13.692
1920,718.267,15.4206,3201.89,1679.1,3737.33,12081,,,,,,15.4206
2560,886.364,16.9726,2510.66,1787.2,3740.43,12082,,,,,,16.9726
1664,652.329,14.7023,2162.8,1942.95,3737.09,12083,,,,,,14.7023
1728,667.522,14.8884,3540.29,1939.4,3738.04,12084,,,,,,14.8884
3328,1068.93,18.5237,3858.65,2144.33,3739.85,12085,,,,,,18.5237
1856,833.018,15.2473,2495.37,2155.79,3737.83,12086,,,,,,15.2473
1344,581.297,13.692,2540.67,2303.29,3734.55,12087,,,,,,13.692
3520,1112.93,18.8733,2949.57,3203.61,3739,12088,,,,,,18.8733
1344,565.151,13.692,3228.67,3730.91,3736.84,12089,,,,,,13.692
1536,616.776,14.3152,3296.96,3731.1,3737.93,12090,,,,,,14.3152
6016,1568.79,22.5651,2411.55,3844.04,3739.7,12091,,,,,,22.5651
2048,754.384,15.7559,2456.46,3877.48,3737.18,12092,,,,,,15.7559
2304,905.981,16.3868,3123.18,3907.88,3740.6,12093,,,,,,16.3868
1664,655.494,14.7023,3538.34,3988.18,3735.85,12094,,,,,,14.7023
2816,939.605,17.5204,2957.23,4072.28,3738.66,12095,,,,,,17.5204
1344,553.596,13.692,3650.77,4161.96,3734.74,12096,,,,,,13.692
6272,2191.56,22.8807,3784.83,1405.27,3748.12,12097,,,,,,22.8807
5824,1535.81,22.3224,3293.59,1550.71,3742.54,12098,,,,,,22.3224
3648,1114.19,19.0994,2492.22,1624.79,3743.63,12099,,,,,,19.0994
1472,601.636,14.1136,2283.3,1707.97,3738.93,12100,,,,,,14.1136
31424,4906.32,39.152,3153.66,1756.74,3754.73,12101,,,,,,39.152
1664,724.267,14.7023,2452.03,1776.8,3747.24,12102,,,,,,14.7023
3520,1108.29,18.8733,2989.5,1798.96,3742.86,12103,,,,,,18.8733
1472,607.349,14.1136,2924.17,1964.32,3742.24,12104,,,,,,14.1136
5888,1601.15,22.4039,3018.87,2026.06,3746.19,12105,,,,,,22.4039
6464,1632.18,23.1118,3019,2110.75,3744.63,12106,,,,,,23.1118
10816,2395.06,27.4382,3577.82,2335.34,3749.32,12107,,,,,,27.4382
2112,769.04,15.9184,2930.71,2752.19,3741.48,12108,,,,,,15.9184
3072,987.882,18.036,3281.29,2776.35,3742.68,12109,,,,,,18.036
361536,34048.6,88.3862,2694.7,3150.55,3793.47,12110,,,,,,88.3862
1472,658.409,14.1136,3263.83,3778.41,3741.54,12111,,,,,,14.1136
2560,939.525,16.9726,2960.76,3924,3741.93,12112,,,,,,16.9726
3008,980.414,17.9099,3843.98,3941.4,3744.72,12113,,,,,,17.9099
1984,740.144,15.5901,3310.44,4017.04,3739.19,12114,,,,,,15.5901
6272,1621.62,22.8807,2462.06,4015.96,3746.48,12115,,,,,,22.8807
2048,759.533,15.7559,3845.33,4074.73,3742.56,12116,,,,,,15.7559
4224,1230.2,20.0559,3221.99,4140.13,3742.26,12117,,,,,,20.0559
1600,637.008,14.5113,4005.2,4211.26,3741.49,12118,,,,,,14.5113
1344,562.68,13.692,3654.38,4222.15,3738.74,12119,,,,,,13.692
2560,873,16.9726,3225.26,4252.1,3739.93,12120,,,,,,16.9726
1344,576.915,13.692,2960.86,4380.25,3739.69,12121,,,,,,13.692
1344,571.896,13.692,3738.58,1343.1,3744.65,12122,,,,,,13.692
1792,685.285,15.07,2981.24,1415.82,3742.93,12123,,,,,,15.07
1472,620.123,14.1136,2503.83,1460.32,3743.8,12124,,,,,,14.1136
1600,622.028,14.5113,2990.8,1459.26,3746.13,12125,,,,,,14.5113
6336,1630.15,22.9583,2999.12,1647.99,3747.74,12126,,,,,,22.9583
1792,688.501,15.07,2500.24,1712.1,3744.93,12127,,,,,,15.07
10304,3000.76,26.9983,3309.61,1746.61,3752.22,12128,,,,,,26.9983
1344,569.35,13.692,2555.53,1746.91,3744.84,12129,,,,,,13.692
1600,627.766,14.5113,2933.52,1883.42,3742.61,12130,,,,,,14.5113
1408,585.489,13.906,2911.87,1939.1,3746.39,12131,,,,,,13.906
5504,1540.57,21.9058,2202.58,2046.31,3750.88,12132,,,,,,21.9058
23296,4066.47,35.4346,2844.99,2212.11,3756.47,12133,,,,,,35.4346
1344,562.707,13.692,2380.29,3262.53,3742.93,12134,,,,,,13.692
1792,687.78,15.07,2666.81,3262.25,3746.79,12135,,,,,,15.07
1984,736.752,15.5901,2983.47,3707.49,3746.42,12136,,,,,,15.5901
9856,2302.71,26.6012,2452.62,3905.18,3749.35,12137,,,,,,26.6012
1344,562.655,13.692,3180.67,3927.48,3744.26,12138,,,,,,13.692
9216,2580.2,26.0125,2830.76,3989.38,3756.6,12139,,,,,,26.0125
3136,1025.05,18.1604,3187.53,4042.04,3744.65,12140,,,,,,18.1604
1984,816.976,15.5901,3134.7,4096.14,3743.96,12141,,,,,,15.5901
2560,875.549,16.9726,3810.26,4172.5,3744.43,12142,,,,,,16.9726
1472,593.113,14.1136,2982.96,4171.28,3744.67,12143,,,,,,14.1136
6464,1633.21,23.1118,3235.27,4230.79,3748.63,12144,,,,,,23.1118
6400,2285.17,23.0353,4016.64,4243.1,3753.29,12145,,,,,,23.0353
4416,1434.21,20.3553,2923.77,4257.07,3743.34,12146,,,,,,20.3553
1344,560.106,13.692,2319.15,4263.67,3744.84,12147,,,,,,13.692
1792,678.747,15.07,3630.53,4266.67,3745.36,12148,,,,,,15.07
2496,884.713,16.8299,3456.8,1330.38,3751.34,12149,,,,,,16.8299
6592,2313.42,23.2634,3731.54,1439.06,3758.74,12150,,,,,,23.2634
4288,1249.49,20.1567,3599.61,1465.31,3752.36,12151,,,,,,20.1567
2240,795.941,16.2337,2557.81,1473.85,3749.56,12152,,,,,,16.2337
1408,596.383,13.906,3172.96,1478.74,3749.84,12153,,,,,,13.906
10880,2670.13,27.4922,2311.52,1524.82,3754.06,12154,,,,,,27.4922
14976,3532.55,30.582,2611.67,1521.6,3764.16,12155,,,,,,30.582
2496,871.015,16.8299,3436.49,1521.67,3750.32,12156,,,,,,16.8299
3968,1203.27,19.6422,3182.25,1712.72,3752.87,12157,,,,,,19.6422
3136,1167.56,18.1604,2517.73,1886.61,3751.91,12158,,,,,,18.1604
60672,8509.29,48.7525,3048.62,1901.33,3773.78,12159,,,,,,48.7525
4416,1302.93,20.3553,2479.83,1950.18,3752.84,12160,,,,,,20.3553
1664,648.983,14.7023,2795.73,1967.41,3747.39,12161,,,,,,14.7023
1600,634.486,14.5113,2790.16,1997.18,3749.17,12162,,,,,,14.5113
13440,2844.94,29.4985,2219.05,2005.18,3758.8,12163,,,,,,29.4985
3584,1099.51,18.987,2189.81,2068.96,3751.65,12164,,,,,,18.987
3200,1044.29,18.2831,2660.48,2127.66,3750.69,12165,,,,,,18.2831
12160,2555.13,28.5307,2172.6,2188.28,3758.34,12166,,,,,,28.5307
5312,1461.17,21.6481,3178.72,2222.38,3753,12167,,,,,,21.6481
2176,804.359,16.0776,2750.02,2239.22,3749.64,12168,,,,,,16.0776
8320,1960.18,25.1406,2662.16,2377.87,3754.62,12169,,,,,,25.1406
1728,675.991,14.8884,2147.55,2462.36,3750.49,12170,,,,,,14.8884
3072,1002.14,18.036,2631.71,2528.19,3752.35,12171,,,,,,18.036
1408,572.003,13.906,3135.14,3661.65,3747.11,12172,,,,,,13.906
3392,1127.08,18.6417,2969.82,3674.27,3750.78,12173,,,,,,18.6417
8320,2494.29,25.1406,2952.59,3848.67,3756.69,12174,,,,,,25.1406
1344,559.281,13.692,3946.39,3881.77,3747.88,12175,,,,,,13.692
81408,11653.8,53.772,3508.79,3902.88,3771.21,12176,,,,,,53.772
6720,2100.44,23.413,2604.4,3926.3,3754.51,12177,,,,,,23.413
6976,2068.34,23.7066,2964.57,3955.58,3754.38,12178,,,,,,23.7066
2048,751.248,15.7559,2463.58,4063.35,3747.56,12179,,,,,,15.7559
2816,939.684,17.5204,2595.77,4061.38,3750.02,12180,,,,,,17.5204
2240,798.463,16.2337,3157.58,4177.85,3748.19,12181,,,,,,16.2337
5504,1605.47,21.9058,3293.89,4237.75,3751.77,12182,,,,,,21.9058
1344,629.128,13.692,2561.81,4260.44,3751.5,12183,,,,,,13.692
1472,619.376,14.1136,2300.35,4280.32,3749.71,12184,,,,,,14.1136
3840,1318.43,19.4287,2928.16,4288.3,3748.46,12185,,,,,,19.4287
2560,1003.48,16.9726,2580.16,1553.9,3754.63,12186,,,,,,16.9726
1472,589.205,14.1136,3015.65,1579.45,3751.11,12187,,,,,,14.1136
1408,574.602,13.906,2219.5,1658.56,3752.2,12188,,,,,,13.906
3776,1147.36,19.3202,3021.26,1744.53,3756.49,12189,,,,,,19.3202
1472,610.054,14.1136,2265.74,1762.41,3752.84,12190,,,,,,14.1136
3776,1150.23,19.3202,2935.97,1856.8,3755.81,12191,,,,,,19.3202
1472,599.01,14.1136,2874.96,1860.84,3754.06,12192,,,,,,14.1136
1920,726.552,15.4206,2499.76,2127.64,3755.6,12193,,,,,,15.4206
1856,712.161,15.2473,2205.44,2164.07,3751.07,12194,,,,,,15.2473
4224,1302.21,20.0559,3557.38,2173.83,3757.6,12195,,,,,,20.0559
12608,2615.84,28.8768,2237.25,2581.95,3763.07,12196,,,,,,28.8768
1408,580.55,13.906,2453.68,2670.56,3751.11,12197,,,,,,13.906
3904,1174.46,19.5361,2352.86,2875.43,3758.14,12198,,,,,,19.5361
1728,676.684,14.8884,2771.55,3062.21,3751.97,12199,,,,,,14.8884
32960,5010.24,39.7798,3600.71,3235.34,3769.32,12200,,,,,,39.7798
2368,844.01,16.5372,2512.47,3288.08,3755.26,12201,,,,,,16.5372
1856,720.762,15.2473,2375.51,3344.21,3752.72,12202,,,,,,15.2473
15936,3164.47,31.222,3009.56,3508.76,3765.05,12203,,,,,,31.222
2944,981.004,17.782,3938.78,3545.8,3754.06,12204,,,,,,17.782
1856,700.37,15.2473,3159.65,3566.28,3754.66,12205,,,,,,15.2473
6912,1939.02,23.6339,3883.73,3614.29,3756.89,12206,,,,,,23.6339
4864,1392.84,21.0216,3148.9,3784.73,3755.3,12207,,,,,,21.0216
2752,927.814,17.3867,2533.19,3832.22,3755.12,12208,,,,,,17.3867
2304,813.169,16.3868,3094.96,3940.1,3753.04,12209,,,,,,16.3868
114496,13005.5,60.2463,3954.26,3965.47,3776.55,12210,,,,,,60.2463
5760,1643.24,22.2403,4020.47,3994.75,3755.91,12211,,,,,,22.2403
1664,643.035,14.7023,2523.11,4015.87,3751.39,12212,,,,,,14.7023
1472,592.393,14.1136,2947.83,4114.23,3752.67,12213,,,,,,14.1136
2752,1031.83,17.3867,2439.61,4121.15,3752.79,12214,,,,,,17.3867
1600,631.349,14.5113,2682,4162.62,3752.21,12215,,,,,,14.5113
1664,766.949,14.7023,3738.34,4198.03,3754.32,12216,,,,,,14.7023
1344,586.367,13.692,3628.48,4197.39,3752.46,12217,,,,,,13.692
1344,554.237,13.692,2718.77,4249.39,3750.93,12218,,,,,,13.692
1856,706.239,15.2473,3498.4,4329.31,3752.17,12219,,,,,,15.2473
4480,1340.01,20.4531,4007.76,4359.22,3754.7,12220,,,,,,20.4531
1600,631.322,14.5113,3050.16,4390.3,3753.01,12221,,,,,,14.5113
10880,3632.5,27.4922,2417.99,1486.44,3763.64,12222,,,,,,27.4922
1984,783.993,15.5901,2583.34,1488.39,3758.8,12223,,,,,,15.5901
4544,1312.23,20.5501,2351.01,1578.65,3762.2,12224,,,,,,20.5501
3328,1064.76,18.5237,2274.49,1593.41,3759.01,12225,,,,,,18.5237
1664,649.677,14.7023,2932.03,1600.64,3754.62,12226,,,,,,14.7023
7360,1998.06,24.1338,2905.04,1626.3,3761.16,12227,,,,,,24.1338
1728,667.521,14.8884,3266.51,1626.07,3755.97,12228,,,,,,14.8884
5568,1492.32,21.9904,3086.63,1654.78,3762.98,12229,,,,,,21.9904
2304,816.948,16.3868,2969.96,1873.99,3756.26,12230,,,,,,16.3868
6912,1749.08,23.6339,2392.85,1878.4,3761.23,12231,,,,,,23.6339
7552,2003.77,24.3419,2551.06,2194.09,3772.15,12232,,,,,,24.3419
3136,1000.94,18.1604,3005.24,2214.12,3756.81,12233,,,,,,18.1604
1792,687.887,15.07,3443.67,2348.1,3756.07,12234,,,,,,15.07
2048,766.36,15.7559,3379.71,2836.6,3759.68,12235,,,,,,15.7559
80896,12394.1,53.659,3649.55,3288.14,3778.1,12236,,,,,,53.659
1536,621.976,14.3152,2395.46,3427.77,3758.93,12237,,,,,,14.3152
3200,1011.36,18.2831,3769.52,3455.26,3757.49,12238,,,,,,18.2831
1600,631.139,14.5113,3159.76,3596.86,3757.49,12239,,,,,,14.5113
3072,987.109,18.036,2568.96,3837.94,3759.76,12240,,,,,,18.036
2048,751.142,15.7559,3424.46,3844.1,3757.18,12241,,,,,,15.7559
8512,2032.25,25.3325,3870.48,3904.28,3761.61,12242,,,,,,25.3325
1728,772.897,14.8884,3121.18,3933.18,3758.49,12243,,,,,,14.8884
3328,1392.14,18.5237,2257.8,3960.33,3763.93,12244,,,,,,18.5237
2176,781.472,16.0776,2864.6,3981.34,3757.52,12245,,,,,,16.0776
1472,652.893,14.1136,2318.78,3988.49,3755.97,12246,,,,,,14.1136
1664,639.871,14.7023,2751.26,4127.1,3755.55,12247,,,,,,14.7023
55040,7693.22,47.1947,2344.8,4178.5,3772.57,12248,,,,,,47.1947
3136,1003.51,18.1604,2905.73,1389.39,3760.97,12249,,,,,,18.1604
1792,697.796,15.07,3609.1,1383.96,3760.93,12250,,,,,,15.07
2368,816.228,16.5372,3120.36,1421.26,3761.63,12251,,,,,,16.5372
2944,990.221,17.782,2814.09,1447.54,3762.93,12252,,,,,,17.782
8256,1979.67,25.0759,3003.11,1553.52,3767.43,12253,,,,,,25.0759
4928,1598.52,21.1134,2918.07,1680.25,3765.01,12254,,,,,,21.1134
142464,13372,64.7991,3076.13,1698.21,3787.82,12255,,,,,,64.7991
1984,741.797,15.5901,2373.02,1748.39,3760.35,12256,,,,,,15.5901
1472,616.695,14.1136,3582.09,1748.32,3758.76,12257,,,,,,14.1136
3776,1272.29,19.3202,2283.02,1782.22,3765.03,12258,,,,,,19.3202
3840,1187.18,19.4287,3035.76,1782.5,3763.73,12259,,,,,,19.4287
1600,642.21,14.5113,2314.8,1899.58,3762.61,12260,,,,,,14.5113
1792,687.649,15.07,3689.53,2005.39,3760.5,12261,,,,,,15.07
1920,714.92,15.4206,2218.02,2135.24,3760.53,12262,,,,,,15.4206
2048,751.274,15.7559,2322.83,2166.98,3762.43,12263,,,,,,15.7559
20864,3737.57,34.156,3114.99,2539.58,3774.94,12264,,,,,,34.156
3264,1019.29,18.4042,3916.21,3424.99,3762.3,12265,,,,,,18.4042
2240,798.463,16.2337,3201.24,3540.02,3761.56,12266,,,,,,16.2337
2752,933.658,17.3867,3088.82,3605.06,3760.79,12267,,,,,,17.3867
10176,2337.36,26.886,3740.74,3867.53,3767.96,12268,,,,,,26.886
6144,1599.66,22.724,2943.83,3884.31,3767.18,12269,,,,,,22.724
2176,778.125,16.0776,3073.54,3920.87,3761.4,12270,,,,,,16.0776
3200,1097.5,18.2831,2577.92,3935.5,3761.09,12271,,,,,,18.2831
3328,1073.17,18.5237,3758.34,4023.64,3761.62,12272,,,,,,18.5237
2048,757.012,15.7559,3186.08,4026.6,3762.06,12273,,,,,,15.7559
3648,1117.36,19.0994,2464.85,4040.16,3763.35,12274,,,,,,19.0994
1472,595.636,14.1136,3484,4074.23,3760.32,12275,,,,,,14.1136
9664,2177.92,26.4273,3834.32,4130.28,3766.72,12276,,,,,,26.4273
3136,1184.5,18.1604,3475.04,4134.69,3759.26,12277,,,,,,18.1604
3264,1037.72,18.4042,3848.37,4190.16,3761.13,12278,,,,,,18.4042
2624,912.491,17.1128,2459.83,4212.66,3763.13,12279,,,,,,17.1128
1920,721.509,15.4206,3994.82,4297.1,3760.26,12280,,,,,,15.4206
7488,1860.03,24.2729,3396.46,1427,3771.55,12281,,,,,,24.2729
2368,964.523,16.5372,3182.85,1456.62,3770.39,12282,,,,,,16.5372
1856,714.172,15.2473,2591.37,1470.69,3767.07,12283,,,,,,15.2473
9344,2392.77,26.1323,3231.5,1507.54,3770.88,12284,,,,,,26.1323
1984,729.259,15.5901,2952.5,1605.55,3762.16,12285,,,,,,15.5901
1664,646.409,14.7023,2950.03,1705.56,3764.93,12286,,,,,,14.7023
3776,1168.83,19.3202,3181.33,1782.7,3767.81,12287,,,,,,19.3202
1472,601.479,14.1136,2996,1875.1,3764.32,12288,,,,,,14.1136
1792,832.913,15.07,2493.81,1885.53,3770.79,12289,,,,,,15.07
1472,585.751,14.1136,2242.96,1906.75,3762.93,12290,,,,,,14.1136
1408,573.672,13.906,3707.32,1906.38,3762.93,12291,,,,,,13.906
2112,765.771,15.9184,2807.8,1952.92,3765.84,12292,,,,,,15.9184
5952,1589.23,22.4848,2388.85,1972.82,3769.68,12293,,,,,,22.4848
303552,24094.7,83.3831,2340.1,1991.27,3806.24,12294,,,,,,83.3831
1728,670.814,14.8884,2897.62,2111.1,3766.04,12295,,,,,,14.8884
11072,2414.89,27.653,3118.33,2154.8,3773.59,12296,,,,,,27.653
7104,1781.56,23.8507,2982.34,2189.26,3769.02,12297,,,,,,23.8507
14208,2869.05,30.05,2406.61,2253.86,3776.75,12298,,,,,,30.05
2880,978.275,17.6522,2267.05,3215.19,3766.66,12299,,,,,,17.6522
6656,1673.55,23.3384,3499.61,3271.49,3769.01,12300,,,,,,23.3384
96064,10366.6,56.8226,3850.91,3399.98,3792.31,12301,,,,,,56.8226
2112,792.409,15.9184,3095.93,3885.53,3765.48,12302,,,,,,15.9184
8128,1925.17,24.9457,2948.53,4033.43,3768.19,12303,,,,,,24.9457
2112,871.095,15.9184,2602.84,4079.35,3767.3,12304,,,,,,15.9184
