chushi.resampled.Label-Analysis,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,
21888,3971.02,34.7058,2417.88,1722.49,5945.22,15995,,,34.7058
1344,550.065,13.692,2470.96,1810.72,5934.55,15996,,,13.692
1792,681.911,15.07,2722.96,1918.53,5937.65,15997,,,15.07
1728,660.852,14.8884,2471.25,1976.44,5935.23,15998,,,14.8884
1344,655.599,13.692,3531.53,2560.44,5937.22,15999,,,13.692
6080,1585.4,22.6448,2326.66,3754.89,5939.73,16000,,,22.6448
15168,3017.96,30.7121,3238.74,3963.36,5944.79,16001,,,30.7121
5632,1538.69,22.0744,2907.05,4093.33,5940.11,16002,,,22.0744
4288,1238.11,20.1567,2959.31,4254.98,5936.66,16003,,,20.1567
1536,613.348,14.3152,2328.12,4264.77,5935.76,16004,,,14.3152
1792,681.937,15.07,3290.53,2106.25,5939.22,16005,,,15.07
2752,936.821,17.3867,2422.77,2262.82,5944.14,16006,,,17.3867
3072,1149.31,18.036,2445.71,2297.6,5948.76,16007,,,18.036
2368,831.444,16.5372,4040.9,2904.18,5939.47,16008,,,16.5372
9024,2071.64,25.8305,3224.46,3477.74,5945.34,16009,,,25.8305
24256,4096.85,35.9148,3906.96,4053.45,5952.05,16010,,,35.9148
1344,556.76,13.692,2224.1,4099.67,5939.31,16011,,,13.692
2496,870.321,16.8299,3094.85,4272.33,5941.39,16012,,,16.8299
1920,714.972,15.4206,3163.89,4479.37,5939.46,16013,,,15.4206
3456,1094.1,18.7582,2340.14,1198.95,5945.97,16014,,,18.7582
21888,4177.36,34.7058,3585.76,2182.66,5961.05,16015,,,34.7058
2368,817.081,16.5372,3909.12,3560.72,5944.12,16016,,,16.5372
4544,1622.28,20.5501,2829.83,4120.4,5946.76,16017,,,20.5501
40832,7173.39,42.7236,2286.29,1386.78,5966.44,16018,,,42.7236
2560,888.779,16.9726,2671.06,2160.4,5947.53,16019,,,16.9726
1536,676.763,14.3152,3914.29,3700.77,5947.93,16020,,,14.3152
5504,1493.92,21.9058,3186.77,4221.85,5954.51,16021,,,21.9058
49600,8973.33,45.5856,2605.33,1571.16,5976.12,16022,,,45.5856
1408,574.576,13.906,2855.87,1635.65,5950.2,16023,,,13.906
17408,4199.99,32.1551,2572.9,1784.87,5960.48,16024,,,32.1551
44736,6168.8,44.0439,2600.04,2130.9,5967.33,16025,,,44.0439
2560,897.197,16.9726,2888.66,2291,5956.03,16026,,,16.9726
2368,822.895,16.5372,3685.33,3920.4,5952.88,16027,,,16.5372
10496,3117.77,27.1649,2707.76,4361.05,5960.37,16028,,,27.1649
1664,643.114,14.7023,3062.8,1308.18,5955.24,16029,,,14.7023
2048,747.127,15.7559,2539.08,1817.35,5955.31,16030,,,15.7559
3264,1275.05,18.4042,3191.9,1885.46,5967.64,16031,,,18.4042
1728,667.469,14.8884,3275.4,2297.03,5954.64,16032,,,14.8884
1472,601.506,14.1136,2753.22,3738.75,5955.45,16033,,,14.1136
22976,3964.1,35.2716,3997.5,3802.07,5966.13,16034,,,35.2716
1.37E+06,83860.6,137.773,3161.92,3964.96,6024.79,16035,,,137.773
131072,13184.1,63.0237,3760.08,4522.36,5989.7,16036,,,63.0237
1408,574.497,13.906,2311.32,1588.01,5958.57,16037,,,13.906
45376,6374.28,44.253,3963.17,1668.87,5975.12,16038,,,44.253
9984,2250.24,26.7158,3235.83,1671.28,5967.7,16039,,,26.7158
2112,799.157,15.9184,3680.41,1961.53,5960.14,16040,,,15.9184
3456,1138.36,18.7582,3357.85,2110.14,5963.15,16041,,,18.7582
678336,50977.2,109.014,3519.34,2838.45,6008.95,16042,,,109.014
34816,5181.25,40.5129,3408.68,3265.58,5975.64,16043,,,40.5129
9728,2152.82,26.4855,3649.09,3877.08,5968.75,16044,,,26.4855
11328,2495.39,27.8645,2901.33,4002.88,5968.54,16045,,,27.8645
118720,12870.9,60.9783,2276.99,4060.78,5986.93,16046,,,60.9783
2560,873.641,16.9726,2897.26,4140.4,5961.23,16047,,,16.9726
1536,617.724,14.3152,2862.79,4250.94,5958.76,16048,,,14.3152
3456,1072.79,18.7582,3497.33,4349.7,5964.41,16049,,,18.7582
1792,695.247,15.07,3507.24,4380.39,5960.07,16050,,,15.07
2112,789.143,15.9184,2293.99,4465.53,5961.36,16051,,,15.9184
146304,16015.7,65.3761,3741.44,1263.42,5990.78,16052,,,65.3761
4864,1372.32,21.0216,2933.64,1390.73,5966.14,16053,,,21.0216
5248,1426.31,21.5608,3029.69,1783.59,5969.81,16054,,,21.5608
1728,666.748,14.8884,2306.81,1874.36,5963.52,16055,,,14.8884
1664,661.441,14.7023,2592.65,2058.8,5964.32,16056,,,14.7023
6144,1595.46,22.724,2683.29,2352.52,5969.1,16057,,,22.724
9408,2171.84,26.1919,3238.03,2480.16,5968.7,16058,,,26.1919
9024,2152.45,25.8305,3835.64,3146.05,5969.77,16059,,,25.8305
3136,1014.01,18.1604,4080.26,3474.37,5964.56,16060,,,18.1604
1920,936.9,15.4206,3911.76,3713.37,5965.33,16061,,,15.4206
2176,778.125,16.0776,3916.72,3888.87,5965.52,16062,,,16.0776
1664,658.095,14.7023,3146.34,4217.1,5966.32,16063,,,14.7023
7488,2286.33,24.2729,2883.09,1549.22,5974.73,16064,,,24.2729
5184,1421.78,21.4728,3563.06,1906.26,5971.92,16065,,,21.4728
1536,612.629,14.3152,2278.79,2030.27,5966.26,16066,,,14.3152
12224,3029.06,28.5806,3264.72,4101.45,5980.08,16067,,,28.5806
1536,606.759,14.3152,2938.29,4182.77,5966.93,16068,,,14.3152
1344,562.602,13.692,3496.1,4188.44,5966.36,16069,,,13.692
90752,11558.8,55.7553,3974.18,4166.16,5994.95,16070,,,55.7553
1408,580.498,13.906,3238.59,4204.01,5968.93,16071,,,13.906
20032,3568.36,33.6958,2588.57,4231.56,5979.61,16072,,,33.6958
5888,1580.4,22.4039,2793.13,4416.36,5972.93,16073,,,22.4039
3648,1339.59,19.0994,3087.59,1507.24,5974.02,16074,,,19.0994
2048,751.248,15.7559,2587.58,1495.35,5974.31,16075,,,15.7559
1920,723.283,15.4206,2921.62,1503.37,5975.2,16076,,,15.4206
15744,3569.39,31.0961,3149.59,1651.09,5983.55,16077,,,31.0961
3584,1119.49,18.987,2355.96,1728.39,5975.86,16078,,,18.987
12352,2871.06,28.68,2573.88,1757.59,5978.77,16079,,,28.68
6592,1685.08,23.2634,2808.55,1948.15,5974.89,16080,,,23.2634
15552,3007.31,30.9691,2577,3691.04,5979.52,16081,,,30.9691
11776,2859.36,28.2271,3546.72,3720.97,5977.56,16082,,,28.2271
35968,5417.4,40.9549,2853.93,3879.22,5984.46,16083,,,40.9549
1472,595.636,14.1136,2300,4107.97,5972.32,16084,,,14.1136
2240,783.22,16.2337,3652.56,4320.7,5973.33,16085,,,16.2337
7360,2213.08,24.1338,3455.79,4388.39,5975.21,16086,,,24.1338
2240,795.835,16.2337,3121.7,1621.27,5976.42,16087,,,16.2337
1664,646.488,14.7023,3430.49,1650.33,5975.24,16088,,,14.7023
70400,14123.9,51.23,3073.96,1698.91,5996.86,16089,,,51.23
1728,663.452,14.8884,3841.92,1703.1,5974.64,16090,,,14.8884
5760,1533.82,22.2403,3769.8,1914.84,5978.98,16091,,,22.2403
15296,3586.23,30.7983,3046.14,1908.09,5988.02,16092,,,30.7983
6208,1666.34,22.8026,2790.79,3543.89,5983.43,16093,,,22.8026
6144,1614.8,22.724,2861.91,3598.02,5979.76,16094,,,22.724
2560,909.918,16.9726,3122.66,3758.1,5977.13,16095,,,16.9726
128768,13419.4,62.6522,2546.29,3879.29,6007.67,16096,,,62.6522
4672,1425.07,20.7412,2544.27,4015.43,5980.08,16097,,,20.7412
28864,6295.34,38.0586,2704.39,4180.54,5993.73,16098,,,38.0586
1664,646.434,14.7023,3143.26,4191.87,5975.39,16099,,,14.7023
1728,666.694,14.8884,2318.22,4226.51,5974.49,16100,,,14.8884
17536,3933.42,32.2337,4019.23,4265.2,5990.77,16101,,,32.2337
1600,640.434,14.5113,2817.36,1617.98,5980.37,16102,,,14.5113
5056,1416.4,21.2946,3939.97,2053.48,5982.93,16103,,,21.2946
111680,12632.7,59.7483,3279.56,2074.21,6002.14,16104,,,59.7483
1920,712.371,15.4206,3459.22,2087.37,5979.2,16105,,,15.4206
2048,753.746,15.7559,3800.46,2528.6,5978.93,16106,,,15.7559
2048,729.952,15.7559,2636.96,2961.1,5980.93,16107,,,15.7559
124288,14899.8,61.917,2776.29,3261.03,6005.95,16108,,,61.917
3904,1173.43,19.5361,2802.43,3430.71,5981.23,16109,,,19.5361
48768,6608.33,45.3293,3572.86,3432.74,5996.81,16110,,,45.3293
8448,1993.7,25.2688,3769.65,3798.68,5987.51,16111,,,25.2688
3904,1183.32,19.5361,3597.32,3821.2,5984.24,16112,,,19.5361
1664,651.4,14.7023,3479.26,4024.03,5979.24,16113,,,14.7023
5504,1650.17,21.9058,2840.63,4156.96,5984.65,16114,,,21.9058
4416,1291.99,20.3553,4056.35,4383.39,5983.4,16115,,,20.3553
2432,830.619,16.6848,2368.22,1593.1,5985.67,16116,,,16.6848
1984,735.953,15.5901,2369.02,1712.26,5982.93,16117,,,15.5901
2432,849.208,16.6848,3160.85,1958.68,5984.19,16118,,,16.6848
2304,813.628,16.3868,3429.4,2520.77,5985.82,16119,,,16.3868
6784,1721.8,23.4871,3320.39,2537.63,5991.01,16120,,,23.4871
1344,562.655,13.692,3817.24,3491.48,5985.6,16121,,,13.692
20736,3706.1,34.086,3623.88,4017.51,5995.78,16122,,,34.086
2880,945.5,17.6522,3013.27,4130.66,5984.18,16123,,,17.6522
3968,1187.95,19.6422,2910.89,4287.88,5988.29,16124,,,19.6422
1408,574.603,13.906,3154.41,4297.83,5982.39,16125,,,13.906
1472,589.74,14.1136,2602.96,1796.32,5986.76,16126,,,14.1136
1792,691.049,15.07,2665.53,1812.82,5987.07,16127,,,15.07
33408,5203.89,39.9593,2675.1,1957.39,6003.11,16128,,,39.9593
4224,1239.5,20.0559,4038.71,2322.13,5991.6,16129,,,20.0559
3328,1053.82,18.5237,3145.26,2643.41,5992.32,16130,,,18.5237
28992,4775.55,38.1148,2953.82,3411.61,5999.58,16131,,,38.1148
3904,1204.86,19.5361,3759.28,3443.23,5991.72,16132,,,19.5361
7168,1780.63,23.9221,2602.1,3792.64,5993.07,16133,,,23.9221
2368,831.604,16.5372,4055.28,3958.35,5989.09,16134,,,16.5372
1344,556.76,13.692,2224.67,4187.67,5987.69,16135,,,13.692
3456,1328.03,18.7582,3159.55,4248.88,5990.78,16136,,,18.7582
80576,12171.6,53.5882,3811.8,4365.79,6007.48,16137,,,53.5882
3264,1021.73,18.4042,3505.07,4527.42,5988.89,16138,,,18.4042
8832,2046.53,25.646,3029.36,1210.2,5998.84,16139,,,25.646
3200,1004.82,18.2831,3147.44,1245.1,5993.65,16140,,,18.2831
1600,625.243,14.5113,3825.68,1479.26,5990.93,16141,,,14.5113
1408,577.019,13.906,2887.68,1666.56,5990.93,16142,,,13.906
7296,1845.82,24.0637,3118.22,1842.4,5998.9,16143,,,24.0637
1344,554.237,13.692,2589.24,2186.91,5990.93,16144,,,13.692
17792,3332.24,32.3898,3639.66,2647.97,6000.31,16145,,,32.3898
37248,5527.21,41.4351,3870.11,2853.25,6008.57,16146,,,41.4351
99328,11205.9,57.459,2875.97,3524.46,6017.47,16147,,,57.459
16000,3331.16,31.2637,2718.56,3813.34,6002.2,16148,,,31.2637
4480,1324.97,20.4531,3298.21,3910.82,5993.22,16149,,,20.4531
5312,1455.27,21.6481,2683.44,3934.77,5998.21,16150,,,21.6481
404288,39790.9,91.7411,3635.48,4434.76,6025.97,16151,,,91.7411
3264,1116.04,18.4042,3509.31,1303.34,5996.42,16152,,,18.4042
2048,750.526,15.7559,3842.71,1360.1,5995.06,16153,,,15.7559
22528,3885.24,35.0409,3836.54,1955.3,6006.95,16154,,,35.0409
1344,565.07,13.692,2536.67,1969.01,5994.74,16155,,,13.692
1344,553.49,13.692,2631.34,2022.91,5995.69,16156,,,13.692
2688,930.205,17.2508,2943.91,4033.2,5998.93,16157,,,17.2508
13824,3234.61,29.7768,2993.2,1457.94,6007.56,16158,,,29.7768
16512,3131.07,31.5937,3117.25,1560.5,6007.46,16159,,,31.5937
6400,1643.66,23.0353,2195.2,1688.5,6003.13,16160,,,23.0353
2752,918.493,17.3867,3025.1,1932.22,6003.95,16161,,,17.3867
20224,3620.69,33.8031,3362.7,2766.17,6009.84,16162,,,33.8031
7040,1897.33,23.7789,2749.5,3870.12,6002.68,16163,,,23.7789
44672,6558.48,44.0229,4015.01,3892.73,6014.71,16164,,,44.0229
128448,13560.6,62.6003,3121.28,4200.63,6028.34,16165,,,62.6003
2112,772.256,15.9184,2889.5,1373.65,6006.08,16166,,,15.9184
2944,1191.89,17.782,3582.43,1429.02,6009.97,16167,,,17.782
1536,673.336,14.3152,3021.62,2126.44,6009.6,16168,,,14.3152
3328,1047.53,18.5237,3365.42,2299.18,6007.85,16169,,,18.5237
19776,3673.61,33.5516,2435.6,2925.61,6014.03,16170,,,33.5516
2304,843.955,16.3868,2483.18,3752.44,6003.15,16171,,,16.3868
26048,4476.56,36.7783,3540.29,3932.86,6013.69,16172,,,36.7783
2368,842.49,16.5372,3915.5,3976.94,6003.15,16173,,,16.5372
2368,834.685,16.5372,3219.82,4288.83,6005.31,16174,,,16.5372
26624,4356.97,37.0474,2914.09,4379.11,6015.8,16175,,,37.0474
9856,2249.44,26.6012,2642.83,1306.71,6014.57,16176,,,26.6012
4224,1244.7,20.0559,2407.93,1712.92,6011.48,16177,,,20.0559
9536,2179.3,26.3101,3054.04,1995.69,6015.58,16178,,,26.3101
224448,20758.1,75.4002,3958.87,4029.46,6042.22,16179,,,75.4002
1664,655.599,14.7023,2927.73,4239.26,6009.39,16180,,,14.7023
1408,580.366,13.906,2233.87,4267.47,6007.84,16181,,,13.906
2944,1197.06,17.782,2998.52,4306.41,6010.32,16182,,,17.782
27072,5264.25,37.2541,2966.21,4347.34,6020.22,16183,,,37.2541
14848,3060.18,30.4946,2683.11,1443.15,6022.03,16184,,,30.4946
1664,649.73,14.7023,3640.65,1455.26,6011.7,16185,,,14.7023
2816,947.223,17.5204,2809.23,1585.19,6014.66,16186,,,17.5204
2816,927.762,17.5204,2761.14,1954.65,6012.66,16187,,,17.5204
11072,2384.02,27.653,3325.94,4154.2,6019.58,16188,,,27.653
3712,1130.62,19.2104,2918.47,4269.65,6013.55,16189,,,19.2104
1856,702.893,15.2473,3441.16,1740.9,6016.45,16190,,,15.2473
4544,1302.42,20.5501,3652.7,2082.48,6019.04,16191,,,20.5501
32256,5276.01,39.4946,3252.65,3010.98,6031.67,16192,,,39.4946
12480,2569.72,28.7788,2363.37,3978.28,6022.87,16193,,,28.7788
8448,1986.63,25.2688,2821.41,4038.31,6023.84,16194,,,25.2688
70848,8633.58,51.3385,3796.79,4129.2,6039.51,16195,,,51.3385
2112,768.134,15.9184,3109.26,4543.71,6018.81,16196,,,15.9184
9792,2233.71,26.5435,2440.81,1282.97,6026.23,16197,,,26.5435
2688,899.85,17.2508,2789.24,1951.86,6020.07,16198,,,17.2508
81088,9218.64,53.7015,2705.4,2421.24,6042.07,16199,,,53.7015
20288,3643.16,33.8387,2677.67,3980.55,6032.13,16200,,,33.8387
29312,5347.75,38.2545,3356.23,1465.21,6041.69,16201,,,38.2545
1408,643.703,13.906,2566.41,1663.65,6025.3,16202,,,13.906
1984,735.927,15.5901,2434.31,3095.75,6024.09,16203,,,15.5901
26560,5107.43,37.0177,3235.62,3380.75,6035.43,16204,,,37.0177
5248,1751.76,21.5608,2330.22,3632.57,6033.61,16205,,,21.5608
1664,646.434,14.7023,2384.49,4206.8,6022.47,16206,,,14.7023
8384,2040.69,25.2049,3781.15,4229.12,6031.08,16207,,,25.2049
28032,5625.35,37.6893,3438.97,4518.13,6039.7,16208,,,37.6893
60672,7659.67,48.7525,3779.04,1637.33,6044.69,16209,,,48.7525
80768,12250.4,53.6307,3394.9,1724.67,6059,16210,,,53.6307
1344,568.471,13.692,2674.38,1793.39,6028.07,16211,,,13.692
1344,553.596,13.692,3228.1,1834.91,6026.74,16212,,,13.692
2624,904.744,17.1128,2861.98,2472.27,6030.35,16213,,,17.1128
11648,2461.38,28.1245,3385,2599.76,6034.03,16214,,,28.1245
13632,2793.77,29.6383,2931.86,3099.35,6038.59,16215,,,29.6383
1792,690.486,15.07,3769.96,3103.67,6027.79,16216,,,15.07
3072,1011.31,18.036,3018.62,3251.1,6029.43,16217,,,18.036
2240,783.22,16.2337,2921.36,4300.7,6029.33,16218,,,16.2337
5824,1544.74,22.3224,2965.11,1143.67,6034.4,16219,,,22.3224
2432,855.078,16.6848,3222.96,1348.89,6033.77,16220,,,16.6848
2944,969.16,17.782,2216.78,1403.45,6036.24,16221,,,17.782
28416,5624.44,37.8607,2476.59,1506.31,6046.1,16222,,,37.8607
1664,664.068,14.7023,3730.8,1748.64,6032.93,16223,,,14.7023
22272,4812.59,34.9076,3639.9,1827.13,6043.23,16224,,,34.9076
5888,1907.06,22.4039,3729.57,2617.28,6038.5,16225,,,22.4039
9216,2389.52,26.0125,2897.46,3243.55,6038.43,16226,,,26.0125
2944,974.335,17.782,2592.78,3488.67,6032.67,16227,,,17.782
4928,1384.57,21.1134,3498.28,3923.93,6036.07,16228,,,21.1134
2944,984.861,17.782,3501.65,4191.1,6034.24,16229,,,17.782
26688,4358.28,37.0771,3327.5,1206.33,6048.91,16230,,,37.0771
1344,559.255,13.692,3394,1292.44,6035.5,16231,,,13.692
4608,1332.21,20.6461,3839.35,1872.88,6041.88,16232,,,20.6461
2944,966.664,17.782,3692.61,2633.36,6038.93,16233,,,17.782
1408,580.473,13.906,2206.41,3696.19,6034.39,16234,,,13.906
43136,6428.39,43.5125,3581.17,3745.54,6053.42,16235,,,43.5125
3392,1159.53,18.6417,2919.03,4407.03,6041.72,16236,,,18.6417
312960,23204.2,84.2358,2969.43,4544.84,6072.88,16237,,,84.2358
3904,1221.47,19.5361,2827.48,1094.91,6045.03,16238,,,19.5361
158528,18191,67.1484,2741.07,1214.18,6075.08,16239,,,67.1484
2432,863.731,16.6848,3306.01,1315.52,6040.3,16240,,,16.6848
1536,619.218,14.3152,2836.96,1379.94,6039.43,16241,,,14.3152
1536,622.538,14.3152,3082.12,1449.27,6039.26,16242,,,14.3152
279936,24967,81.1621,3578.53,1609.57,6078.39,16243,,,81.1621
1472,598.984,14.1136,2741.39,1614.93,6039.45,16244,,,14.1136
10432,2357.53,27.1096,2199.23,1624.5,6048.23,16245,,,27.1096
2304,817.026,16.3868,2862.07,1769.33,6040.38,16246,,,16.3868
1344,550.065,13.692,3775.34,1875.1,6038.55,16247,,,13.692
1856,702.972,15.2473,3261.71,1947.93,6038.52,16248,,,15.2473
3072,988.936,18.036,2957.21,1949.6,6040.93,16249,,,18.036
12608,2626.6,28.8768,2340.99,2417.28,6046.59,16250,,,28.8768
1536,604.158,14.3152,3495.96,3295.1,6038.93,16251,,,14.3152
2368,831.471,16.5372,2821.88,4081.81,6041.42,16252,,,16.5372
2048,746.996,15.7559,3552.96,4183.85,6038.68,16253,,,15.7559
3584,1113.41,18.987,3049.6,1447.6,6047.79,16254,,,18.987
2624,903.25,17.1128,3045.3,1808.27,6046.83,16255,,,17.1128
3264,1031.13,18.4042,3207.98,1908.12,6045.05,16256,,,18.4042
48320,6954.69,45.1901,3853.16,3557.71,6063.67,16257,,,45.1901
8512,2159.66,25.3325,3286.2,4106.47,6049.1,16258,,,25.3325
10240,2733.62,26.9422,2422.63,1361.5,6059.16,16259,,,26.9422
3136,1101.73,18.1604,2614.96,1409.39,6047.75,16260,,,18.1604
10816,2370.06,27.4382,3234.48,1939.01,6055.29,16261,,,27.4382
5760,1576.8,22.2403,3755.27,2003.19,6052.13,16262,,,22.2403
2112,795.759,15.9184,3271.8,2217.89,6048.87,16263,,,15.9184
31488,5013.47,39.1786,3848.23,2603.93,6061.31,16264,,,39.1786
2176,791.873,16.0776,4031.07,2687.69,6049.64,16265,,,16.0776
236352,24085.6,76.7103,3541.42,4045.72,6088.73,16266,,,76.7103
8384,2000.6,25.2049,3211.35,4075.59,6053.4,16267,,,25.2049
3968,1211.69,19.6422,3700.05,4185.49,6050.03,16268,,,19.6422
6016,1576.51,22.5651,2645.89,4224.46,6050.89,16269,,,22.5651
11328,3616.11,27.8645,3994.62,4264.87,6072.72,16270,,,27.8645
1984,739.248,15.5901,2335.99,4325.68,6047.58,16271,,,15.5901
25600,4176.1,36.5663,3615.12,1259.15,6066.84,16272,,,36.5663
72384,10394.5,51.7068,2826.48,1829.4,6072.77,16273,,,51.7068
1856,699.65,15.2473,3620.47,2130.55,6052.03,16274,,,15.2473
4288,1257.44,20.1567,3006.66,3191.22,6055.29,16275,,,20.1567
181184,17160.8,70.2059,2680.1,4346.69,6083.8,16276,,,70.2059
8640,2089.81,25.4588,2915.34,1281.62,6062.72,16277,,,25.4588
2944,965.787,17.782,2564.35,1523.8,6056.84,16278,,,17.782
1536,613.374,14.3152,2602.96,1595.6,6056.1,16279,,,14.3152
3200,1007.32,18.2831,3287.12,1756.62,6057.33,16280,,,18.2831
2496,1046.4,16.8299,2651.16,1906.28,6058.32,16281,,,16.8299
83328,9726.57,54.1915,3079.01,2007.49,6077.93,16282,,,54.1915
83840,12693.9,54.3022,2708.66,2609.24,6082.24,16283,,,54.3022
5376,1476.97,21.7347,2560.15,2919.06,6059.03,16284,,,21.7347
72704,8535.59,51.7829,3553.15,4319.23,6074.63,16285,,,51.7829
3200,1197.19,18.2831,2953.04,4354.54,6063.81,16286,,,18.2831
8128,1979.13,24.9457,2956.72,1233.62,6067.91,16287,,,24.9457
226048,20347.2,75.5789,3283.48,1349.65,6098.7,16288,,,75.5789
8576,2019.55,25.3958,2757.73,1385.64,6066.99,16289,,,25.3958
123264,12634.5,61.7465,3197.03,1674.88,6084.6,16290,,,61.7465
9920,2233.45,26.6586,3910.16,1726.33,6065.33,16291,,,26.6586
136576,13621.7,63.8938,2385.31,1877.98,6093.11,16292,,,63.8938
10944,2372.69,27.546,2968.78,1889.49,6067.77,16293,,,27.546
1408,574.498,13.906,3548.96,2150.38,6059.66,16294,,,13.906
4800,1357.05,20.929,3219.86,2158.3,6062.72,16295,,,20.929
1344,562.575,13.692,3317.81,3161.2,6058.55,16296,,,13.692
8960,2085.41,25.7693,2731.7,3200.39,6068.62,16297,,,25.7693
69376,8680.16,50.9804,3649.95,3420.84,6080.57,16298,,,50.9804
2880,948.075,17.6522,2348.91,3428.88,6062.22,16299,,,17.6522
1920,724.004,15.4206,3041.89,4079.9,6060.4,16300,,,15.4206
70208,8372.96,51.1834,3497.77,4181.43,6077.6,16301,,,51.1834
1728,660.958,14.8884,3934.07,4231.4,6058.78,16302,,,14.8884
2560,882.086,16.9726,3003.36,4304.8,6062.13,16303,,,16.9726
1728,674.98,14.8884,3455.85,4344.29,6062.49,16304,,,14.8884
1536,622.721,14.3152,3508.46,4564.27,6058.76,16305,,,14.3152
2176,787.471,16.0776,2567.78,4618.04,6062.11,16306,,,16.0776
2816,1059.4,17.5204,3254.59,1119.1,6064.02,16307,,,17.5204
1408,582.968,13.906,2701.68,1426.19,6061.84,16308,,,13.906
2368,946.943,16.5372,3997.55,1602.78,6064.77,16309,,,16.5372
2176,792.621,16.0776,2934.13,1957.34,6066.23,16310,,,16.0776
1984,823.106,15.5901,4080.12,2622.97,6065.25,16311,,,15.5901
1472,593.115,14.1136,3709.22,2914.93,6062.58,16312,,,14.1136
71872,8611.15,51.5846,3715.64,2992.87,6082.72,16313,,,51.5846
6976,1917.13,23.7066,3096.24,3372.9,6069.24,16314,,,23.7066
2496,863.809,16.8299,2861.62,3818.9,6064.88,16315,,,16.8299
4544,1444.52,20.5501,3211.58,3906.54,6073.13,16316,,,20.5501
6208,1613.51,22.8026,3186.96,4159.64,6067.01,16317,,,22.8026
2496,865.171,16.8299,2911.06,4389.46,6064.16,16318,,,16.8299
28288,4571.04,37.8037,3753.54,1210.61,6081.57,16319,,,37.8037
1472,594.785,14.1136,2189.91,1819.1,6066.41,16320,,,14.1136
3008,960.823,17.9099,3517.34,1888.72,6070.93,16321,,,17.9099
2240,799.21,16.2337,3704.56,2025.62,6069.67,16322,,,16.2337
3200,1023.33,18.2831,3073.92,2640.3,6069.57,16323,,,18.2831
2496,864.558,16.8299,2421.52,3742.08,6067.65,16324,,,16.8299
3136,1013.26,18.1604,3888.75,3908.41,6068.97,16325,,,18.1604
3776,1175.13,19.3202,2840.24,4014.83,6072.22,16326,,,19.3202
1408,567.908,13.906,2914.41,4027.28,6066.75,16327,,,13.906
6656,1674.09,23.3384,2708.99,4070.8,6072.82,16328,,,23.3384
205440,18617,73.2086,3915.6,4201.91,6097.72,16329,,,73.2086
76992,12536.5,52.7816,3097.6,1237.04,6093.86,16330,,,52.7816
38848,6314.62,42.0201,2230.58,1348.82,6086.36,16331,,,42.0201
6592,1716.44,23.2634,3760.04,1563.61,6075.75,16332,,,23.2634
4288,1238,20.1567,2609.11,1931.04,6074.51,16333,,,20.1567
16640,3608.06,31.6751,3540.6,3366.67,6080.38,16334,,,31.6751
2624,882.964,17.1128,2951.64,3537.74,6072.59,16335,,,17.1128
5120,1523.48,21.3841,3785.71,3673.25,6075.78,16336,,,21.3841
10368,2334.94,27.054,2486.02,4181.89,6077.03,16337,,,27.054
3136,1004.82,18.1604,3499.77,4329.55,6072.16,16338,,,18.1604
3712,1174.07,19.2104,3877.99,1346,6078.59,16339,,,19.2104
1472,593.113,14.1136,2666.78,1406.75,6076.67,16340,,,14.1136
1536,610.853,14.3152,2634.96,2045.6,6074.93,16341,,,14.3152
80576,10692.4,53.5882,3480.54,2559.45,6099.27,16342,,,53.5882
10368,2290.81,27.054,2628.56,3478.39,6083.33,16343,,,27.054
46464,6975.07,44.6039,3585.26,3639.19,6091.23,16344,,,44.6039
29376,4677.12,38.2823,2294.22,3760.44,6089.87,16345,,,38.2823
1472,604.8,14.1136,3161.57,3863.45,6076.5,16346,,,14.1136
4672,1325.82,20.7412,3098.96,4150.94,6079.15,16347,,,20.7412
5312,1488.12,21.6481,2855.49,4265.51,6080.43,16348,,,21.6481
3840,1172.71,19.4287,3343.16,4569.9,6078.86,16349,,,19.4287
3328,1053.07,18.5237,3199.73,4596.64,6076.47,16350,,,18.5237
694144,43610.4,109.854,3470.81,1193.42,6133.41,16351,,,109.854
9216,2120.63,26.0125,2371.68,1332.24,6086.49,16352,,,26.0125
2816,951.475,17.5204,3950.05,1576.28,6080.57,16353,,,17.5204
4288,1251.37,20.1567,2967.2,1922.51,6081.32,16354,,,20.1567
4992,1384.78,21.2044,3022.14,2035.21,6086.32,16355,,,21.2044
9024,2116.26,25.8305,2982.08,2706.34,6086.28,16356,,,25.8305
3264,1082.31,18.4042,2839.35,3272.51,6080.42,16357,,,18.4042
6592,1691.36,23.2634,4044.94,3652.93,6084.02,16358,,,23.2634
31744,4867.16,39.2845,3748.56,4108.22,6093.72,16359,,,39.2845
47552,6484.27,44.9494,2837.44,4178.25,6094.57,16360,,,44.9494
1728,667.547,14.8884,3471.25,4293.03,6079.52,16361,,,14.8884
4160,1234.16,19.9541,2961.73,4337.87,6082.81,16362,,,19.9541
3072,991.564,18.036,3528.79,1128.77,6084.93,16363,,,18.036
8128,1952.18,24.9457,4011.43,1630.47,6092.07,16364,,,24.9457
2432,852.478,16.6848,3775.48,1726.05,6084.3,16365,,,16.6848
10624,2322.46,27.2749,3916.55,2100.93,6090.21,16366,,,27.2749
