chushi.resampled.Label-Analysis,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,
4288,1277.39,20.1567,2960.51,4030.51,4476.13,11505,,,20.1567
1536,628.591,14.3152,4053.46,4059.27,4471.43,11506,,,14.3152
1664,651.346,14.7023,3501.73,4086.18,4470.78,11507,,,14.7023
2240,940.995,16.2337,4075.53,4249.16,4473.45,11508,,,16.2337
4544,1318.3,20.5501,2843.18,4290.09,4475.72,11509,,,20.5501
2432,862.467,16.6848,2447.27,4342.79,4474.3,11510,,,16.6848
2240,801.037,16.2337,2576.67,4346.07,4474.93,11511,,,16.2337
1792,676.095,15.07,3338.53,1507.53,4474.79,11512,,,15.07
1536,616.668,14.3152,3284.96,1685.1,4474.26,11513,,,14.3152
1728,670.225,14.8884,2657.62,1775.25,4474.19,11514,,,14.8884
66560,8017.61,50.2811,3919.05,1794,4496.35,11515,,,50.2811
2560,900.546,16.9726,2402.66,1896.6,4478.73,11516,,,16.9726
1664,666.537,14.7023,2809.73,1974.03,4478.16,11517,,,14.7023
3456,1073.44,18.7582,3082.29,2212.95,4476.86,11518,,,18.7582
2496,852.556,16.8299,3225.73,2320.95,4476.57,11519,,,16.8299
1344,560.108,13.692,2949.24,2359.29,4474.17,11520,,,13.692
8384,2007.07,25.2049,3627.17,2706.74,4481.19,11521,,,25.2049
27008,4336.12,37.2247,2937.12,3206.46,4488,11522,,,37.2247
1984,741.848,15.5901,2203.73,3907.36,4478.03,11523,,,15.5901
26432,4318.45,36.9582,2534.9,3911.98,4488.05,11524,,,36.9582
1728,667.363,14.8884,3877.03,3957.62,4476.12,11525,,,14.8884
23360,3953.37,35.467,3458.23,4048.51,4486.72,11526,,,35.467
1536,613.376,14.3152,2454.12,4271.94,4474.93,11527,,,14.3152
6400,1638.67,23.0353,3431.08,4311.86,4480.17,11528,,,23.0353
2944,984.272,17.782,2914,1582.93,4481.11,11529,,,17.782
2560,861.104,16.9726,3864.66,1617.9,4480.13,11530,,,16.9726
12032,2519.21,28.4302,2622.34,1628.23,4486.21,11531,,,28.4302
223168,18180.5,75.2566,2378.75,1849.39,4512.72,11532,,,75.2566
31040,7054.65,38.9919,2980.39,1927.99,4499.89,11533,,,38.9919
7616,1854.83,24.4105,3290.05,1944.82,4484.88,11534,,,24.4105
1920,718.057,15.4206,2977.09,1972.97,4481.2,11535,,,15.4206
2944,965.865,17.782,2576.78,2235.1,4480.41,11536,,,17.782
2560,986.9,16.9726,2491.16,2393.1,4480.83,11537,,,16.9726
3392,1166.81,18.6417,2509.9,2484.99,4483.76,11538,,,18.6417
22144,3794.57,34.8406,2712.3,2872.49,4490.71,11539,,,34.8406
50688,6761.72,45.9165,3618.28,3360.73,4495.58,11540,,,45.9165
142528,14402.9,64.8088,3440.42,3670.34,4508.76,11541,,,64.8088
2112,778.098,15.9184,2554.35,3703.47,4482.45,11542,,,15.9184
1344,625.86,13.692,3218.58,3901.01,4481.41,11543,,,13.692
2304,819.548,16.3868,2209.4,4135.1,4482.26,11544,,,16.3868
1408,580.366,13.906,3275.68,4231.1,4481.66,11545,,,13.906
1600,724.004,14.5113,3070.48,4390.62,4484.85,11546,,,14.5113
3904,1182.8,19.5361,3318.69,1565.66,4488.24,11547,,,19.5361
134720,12932.8,63.603,3598.9,1767.45,4509,11548,,,63.603
6144,1588.97,22.724,3000.71,1779.64,4487.22,11549,,,22.724
2304,830.927,16.3868,3106.73,1791.1,4486.6,11550,,,16.3868
2112,811.078,15.9184,2595.08,1997.04,4486.08,11551,,,15.9184
1344,559.361,13.692,3017.62,2114.53,4484.07,11552,,,13.692
2304,805.158,16.3868,3072.51,2160.77,4484.71,11553,,,16.3868
4480,1336.92,20.4531,2420.27,2263.22,4484.13,11554,,,20.4531
1984,733.456,15.5901,2590.57,2283.62,4486.67,11555,,,15.5901
3712,1151.47,19.2104,3270.4,2344.28,4487.41,11556,,,19.2104
1984,780.672,15.5901,3139.73,2464.91,4484.09,11557,,,15.5901
97344,11389,57.0738,3776.31,3011.79,4506.56,11558,,,57.0738
68928,9716.95,50.8705,2313.04,3655.39,4514.18,11559,,,50.8705
2752,940.221,17.3867,2566.96,3883.38,4484.33,11560,,,17.3867
2304,853.944,16.3868,3494.62,3985.66,4485.71,11561,,,16.3868
21824,3752.43,34.672,2735.62,4068.87,4496.14,11562,,,34.672
302912,24897.8,83.3245,3549.8,4174.89,4518.77,11563,,,83.3245
10368,2269.14,27.054,3139.82,4220.61,4491.87,11564,,,27.054
1600,634.513,14.5113,3774.8,4320.86,4483.89,11565,,,14.5113
3968,1249.85,19.6422,2558.7,1428.07,4489.06,11566,,,19.6422
2560,885.433,16.9726,2967.26,1449.2,4490.33,11567,,,16.9726
2560,872.921,16.9726,3185.96,1765.9,4488.93,11568,,,16.9726
1792,687.859,15.07,3715.53,1822.96,4488.5,11569,,,15.07
1984,743.569,15.5901,2963.34,1881.55,4487.19,11570,,,15.5901
2816,926.19,17.5204,3942.41,2028.92,4489.11,11571,,,17.5204
4224,1244.44,20.0559,3111.5,2195.35,4492.57,11572,,,20.0559
2432,850.062,16.6848,2997.17,3521.84,4487.56,11573,,,16.6848
21760,3768.82,34.6381,2587.09,3553.13,4499.97,11574,,,34.6381
1408,696.76,13.906,3105.32,3580.56,4492.2,11575,,,13.906
1600,639.531,14.5113,3108.24,3810.14,4488.85,11576,,,14.5113
11776,2643.94,28.2271,3069.41,3982.06,4494.8,11577,,,28.2271
3648,1137.1,19.0994,4043.66,4052.23,4491,11578,,,19.0994
4608,1572.57,20.6461,2414.85,4151.71,4495.6,11579,,,20.6461
13120,2776.46,29.2625,3727.68,4180.8,4496.57,11580,,,29.2625
1792,807.603,15.07,3147.24,1399.1,4493.36,11581,,,15.07
2368,820.373,16.5372,3053.77,1413.26,4493.2,11582,,,16.5372
28544,4546.45,37.9174,2422.33,1491.96,4504.59,11583,,,37.9174
159744,15299.5,67.3197,2849.03,1782.14,4521.17,11584,,,67.3197
1728,670.789,14.8884,2348.44,1985.33,4491.38,11585,,,14.8884
65536,8138.56,50.0219,2803.85,2065.78,4512.99,11586,,,50.0219
4160,1232.72,19.9541,2239.94,2218.67,4494.38,11587,,,19.9541
4352,1292.74,20.2565,2874.96,2338.22,4495.46,11588,,,20.2565
1984,745.117,15.5901,3385.02,2657.81,4493.9,11589,,,15.5901
1536,621.766,14.3152,3334.12,2689.44,4493.6,11590,,,14.3152
1536,604.158,14.3152,2470.96,2920.1,4490.93,11591,,,14.3152
5696,1499.35,22.1577,2654.91,3119.42,4494.89,11592,,,22.1577
173184,17758.6,69.1571,3070.73,3362.02,4524.77,11593,,,69.1571
1536,618.419,14.3152,2953.79,3471.1,4491.76,11594,,,14.3152
1408,580.393,13.906,3374.41,3512.19,4493.11,11595,,,13.906
3456,1102.42,18.7582,2518.14,3840.14,4494.04,11596,,,18.7582
1728,775.445,14.8884,2565.77,3827.84,4499.82,11597,,,14.8884
1536,615.949,14.3152,2932.79,3957.94,4490.1,11598,,,14.3152
5504,1474.66,21.9058,2908.12,4007.61,4494.98,11599,,,21.9058
1408,567.908,13.906,3599.14,4010.56,4490.75,11600,,,13.906
1408,589.584,13.906,3839.5,1420.01,4494.57,11601,,,13.906
7424,1815.49,24.2036,3365.23,1464.52,4498.76,11602,,,24.2036
3136,1041.69,18.1604,3124.51,1491.76,4498.2,11603,,,18.1604
2368,831.444,16.5372,3689.44,1641.81,4496.12,11604,,,16.5372
1344,562.708,13.692,2344.48,1766.53,4493.79,11605,,,13.692
14016,2800.43,29.9141,3973.24,2355.61,4506.37,11606,,,29.9141
1472,599.035,14.1136,2935.65,2604.67,4495.11,11607,,,14.1136
1984,739.169,15.5901,2367.34,3294.97,4497.9,11608,,,15.5901
16960,3207.12,31.8769,3843.82,3587.25,4506.86,11609,,,31.8769
9280,2084.41,26.0725,3185.14,3741.23,4505.03,11610,,,26.0725
1408,577.873,13.906,3111.32,3913.28,4495.11,11611,,,13.906
1920,720.71,15.4206,3132.29,3918.04,4495.06,11612,,,15.4206
1664,639.845,14.7023,4030.34,4023.1,4494.93,11613,,,14.7023
1920,826.138,15.4206,3868.42,4035.64,4496,11614,,,15.4206
1792,730.004,15.07,3094.24,4076.25,4497.65,11615,,,15.07
1536,604.158,14.3152,3121.96,4243.1,4494.93,11616,,,14.3152
12928,2653.86,29.1191,3629.67,4288.65,4503.57,11617,,,29.1191
1728,789.142,14.8884,2592.29,4337.77,4501.89,11618,,,14.8884
5504,1487.87,21.9058,2489.42,4371.85,4500.28,11619,,,21.9058
1664,646.384,14.7023,3392.96,1391.1,4498.93,11620,,,14.7023
1344,573.646,13.692,3311.15,1654.53,4499.69,11621,,,13.692
1600,631.192,14.5113,3045.04,1984.38,4499.89,11622,,,14.5113
156224,14879.2,66.8215,3284.66,1999.38,4526.18,11623,,,66.8215
12864,2637.28,29.0709,3467.37,2111.92,4509.3,11624,,,29.0709
5312,1436.14,21.6481,3058.47,2164.11,4502.11,11625,,,21.6481
10304,2298.64,26.9983,3362.61,2248.22,4505.37,11626,,,26.9983
195136,17065.8,71.9636,3130.63,2418.24,4531.35,11627,,,71.9636
2496,845.889,16.8299,2417.62,3036.23,4501.09,11628,,,16.8299
7744,2169.03,24.5465,2412.01,3627.76,4513.94,11629,,,24.5465
3648,1112.88,19.0994,3202.75,3789.56,4502.02,11630,,,19.0994
1920,714.84,15.4206,2322.02,3896.3,4499.06,11631,,,15.4206
1664,643.009,14.7023,3556.49,3911.26,4498.78,11632,,,14.7023
1600,634.461,14.5113,2821.04,4208.22,4499.57,11633,,,14.5113
4608,1492.91,20.6461,3218.4,1954.6,4507.38,11634,,,20.6461
136896,13323.3,63.9437,3807.59,2335.27,4531.06,11635,,,63.9437
2880,957.448,17.6522,3592.65,3050.04,4506.49,11636,,,17.6522
75904,8877.15,52.5318,3386.91,3392.23,4526.85,11637,,,52.5318
17856,3302.31,32.4286,3296.93,3479.48,4514.93,11638,,,32.4286
1408,574.576,13.906,3588.41,3510.19,4503.66,11639,,,13.906
40000,5748.59,42.4314,2954.5,3611.11,4519.97,11640,,,42.4314
1664,651.346,14.7023,2618.03,3645.87,4503.09,11641,,,14.7023
3328,1046.4,18.5237,3524.73,3886.03,4505.55,11642,,,18.5237
2752,918.544,17.3867,3008.44,3893.34,4504.33,11643,,,17.3867
2944,1324.3,17.782,2977.22,3915.02,4508.41,11644,,,17.782
2496,870.242,16.8299,3112.8,4098.18,4507.03,11645,,,16.8299
2944,976.01,17.782,2960.7,4308.06,4507.02,11646,,,17.782
1344,556.76,13.692,2545.62,1379.1,4507.31,11647,,,13.692
2432,830.646,16.6848,3284.22,1444.37,4508.93,11648,,,16.6848
152576,14060.8,66.2973,3009.09,1767.97,4535.55,11649,,,66.2973
1664,659.922,14.7023,2783.57,1972.18,4507.7,11650,,,14.7023
26816,4351.56,37.1363,2658.37,2130.3,4518.98,11651,,,37.1363
3712,1198.59,19.2104,3316.34,2172.28,4512.31,11652,,,19.2104
1536,613.426,14.3152,2451.62,2301.1,4506.1,11653,,,14.3152
7488,1836.06,24.2729,2456.36,2716.4,4515.03,11654,,,24.2729
4608,1323.71,20.6461,3865.29,3460.44,4511.1,11655,,,20.6461
1664,724.109,14.7023,2548.8,3548.95,4511.24,11656,,,14.7023
143360,14021.3,64.9347,2295.57,4051.17,4536.75,11657,,,64.9347
3456,1074.77,18.7582,3137.03,4075.7,4511.45,11658,,,18.7582
89024,9793.35,55.3991,2226.5,4185.39,4532.46,11659,,,55.3991
1664,787.631,14.7023,2147.73,1348.49,4520.16,11660,,,14.7023
2368,852.529,16.5372,2489.98,1602.45,4511.8,11661,,,16.5372
2496,852.529,16.8299,2476.29,2096.64,4512.37,11662,,,16.8299
2048,729.952,15.7559,2876.96,2105.1,4512.93,11663,,,15.7559
6848,1738.3,23.5607,2680.97,2202.09,4515.49,11664,,,23.5607
17728,3288.4,32.351,3951.03,2816.14,4520.51,11665,,,32.351
3264,1025.91,18.4042,2603.82,3629.61,4513.05,11666,,,18.4042
1408,583.714,13.906,4068.41,4055.83,4512.2,11667,,,13.906
1408,655.547,13.906,2522.59,4214.74,4514.75,11668,,,13.906
3456,1068.83,18.7582,2602.29,4353.03,4515.15,11669,,,18.7582
1600,634.461,14.5113,2320.4,1559.42,4514.93,11670,,,14.5113
12096,2558.88,28.4805,3070.09,2728.27,4525.68,11671,,,28.4805
8256,1929.98,25.0759,2727.95,3313.4,4523.77,11672,,,25.0759
22528,4002.98,35.0409,2798.68,3460.85,4524.05,11673,,,35.0409
5120,1410.37,21.3841,2606.66,3702.7,4522.28,11674,,,21.3841
17472,3286,32.1945,3599.45,3738.41,4525.45,11675,,,32.1945
1408,602.2,13.906,3981.32,4124.92,4514.57,11676,,,13.906
14976,3283.38,30.582,3293.66,4182.18,4526.01,11677,,,30.582
1984,739.169,15.5901,3586.57,4228.14,4519.06,11678,,,15.5901
3008,977.119,17.9099,3736.57,4236.29,4517.74,11679,,,17.9099
2944,974.492,17.782,2345.83,1392.15,4519.63,11680,,,17.782
16064,3109.03,31.3053,3175.43,1496.25,4530.64,11681,,,31.3053
1408,580.366,13.906,3107.68,1635.47,4521.48,11682,,,13.906
24768,5260.58,36.1658,2814.45,1691.06,4536.01,11683,,,36.1658
3008,998.64,17.9099,2488.06,2427.36,4521.14,11684,,,17.9099
152192,15043.3,66.2416,2931.84,2713.89,4555,11685,,,66.2416
6976,1749.06,23.7066,2391.62,3117.01,4523.59,11686,,,23.7066
183936,20145.2,70.5596,3507.69,3709.71,4547.52,11687,,,70.5596
3968,1459.85,19.6422,3651.73,3819.68,4524.09,11688,,,19.6422
34176,5146.42,40.2631,2916.4,3916.5,4531.52,11689,,,40.2631
11008,2403.3,27.5996,2723.54,3931.13,4525.12,11690,,,27.5996
48320,6687.62,45.1901,3797.31,3955.36,4537.87,11691,,,45.1901
7488,1814.62,24.2729,2353.25,4031.82,4526.83,11692,,,24.2729
2240,894.754,16.2337,2481.24,4186.42,4520.3,11693,,,16.2337
1664,652.226,14.7023,2951.57,4216.8,4518.78,11694,,,14.7023
54912,7903.66,47.1581,3128.38,4277.99,4555.2,11695,,,47.1581
1472,595.609,14.1136,3586.78,1431.62,4525.54,11696,,,14.1136
1472,585.751,14.1136,3858.96,1442.75,4522.58,11697,,,14.1136
2368,838.807,16.5372,2979.71,1514.78,4526.07,11698,,,16.5372
4160,1295.95,19.9541,2289.42,1928.58,4525.27,11699,,,19.9541
1472,591.516,14.1136,3114.78,1991.62,4523.45,11700,,,14.1136
98496,11649,57.2981,2609.93,2083.13,4550.17,11701,,,57.2981
1600,708.788,14.5113,2718.48,2159.42,4528.05,11702,,,14.5113
54272,6987.07,46.9742,2830.78,3011.65,4538.99,11703,,,46.9742
2240,789.888,16.2337,2221.47,3653.05,4525.1,11704,,,16.2337
1600,628.591,14.5113,3376.72,3739.26,4522.93,11705,,,14.5113
1344,649.624,13.692,3233.24,3759.48,4524.84,11706,,,13.692
5504,1485.68,21.9058,2327.51,3980.13,4526.88,11707,,,21.9058
2304,831.443,16.3868,3742.96,4190.88,4524.82,11708,,,16.3868
1536,622.538,14.3152,3932.46,4256.94,4522.93,11709,,,14.3152
1920,720.63,15.4206,3281.49,1430.7,4530.4,11710,,,15.4206
1728,667.442,14.8884,2767.99,1484.88,4526.49,11711,,,14.8884
2496,851.194,16.8299,2612.8,1529.26,4526.93,11712,,,16.8299
3648,1128.66,19.0994,3858.04,1525.91,4530.23,11713,,,19.0994
1600,634.433,14.5113,3650.32,1684.38,4526.77,11714,,,14.5113
4160,1225.05,19.9541,2305.54,2137.13,4531.61,11715,,,19.9541
2176,786.54,16.0776,2840.84,2274.04,4528.23,11716,,,16.0776
2368,1006.16,16.5372,2485.66,2330.35,4533.85,11717,,,16.5372
2304,816.305,16.3868,3409.4,2350.66,4529.38,11718,,,16.3868
368768,29379.2,88.9716,3168.16,3072.7,4588.39,11719,,,88.9716
1408,571.333,13.906,3902.96,3427.65,4527.48,11720,,,13.906
1920,729.847,15.4206,3456.16,3801.24,4528.26,11721,,,15.4206
3200,1041.07,18.2831,3837.68,3954.86,4528.93,11722,,,18.2831
1664,639.845,14.7023,3947.26,4042.49,4526.93,11723,,,14.7023
1600,631.087,14.5113,2677.2,4048.54,4527.73,11724,,,14.5113
2688,890.765,17.2508,3986.19,4077.1,4528.65,11725,,,17.2508
11840,2793.66,28.2782,2727.84,4080.72,4534.76,11726,,,28.2782
1984,745.194,15.5901,4032.76,4211.23,4529,11727,,,15.5901
2624,932.964,17.1128,4089.59,4232.18,4532,11728,,,17.1128
1536,616.695,14.3152,3118.29,1373.27,4531.1,11729,,,14.3152
2944,1107.33,17.782,3304.87,1488.84,4534.41,11730,,,17.782
1600,634.486,14.5113,2359.12,1998.14,4532.69,11731,,,14.5113
4416,1265.14,20.3553,2536.06,3069.48,4533.6,11732,,,20.3553
42240,6115.59,43.2091,3915.05,3147.78,4548.06,11733,,,43.2091
2432,860.921,16.6848,3135.59,3470.58,4531.77,11734,,,16.6848
1536,604.184,14.3152,2998.96,3883.1,4533.93,11735,,,14.3152
2624,894.753,17.1128,2868.22,4079.98,4532.39,11736,,,17.1128
5952,2143.69,22.4848,3205.11,4103.23,4533.47,11737,,,22.4848
3200,1016.69,18.2831,2267.52,4108.3,4533.01,11738,,,18.2831
1664,655.493,14.7023,3711.57,4176.03,4532.01,11739,,,14.7023
1408,712.108,13.906,2563.14,4184.01,4537.11,11740,,,13.906
4736,1599.45,20.8355,3092.85,4380.72,4536.28,11741,,,20.8355
1536,613.426,14.3152,3360.12,1691.6,4535.43,11742,,,14.3152
40640,5818.12,42.6565,3609.43,1864.51,4550.38,11743,,,42.6565
1600,639.478,14.5113,3041.04,2004.38,4537.97,11744,,,14.5113
1600,637.009,14.5113,2524.72,2338.62,4538.29,11745,,,14.5113
2880,930.337,17.6522,3513.09,2360.97,4538.93,11746,,,17.6522
4288,1263.03,20.1567,3135.91,2720,4541.02,11747,,,20.1567
1664,652.12,14.7023,2668.65,3817.72,4536.01,11748,,,14.7023
3904,1169.39,19.5361,3053.97,3996.35,4539.78,11749,,,19.5361
1408,574.576,13.906,2810.05,4029.65,4534.2,11750,,,13.906
1600,636.929,14.5113,3115.92,4028.54,4534.93,11751,,,14.5113
1728,667.416,14.8884,2449.77,4076.58,4536.86,11752,,,14.8884
1728,657.714,14.8884,2419.1,4250.95,4535.38,11753,,,14.8884
1536,622.564,14.3152,2911.96,1967.1,4539.93,11754,,,14.3152
1728,675.833,14.8884,2416.88,2225.62,4540.26,11755,,,14.8884
4288,1272.48,20.1567,2705.11,2325.49,4545.98,11756,,,20.1567
2880,947.301,17.6522,2848.56,3949.86,4541.42,11757,,,17.6522
145408,17306.3,65.2424,3322.31,4072.27,4565.78,11758,,,65.2424
13504,2710.76,29.5453,3866.31,4250.95,4547.82,11759,,,29.5453
1600,628.721,14.5113,3314.96,1399.42,4544.21,11760,,,14.5113
2048,758.84,15.7559,3313.58,1467.48,4546.68,11761,,,15.7559
1344,565.361,13.692,3468.86,1495.86,4544.65,11762,,,13.692
3008,1152.21,17.9099,3898.96,1528.46,4548.89,11763,,,17.9099
4544,1306.49,20.5501,2431.74,1698.2,4548.28,11764,,,20.5501
1728,673.258,14.8884,2710.07,1701.47,4545.75,11765,,,14.8884
1792,690.998,15.07,3253.53,1844.67,4545.93,11766,,,15.07
13440,2733.55,29.4985,2678.86,1988.89,4551.45,11767,,,29.4985
1920,720.094,15.4206,3381.49,2262.7,4543.2,11768,,,15.4206
4672,1762.32,20.7412,3833.64,2424.8,4552.96,11769,,,20.7412
2624,882.139,17.1128,2507.74,2717.93,4545.27,11770,,,17.1128
1984,751.037,15.5901,2508.12,2959.49,4544.61,11771,,,15.5901
3456,1069.93,18.7582,2336.88,3140.21,4547.45,11772,,,18.7582
5888,1582.46,22.4039,3027.7,3706.32,4547.58,11773,,,22.4039
1408,580.367,13.906,3844.96,3898.38,4542.93,11774,,,13.906
1472,700.422,14.1136,2313.39,3912.67,4543.63,11775,,,14.1136
180416,15704.2,70.1066,2270.21,3948.57,4571.23,11776,,,70.1066
164032,15478.7,67.9167,2539.17,3952.47,4570.32,11777,,,67.9167
14464,2982.2,30.2294,3838.89,4007.53,4552.83,11778,,,30.2294
1536,615.896,14.3152,2876.96,4259.77,4544.26,11779,,,14.3152
2112,909.971,15.9184,2293.74,4317.04,4551.42,11780,,,15.9184
2048,754.412,15.7559,2478.21,4363.23,4543.68,11781,,,15.7559
2560,884.661,16.9726,3546.66,1644,4548.53,11782,,,16.9726
1536,604.184,14.3152,3330.96,1651.1,4549.93,11783,,,14.3152
2496,880.206,16.8299,3486.75,1918.69,4550.83,11784,,,16.8299
39744,5670.18,42.3407,2772.55,2397.29,4562.97,11785,,,42.3407
2816,930.31,17.5204,2857.14,2421.74,4551.3,11786,,,17.5204
9152,2357.03,25.9521,3968.24,2434.93,4554.96,11787,,,25.9521
1536,637.087,14.3152,3603.12,2639.44,4550.1,11788,,,14.3152
17920,3306.45,32.4673,2658.2,2949.97,4556,11789,,,32.4673
1472,601.48,14.1136,2988,3454.23,4546.76,11790,,,14.1136
14784,2877.05,30.4507,3139.42,3602.43,4556.33,11791,,,30.4507
3072,1036.77,18.036,2959.54,3633.6,4548.76,11792,,,18.036
38592,5926.14,41.9276,3498.19,3965.2,4562.52,11793,,,41.9276
86016,9509.93,54.768,2950.14,4119.05,4568.87,11794,,,54.768
29696,5115.62,38.4208,2676.92,4253.97,4557.72,11795,,,38.4208
2048,757.759,15.7559,3949.83,4272.6,4548.43,11796,,,15.7559
1408,683.864,13.906,3943.14,4294.19,4550.2,11797,,,13.906
1600,637.008,14.5113,3030.48,4353.18,4548.05,11798,,,14.5113
3072,995.421,18.036,3114.96,1564.44,4552.6,11799,,,18.036
8384,1971.92,25.2049,2733.77,1894.64,4556.7,11800,,,25.2049
7872,1885.6,24.681,3343.25,2012.66,4558.35,11801,,,24.681
327040,26430,85.4806,3079.28,2079.75,4590.68,11802,,,85.4806
12992,2729.74,29.1671,2844.2,2961.66,4561.73,11803,,,29.1671
3008,988.288,17.9099,2615.21,3037.66,4555.95,11804,,,17.9099
2368,816.228,16.5372,3224.25,3264.51,4552.77,11805,,,16.5372
2176,801.706,16.0776,3114.25,3541.93,4552.34,11806,,,16.0776
6016,1581.84,22.5651,2489.38,3566.46,4556.8,11807,,,22.5651
144960,13919.6,65.1753,3775.13,3685.08,4582.51,11808,,,65.1753
9280,2119.19,26.0725,3143.92,3712.92,4559.57,11809,,,26.0725
1792,678.695,15.07,2859.1,3827.25,4550.79,11810,,,15.07
238720,25234.5,76.9656,3596.45,3955.81,4577.58,11811,,,76.9656
26624,4583.07,37.0474,3148.63,3966.22,4560.79,11812,,,37.0474
4224,1234.09,20.0559,3407.74,3961.22,4556.2,11813,,,20.0559
1792,690.277,15.07,2538.67,4091.82,4553.65,11814,,,15.07
1344,554.237,13.692,2325.24,4142.91,4550.93,11815,,,13.692
1856,697.155,15.2473,3471.92,4295.1,4551.9,11816,,,15.2473
2496,852.556,16.8299,3117.11,1388.13,4557.09,11817,,,16.8299
20416,3786.7,33.9097,2207.11,1714.46,4565.73,11818,,,33.9097
1856,697.128,15.2473,4039.09,1706.69,4558.52,11819,,,15.2473
1600,631.218,14.5113,2317.04,1862.14,4556.21,11820,,,14.5113
2304,828.792,16.3868,2469.62,1939.99,4558.49,11821,,,16.3868
4736,1520.93,20.8355,2868.69,1967.81,4556.61,11822,,,20.8355
1856,700.292,15.2473,2836.89,1965.59,4556.59,11823,,,15.2473
3904,1414.65,19.5361,3156.73,1962.97,4566.28,11824,,,19.5361
196352,17143.8,72.1128,3856.37,2137.21,4586.68,11825,,,72.1128
5248,1400.39,21.5608,2483.1,2495.25,4558.69,11826,,,21.5608
9088,2080.03,25.8915,2571.55,3156.79,4560.68,11827,,,25.8915
1472,594.116,14.1136,3179.13,3567.28,4554.41,11828,,,14.1136
4096,1224.77,19.8512,3017.89,3733.17,4560.74,11829,,,19.8512
1408,572.003,13.906,3094.77,3804.56,4555.11,11830,,,13.906
1856,696.433,15.2473,2533.58,3851.1,4554.79,11831,,,15.2473
28032,4472,37.6893,3640.45,3885.23,4569.45,11832,,,37.6893
2496,857.678,16.8299,3126.03,4128.74,4556.37,11833,,,16.8299
1920,731.446,15.4206,3548.42,4132.84,4557.73,11834,,,15.4206
4096,1204.43,19.8512,2973.89,4153.17,4560.18,11835,,,19.8512
1792,700.292,15.07,3977.81,4340.96,4558.36,11836,,,15.07
1536,646.998,14.3152,2895.46,1714.44,4558.26,11837,,,14.3152
7808,1878.77,24.6139,2856.07,1944.51,4566.14,11838,,,24.6139
1600,624.628,14.5113,2638.8,2154.62,4562.45,11839,,,14.5113
2624,900.701,17.1128,3364.61,2226.91,4559.91,11840,,,17.1128
3392,1051.39,18.6417,3271.33,2369.07,4560.44,11841,,,18.6417
43712,6490.24,43.7053,3933.79,2417.05,4576.37,11842,,,43.7053
2048,745.09,15.7559,3865.21,2556.85,4561.18,11843,,,15.7559
61632,7692.48,49.0083,2585.45,2590.33,4578.87,11844,,,49.0083
2880,941.538,17.6522,2796.56,2737.86,4561.51,11845,,,17.6522
1536,619.191,14.3152,4069.29,3436.77,4558.26,11846,,,14.3152
4288,1282.03,20.1567,2626.78,3485.25,4561.98,11847,,,20.1567
1536,619.19,14.3152,2355.79,3616.27,4559.26,11848,,,14.3152
113536,13298.8,60.0775,3866.79,3617.02,4589.5,11849,,,60.0775
7424,1801.76,24.2036,2469.61,3636.93,4563.55,11850,,,24.2036
1536,628.461,14.3152,2567.62,3845.94,4560.76,11851,,,14.3152
2944,953.97,17.782,3417.39,4027.02,4560.76,11852,,,17.782
2432,859.093,16.6848,2491.06,4084.05,4563.35,11853,,,16.6848
4672,1525.87,20.7412,2474.52,4380.03,4564.74,11854,,,20.7412
1920,718.134,15.4206,3376.69,1416.3,4564.93,11855,,,15.4206
1344,649.598,13.692,2766.38,1468.63,4561.6,11856,,,13.692
6016,1548.92,22.5651,3079.04,1482.34,4566.42,11857,,,22.5651
1344,562.575,13.692,2869.62,1601.39,4563.31,11858,,,13.692
1728,660.852,14.8884,3608.29,1630.81,4562.64,11859,,,14.8884
1536,619.322,14.3152,2661.12,1771.94,4564.43,11860,,,14.3152
2240,805.799,16.2337,3838.73,2595.79,4566.82,11861,,,16.2337
123712,12266.3,61.8213,3138.47,2645.86,4589.69,11862,,,61.8213
1920,715.693,15.4206,3156.56,3573.9,4562.66,11863,,,15.4206
1344,565.151,13.692,2542.77,3577.39,4564.84,11864,,,13.692
1408,574.525,13.906,2888.05,3583.47,4562.75,11865,,,13.906
60480,7567.95,48.701,2534.13,3671.47,4582.27,11866,,,48.701
8960,2335.66,25.7693,2500.41,4359.85,4570.3,11867,,,25.7693
2560,886.206,16.9726,2505.96,1453.7,4567.93,11868,,,16.9726
214784,18255.6,74.3021,2544.43,1529.74,4598.88,11869,,,74.3021
1920,727.351,15.4206,3320.69,1680.04,4570.13,11870,,,15.4206
1536,613.401,14.3152,3450.12,1717.94,4568.6,11871,,,14.3152
2496,872.843,16.8299,2469.11,1966.9,4569.6,11872,,,16.8299
2240,804.49,16.2337,2496.44,1966.53,4570.47,11873,,,16.2337
4544,1298.63,20.5501,2730.67,3132,4571.83,11874,,,20.5501
5120,1392.84,21.3841,2555.76,3602.75,4570.48,11875,,,21.3841
1472,682.606,14.1136,3366.26,3781.54,4566.41,11876,,,14.1136
1344,559.333,13.692,3784.29,3804.25,4567.5,11877,,,13.692
3392,1064.78,18.6417,3706.35,3836.16,4568.97,11878,,,18.6417
2624,909.97,17.1128,3842.18,4036.37,4569.18,11879,,,17.1128
